-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Morning
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -21616 msec
-------------------------------------
Time-interval 1: 18
Time-interval 2: 26
Time-interval 3: 13
Time-interval 4: 18
Time-interval 5: 11
Time-interval 6: 16
Time-interval 7: 20
Time-interval 8: 21
Time-interval 9: 17
Time-interval 10: 17
Time-interval 11: 22
Time-interval 12: 14
Time-interval 13: 19
Time-interval 14: 15
Time-interval 15: 18
Time-interval 16: 14
Time-interval 17: 20
Time-interval 18: 20
Time-interval 19: 16
Time-interval 20: 19
Time-interval 21: 14
Time-interval 22: 23
Time-interval 23: 21
Time-interval 24: 9
Time-interval 25: 21
Time-interval 26: 13
Time-interval 27: 18
Time-interval 28: 17
Time-interval 29: 21
Time-interval 30: 21
Time-interval 31: 25
Time-interval 32: 21
Time-interval 33: 17
Time-interval 34: 15
Time-interval 35: 18
Time-interval 36: 29
Time-interval 37: 16
Time-interval 38: 19
Time-interval 39: 21
Time-interval 40: 18
Time-interval 41: 15
Time-interval 42: 26
Time-interval 43: 17
Time-interval 44: 20
Time-interval 45: 20
Time-interval 46: 18
Time-interval 47: 23
Time-interval 48: 20
Time-interval 49: 17
Time-interval 50: 21
Time-interval 51: 22
Time-interval 52: 20
Time-interval 53: 15
Time-interval 54: 20
Time-interval 55: 19
Time-interval 56: 21
Time-interval 57: 21
Time-interval 58: 16
Time-interval 59: 29
Time-interval 60: 21
Time-interval 61: 18
Time-interval 62: 24
Time-interval 63: 18
Time-interval 64: 25
Time-interval 65: 26
Time-interval 66: 25
Time-interval 67: 27
Time-interval 68: 24
Time-interval 69: 16
Time-interval 70: 18
Time-interval 71: 18
Time-interval 72: 28
Time-interval 73: 26
Time-interval 74: 25
Time-interval 75: 24
Time-interval 76: 20
Time-interval 77: 32
Time-interval 78: 27
Time-interval 79: 30
Time-interval 80: 23
Time-interval 81: 21
Time-interval 82: 18
Time-interval 83: 24
Time-interval 84: 34
Time-interval 85: 22
Time-interval 86: 23
Time-interval 87: 30
Time-interval 88: 30
Time-interval 89: 11
Time-interval 90: 27
Time-interval 91: 25
Time-interval 92: 19
Time-interval 93: 29
Time-interval 94: 37
Time-interval 95: 23
Time-interval 96: 28
Time-interval 97: 23
Time-interval 98: 28
Time-interval 99: 20
Time-interval 100: 37
Time-interval 101: 32
Time-interval 102: 24
Time-interval 103: 28
Time-interval 104: 35
Time-interval 105: 40
Time-interval 106: 27
Time-interval 107: 42
Time-interval 108: 33
Time-interval 109: 26
Time-interval 110: 24
Time-interval 111: 25
Time-interval 112: 30
Time-interval 113: 28
Time-interval 114: 29
Time-interval 115: 36
Time-interval 116: 25
Time-interval 117: 35
Time-interval 118: 28
Time-interval 119: 34
Time-interval 120: 33
