-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Morning
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -21567 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 6
Time-interval 3: 3
Time-interval 4: 4
Time-interval 5: 2
Time-interval 6: 4
Time-interval 7: 3
Time-interval 8: 4
Time-interval 9: 4
Time-interval 10: 2
Time-interval 11: 4
Time-interval 12: 5
Time-interval 13: 7
Time-interval 14: 1
Time-interval 15: 8
Time-interval 16: 7
Time-interval 17: 4
Time-interval 18: 6
Time-interval 19: 6
Time-interval 20: 5
Time-interval 21: 3
Time-interval 22: 4
Time-interval 23: 3
Time-interval 24: 6
Time-interval 25: 6
Time-interval 26: 7
Time-interval 27: 7
Time-interval 28: 9
Time-interval 29: 9
Time-interval 30: 8
Time-interval 31: 8
Time-interval 32: 5
Time-interval 33: 7
Time-interval 34: 8
Time-interval 35: 3
Time-interval 36: 6
Time-interval 37: 6
Time-interval 38: 16
Time-interval 39: 8
Time-interval 40: 3
Time-interval 41: 7
Time-interval 42: 8
Time-interval 43: 9
Time-interval 44: 14
Time-interval 45: 8
Time-interval 46: 11
Time-interval 47: 11
Time-interval 48: 5
Time-interval 49: 9
Time-interval 50: 7
Time-interval 51: 8
Time-interval 52: 15
Time-interval 53: 13
Time-interval 54: 12
Time-interval 55: 12
Time-interval 56: 7
Time-interval 57: 8
Time-interval 58: 2
Time-interval 59: 6
Time-interval 60: 8
Time-interval 61: 7
Time-interval 62: 9
Time-interval 63: 6
Time-interval 64: 5
Time-interval 65: 14
Time-interval 66: 13
Time-interval 67: 6
Time-interval 68: 13
Time-interval 69: 8
Time-interval 70: 9
Time-interval 71: 13
Time-interval 72: 15
Time-interval 73: 13
Time-interval 74: 13
Time-interval 75: 5
Time-interval 76: 14
Time-interval 77: 7
Time-interval 78: 10
Time-interval 79: 8
Time-interval 80: 7
Time-interval 81: 7
Time-interval 82: 14
Time-interval 83: 15
Time-interval 84: 14
Time-interval 85: 11
Time-interval 86: 12
Time-interval 87: 8
Time-interval 88: 12
Time-interval 89: 13
Time-interval 90: 17
Time-interval 91: 11
Time-interval 92: 8
Time-interval 93: 20
Time-interval 94: 9
Time-interval 95: 10
Time-interval 96: 16
Time-interval 97: 20
Time-interval 98: 11
Time-interval 99: 14
Time-interval 100: 19
Time-interval 101: 14
Time-interval 102: 18
Time-interval 103: 14
Time-interval 104: 20
Time-interval 105: 17
Time-interval 106: 16
Time-interval 107: 18
Time-interval 108: 24
Time-interval 109: 13
Time-interval 110: 9
Time-interval 111: 21
Time-interval 112: 19
Time-interval 113: 17
Time-interval 114: 12
Time-interval 115: 17
Time-interval 116: 17
Time-interval 117: 11
Time-interval 118: 13
Time-interval 119: 15
Time-interval 120: 14
