-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Morning
Iteration: 1
Look-ahead time: 90.0 sec
Execution time: -17627 msec
-------------------------------------
Time-interval 1: 15
Time-interval 2: 9
Time-interval 3: 18
Time-interval 4: 19
Time-interval 5: 20
Time-interval 6: 17
Time-interval 7: 13
Time-interval 8: 20
Time-interval 9: 21
Time-interval 10: 8
Time-interval 11: 14
Time-interval 12: 15
Time-interval 13: 14
Time-interval 14: 17
Time-interval 15: 17
Time-interval 16: 21
Time-interval 17: 22
Time-interval 18: 17
Time-interval 19: 20
Time-interval 20: 15
Time-interval 21: 11
Time-interval 22: 22
Time-interval 23: 14
Time-interval 24: 14
Time-interval 25: 22
Time-interval 26: 17
Time-interval 27: 17
Time-interval 28: 10
Time-interval 29: 20
Time-interval 30: 14
Time-interval 31: 19
Time-interval 32: 18
Time-interval 33: 18
Time-interval 34: 14
Time-interval 35: 25
Time-interval 36: 18
Time-interval 37: 20
Time-interval 38: 12
Time-interval 39: 18
Time-interval 40: 16
Time-interval 41: 16
Time-interval 42: 21
Time-interval 43: 22
Time-interval 44: 22
Time-interval 45: 26
Time-interval 46: 21
Time-interval 47: 21
Time-interval 48: 21
Time-interval 49: 28
Time-interval 50: 10
Time-interval 51: 20
Time-interval 52: 14
Time-interval 53: 18
Time-interval 54: 12
Time-interval 55: 24
Time-interval 56: 24
Time-interval 57: 21
Time-interval 58: 15
Time-interval 59: 14
Time-interval 60: 27
Time-interval 61: 26
Time-interval 62: 27
Time-interval 63: 19
Time-interval 64: 21
Time-interval 65: 21
Time-interval 66: 21
Time-interval 67: 20
Time-interval 68: 22
Time-interval 69: 20
Time-interval 70: 27
Time-interval 71: 22
Time-interval 72: 28
Time-interval 73: 20
Time-interval 74: 19
Time-interval 75: 19
Time-interval 76: 22
Time-interval 77: 28
Time-interval 78: 21
Time-interval 79: 15
Time-interval 80: 44
Time-interval 81: 31
Time-interval 82: 27
Time-interval 83: 22
Time-interval 84: 32
Time-interval 85: 18
Time-interval 86: 23
Time-interval 87: 24
Time-interval 88: 16
Time-interval 89: 21
Time-interval 90: 23
Time-interval 91: 27
Time-interval 92: 15
Time-interval 93: 28
Time-interval 94: 27
Time-interval 95: 14
Time-interval 96: 35
Time-interval 97: 25
Time-interval 98: 27
Time-interval 99: 23
Time-interval 100: 35
Time-interval 101: 35
Time-interval 102: 22
Time-interval 103: 23
Time-interval 104: 28
Time-interval 105: 25
Time-interval 106: 34
Time-interval 107: 37
Time-interval 108: 22
Time-interval 109: 21
Time-interval 110: 20
Time-interval 111: 18
Time-interval 112: 33
Time-interval 113: 26
Time-interval 114: 26
Time-interval 115: 30
Time-interval 116: 38
Time-interval 117: 34
Time-interval 118: 33
Time-interval 119: 28
Time-interval 120: 26
21317
