-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Morning
Iteration: 2
Look-ahead time: 45.0 sec
Execution time: -21376 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 0
Time-interval 3: 3
Time-interval 4: 1
Time-interval 5: 1
Time-interval 6: 2
Time-interval 7: 4
Time-interval 8: 5
Time-interval 9: 1
Time-interval 10: 4
Time-interval 11: 7
Time-interval 12: 6
Time-interval 13: 7
Time-interval 14: 1
Time-interval 15: 2
Time-interval 16: 2
Time-interval 17: 0
Time-interval 18: 2
Time-interval 19: 2
Time-interval 20: 3
Time-interval 21: 3
Time-interval 22: 3
Time-interval 23: 3
Time-interval 24: 0
Time-interval 25: 6
Time-interval 26: 4
Time-interval 27: 2
Time-interval 28: 2
Time-interval 29: 4
Time-interval 30: 6
Time-interval 31: 6
Time-interval 32: 2
Time-interval 33: 5
Time-interval 34: 3
Time-interval 35: 4
Time-interval 36: 4
Time-interval 37: 6
Time-interval 38: 12
Time-interval 39: 10
Time-interval 40: 3
Time-interval 41: 1
Time-interval 42: 7
Time-interval 43: 2
Time-interval 44: 9
Time-interval 45: 6
Time-interval 46: 5
Time-interval 47: 3
Time-interval 48: 5
Time-interval 49: 2
Time-interval 50: 4
Time-interval 51: 5
Time-interval 52: 6
Time-interval 53: 4
Time-interval 54: 5
Time-interval 55: 7
Time-interval 56: 5
Time-interval 57: 5
Time-interval 58: 5
Time-interval 59: 6
Time-interval 60: 6
Time-interval 61: 5
Time-interval 62: 6
Time-interval 63: 11
Time-interval 64: 7
Time-interval 65: 5
Time-interval 66: 6
Time-interval 67: 8
Time-interval 68: 3
Time-interval 69: 3
Time-interval 70: 10
Time-interval 71: 6
Time-interval 72: 5
Time-interval 73: 4
Time-interval 74: 9
Time-interval 75: 9
Time-interval 76: 6
Time-interval 77: 12
Time-interval 78: 9
Time-interval 79: 4
Time-interval 80: 7
Time-interval 81: 7
Time-interval 82: 8
Time-interval 83: 5
Time-interval 84: 14
Time-interval 85: 7
Time-interval 86: 6
Time-interval 87: 11
Time-interval 88: 12
Time-interval 89: 8
Time-interval 90: 8
Time-interval 91: 5
Time-interval 92: 13
Time-interval 93: 8
Time-interval 94: 9
Time-interval 95: 5
Time-interval 96: 6
Time-interval 97: 6
Time-interval 98: 10
Time-interval 99: 15
Time-interval 100: 10
Time-interval 101: 12
Time-interval 102: 9
Time-interval 103: 8
Time-interval 104: 4
Time-interval 105: 10
Time-interval 106: 10
Time-interval 107: 13
Time-interval 108: 14
Time-interval 109: 15
Time-interval 110: 13
Time-interval 111: 13
Time-interval 112: 5
Time-interval 113: 10
Time-interval 114: 4
Time-interval 115: 8
Time-interval 116: 6
Time-interval 117: 15
Time-interval 118: 13
Time-interval 119: 11
Time-interval 120: 10
