-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Morning
Iteration: 1
Execution time: 75 msec
-------------------------------------
Time 1: 2.652034169346813E-10
Time 2: 2.6426841531533007E-10
Time 3: 2.6221671579215783E-10
Time 4: 2.6582236330960235E-10
Time 5: 2.5630113187010585E-10
Time 6: 2.575696276443981E-10
Time 7: 2.669607375779146E-10
Time 8: 2.647618096173212E-10
Time 9: 2.6858422117512405E-10
Time 10: 2.657558913409618E-10
Time 11: 2.6303912511564443E-10
Time 12: 2.612090509564101E-10
Time 13: 2.673013425927505E-10
Time 14: 2.631981863715647E-10
Time 15: 2.6933839885796304E-10
Time 16: 2.73903247942636E-10
Time 17: 2.645321764893762E-10
Time 18: 2.7188910604720515E-10
Time 19: 2.8574572381102796E-10
Time 20: 2.841847767696821E-10
Time 21: 2.7792628182253445E-10
Time 22: 2.7526612179160885E-10
Time 23: 2.8221523415118846E-10
Time 24: 2.8192859862889933E-10
Time 25: 2.911658141957412E-10
Time 26: 2.8228324237659406E-10
Time 27: 2.827793298302247E-10
Time 28: 2.730193461421318E-10
Time 29: 2.808497563198941E-10
Time 30: 2.812082548470202E-10
Time 31: 2.8304020378933946E-10
Time 32: 2.7790845545992133E-10
Time 33: 2.791947919162932E-10
Time 34: 2.7709379148583817E-10
Time 35: 2.79992868844102E-10
Time 36: 2.8569509296232573E-10
Time 37: 2.8668539428511865E-10
Time 38: 2.906057567014829E-10
Time 39: 2.895441459435904E-10
Time 40: 2.857192034194235E-10
Time 41: 2.8565615698517087E-10
Time 42: 2.714552656000794E-10
Time 43: 2.7254154695441125E-10
Time 44: 2.7623793873683843E-10
Time 45: 2.75068181772527E-10
Time 46: 2.8154733714002755E-10
Time 47: 2.8374271956812395E-10
Time 48: 2.8395606505925345E-10
Time 49: 2.8573953961953084E-10
Time 50: 2.874459229349701E-10
Time 51: 2.889561151318347E-10
Time 52: 2.842977973085151E-10
Time 53: 2.8623476030355213E-10
Time 54: 2.795908030069697E-10
Time 55: 2.8714235479714414E-10
Time 56: 2.894121237135407E-10
Time 57: 2.932240482923826E-10
Time 58: 2.788788344057336E-10
Time 59: 2.8294274718576447E-10
Time 60: 2.881965737496847E-10
Time 61: 2.760843112224438E-10
Time 62: 2.8235359929015033E-10
Time 63: 2.894873622887368E-10
Time 64: 2.8808680584971417E-10
Time 65: 2.9533664648565384E-10
Time 66: 2.865088227231816E-10
Time 67: 2.984022863755994E-10
Time 68: 2.9765871485211313E-10
Time 69: 2.86682812709543E-10
Time 70: 2.9358582297270954E-10
Time 71: 2.8968066323050717E-10
Time 72: 2.937288368335202E-10
Time 73: 2.970537059358088E-10
Time 74: 2.814563787382947E-10
Time 75: 2.9186106998613813E-10
Time 76: 2.9040694543614687E-10
Time 77: 2.9761509203546044E-10
Time 78: 2.851926043753433E-10
Time 79: 2.968600969171766E-10
Time 80: 2.950103651430356E-10
Time 81: 2.929760508784163E-10
Time 82: 2.928069028951171E-10
Time 83: 2.882134802711125E-10
Time 84: 2.8948715350554994E-10
Time 85: 2.955169398282138E-10
Time 86: 3.030691835973148E-10
Time 87: 3.0258691550118346E-10
Time 88: 2.9408164391876143E-10
Time 89: 2.869308271874352E-10
Time 90: 2.9589404314950973E-10
Time 91: 2.9518611875794294E-10
Time 92: 2.910372824979833E-10
Time 93: 2.9088662207414696E-10
Time 94: 2.9474468928654784E-10
Time 95: 2.9900891294407874E-10
Time 96: 2.8550853207557167E-10
Time 97: 2.869020677407499E-10
Time 98: 2.925554597399825E-10
Time 99: 2.9434119026168894E-10
Time 100: 2.886215816297191E-10
Time 101: 2.886746105447438E-10
Time 102: 2.7895346025197106E-10
Time 103: 2.8514751323652206E-10
Time 104: 2.90995193220049E-10
Time 105: 2.8460232360748093E-10
Time 106: 2.9190360349071563E-10
Time 107: 2.985954090040313E-10
Time 108: 2.8823048384855294E-10
Time 109: 2.9431948883965893E-10
Time 110: 2.9860539840032766E-10
Time 111: 2.941255902621342E-10
Time 112: 2.8010657977402505E-10
Time 113: 3.012448866976424E-10
Time 114: 2.8825556528409946E-10
Time 115: 2.996957660483861E-10
Time 116: 3.0179865000708125E-10
Time 117: 2.894634482319303E-10
Time 118: 2.9654288192931715E-10
Time 119: 3.055521023387351E-10
Time 120: 2.8638223330643706E-10
