-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Morning
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -21142 msec
-------------------------------------
Time-interval 1: 9
Time-interval 2: 3
Time-interval 3: 6
Time-interval 4: 7
Time-interval 5: 4
Time-interval 6: 9
Time-interval 7: 7
Time-interval 8: 3
Time-interval 9: 7
Time-interval 10: 6
Time-interval 11: 5
Time-interval 12: 3
Time-interval 13: 2
Time-interval 14: 1
Time-interval 15: 7
Time-interval 16: 4
Time-interval 17: 10
Time-interval 18: 7
Time-interval 19: 3
Time-interval 20: 5
Time-interval 21: 4
Time-interval 22: 7
Time-interval 23: 4
Time-interval 24: 8
Time-interval 25: 5
Time-interval 26: 7
Time-interval 27: 6
Time-interval 28: 2
Time-interval 29: 3
Time-interval 30: 9
Time-interval 31: 11
Time-interval 32: 7
Time-interval 33: 6
Time-interval 34: 7
Time-interval 35: 5
Time-interval 36: 7
Time-interval 37: 8
Time-interval 38: 3
Time-interval 39: 3
Time-interval 40: 9
Time-interval 41: 6
Time-interval 42: 10
Time-interval 43: 3
Time-interval 44: 9
Time-interval 45: 10
Time-interval 46: 5
Time-interval 47: 6
Time-interval 48: 8
Time-interval 49: 7
Time-interval 50: 8
Time-interval 51: 13
Time-interval 52: 9
Time-interval 53: 10
Time-interval 54: 9
Time-interval 55: 8
Time-interval 56: 9
Time-interval 57: 8
Time-interval 58: 11
Time-interval 59: 9
Time-interval 60: 7
Time-interval 61: 8
Time-interval 62: 9
Time-interval 63: 7
Time-interval 64: 11
Time-interval 65: 8
Time-interval 66: 13
Time-interval 67: 10
Time-interval 68: 12
Time-interval 69: 7
Time-interval 70: 8
Time-interval 71: 14
Time-interval 72: 10
Time-interval 73: 12
Time-interval 74: 6
Time-interval 75: 5
Time-interval 76: 16
Time-interval 77: 12
Time-interval 78: 17
Time-interval 79: 11
Time-interval 80: 10
Time-interval 81: 5
Time-interval 82: 7
Time-interval 83: 11
Time-interval 84: 8
Time-interval 85: 11
Time-interval 86: 10
Time-interval 87: 9
Time-interval 88: 5
Time-interval 89: 11
Time-interval 90: 12
Time-interval 91: 8
Time-interval 92: 10
Time-interval 93: 10
Time-interval 94: 9
Time-interval 95: 7
Time-interval 96: 10
Time-interval 97: 9
Time-interval 98: 6
Time-interval 99: 9
Time-interval 100: 11
Time-interval 101: 8
Time-interval 102: 8
Time-interval 103: 4
Time-interval 104: 8
Time-interval 105: 10
Time-interval 106: 9
Time-interval 107: 13
Time-interval 108: 17
Time-interval 109: 13
Time-interval 110: 9
Time-interval 111: 9
Time-interval 112: 9
Time-interval 113: 10
Time-interval 114: 8
Time-interval 115: 10
Time-interval 116: 4
Time-interval 117: 11
Time-interval 118: 14
Time-interval 119: 8
Time-interval 120: 13
