-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Morning
Iteration: 1
Look-ahead time: 90.0 sec
Execution time: -15941 msec
-------------------------------------
Time-interval 1: 15
Time-interval 2: 18
Time-interval 3: 20
Time-interval 4: 18
Time-interval 5: 12
Time-interval 6: 16
Time-interval 7: 19
Time-interval 8: 17
Time-interval 9: 12
Time-interval 10: 4
Time-interval 11: 23
Time-interval 12: 13
Time-interval 13: 16
Time-interval 14: 12
Time-interval 15: 18
Time-interval 16: 17
Time-interval 17: 13
Time-interval 18: 17
Time-interval 19: 19
Time-interval 20: 15
Time-interval 21: 22
Time-interval 22: 16
Time-interval 23: 18
Time-interval 24: 14
Time-interval 25: 21
Time-interval 26: 16
Time-interval 27: 13
Time-interval 28: 19
Time-interval 29: 16
Time-interval 30: 18
Time-interval 31: 22
Time-interval 32: 16
Time-interval 33: 21
Time-interval 34: 17
Time-interval 35: 12
Time-interval 36: 20
Time-interval 37: 11
Time-interval 38: 17
Time-interval 39: 22
Time-interval 40: 20
Time-interval 41: 13
Time-interval 42: 13
Time-interval 43: 13
Time-interval 44: 21
Time-interval 45: 19
Time-interval 46: 17
Time-interval 47: 8
Time-interval 48: 16
Time-interval 49: 20
Time-interval 50: 19
Time-interval 51: 23
Time-interval 52: 19
Time-interval 53: 20
Time-interval 54: 24
Time-interval 55: 26
Time-interval 56: 14
Time-interval 57: 11
Time-interval 58: 11
Time-interval 59: 29
Time-interval 60: 23
Time-interval 61: 23
Time-interval 62: 20
Time-interval 63: 16
Time-interval 64: 19
Time-interval 65: 16
Time-interval 66: 17
Time-interval 67: 17
Time-interval 68: 21
Time-interval 69: 11
Time-interval 70: 15
Time-interval 71: 29
Time-interval 72: 21
Time-interval 73: 19
Time-interval 74: 22
Time-interval 75: 13
Time-interval 76: 39
Time-interval 77: 18
Time-interval 78: 22
Time-interval 79: 15
Time-interval 80: 11
Time-interval 81: 25
Time-interval 82: 25
Time-interval 83: 23
Time-interval 84: 36
Time-interval 85: 17
Time-interval 86: 13
Time-interval 87: 18
Time-interval 88: 25
Time-interval 89: 16
Time-interval 90: 11
Time-interval 91: 16
Time-interval 92: 18
Time-interval 93: 23
Time-interval 94: 21
Time-interval 95: 21
Time-interval 96: 25
Time-interval 97: 16
Time-interval 98: 18
Time-interval 99: 27
Time-interval 100: 25
Time-interval 101: 20
Time-interval 102: 26
Time-interval 103: 21
Time-interval 104: 20
Time-interval 105: 26
Time-interval 106: 22
Time-interval 107: 18
Time-interval 108: 18
Time-interval 109: 27
Time-interval 110: 26
Time-interval 111: 18
Time-interval 112: 23
Time-interval 113: 17
Time-interval 114: 19
Time-interval 115: 17
Time-interval 116: 27
Time-interval 117: 29
Time-interval 118: 35
Time-interval 119: 30
Time-interval 120: 19
21315
