-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Morning
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -15986 msec
-------------------------------------
Time-interval 1: 13
Time-interval 2: 17
Time-interval 3: 14
Time-interval 4: 21
Time-interval 5: 17
Time-interval 6: 11
Time-interval 7: 13
Time-interval 8: 12
Time-interval 9: 10
Time-interval 10: 16
Time-interval 11: 16
Time-interval 12: 19
Time-interval 13: 17
Time-interval 14: 14
Time-interval 15: 12
Time-interval 16: 18
Time-interval 17: 17
Time-interval 18: 9
Time-interval 19: 11
Time-interval 20: 15
Time-interval 21: 18
Time-interval 22: 23
Time-interval 23: 14
Time-interval 24: 11
Time-interval 25: 9
Time-interval 26: 17
Time-interval 27: 14
Time-interval 28: 16
Time-interval 29: 20
Time-interval 30: 26
Time-interval 31: 22
Time-interval 32: 20
Time-interval 33: 19
Time-interval 34: 18
Time-interval 35: 16
Time-interval 36: 25
Time-interval 37: 20
Time-interval 38: 18
Time-interval 39: 20
Time-interval 40: 24
Time-interval 41: 25
Time-interval 42: 21
Time-interval 43: 19
Time-interval 44: 17
Time-interval 45: 19
Time-interval 46: 24
Time-interval 47: 27
Time-interval 48: 19
Time-interval 49: 23
Time-interval 50: 18
Time-interval 51: 17
Time-interval 52: 23
Time-interval 53: 23
Time-interval 54: 16
Time-interval 55: 19
Time-interval 56: 23
Time-interval 57: 25
Time-interval 58: 16
Time-interval 59: 22
Time-interval 60: 17
Time-interval 61: 14
Time-interval 62: 21
Time-interval 63: 18
Time-interval 64: 21
Time-interval 65: 14
Time-interval 66: 21
Time-interval 67: 26
Time-interval 68: 21
Time-interval 69: 17
Time-interval 70: 27
Time-interval 71: 17
Time-interval 72: 26
Time-interval 73: 19
Time-interval 74: 19
Time-interval 75: 21
Time-interval 76: 13
Time-interval 77: 17
Time-interval 78: 21
Time-interval 79: 20
Time-interval 80: 12
Time-interval 81: 15
Time-interval 82: 25
Time-interval 83: 18
Time-interval 84: 16
Time-interval 85: 21
Time-interval 86: 13
Time-interval 87: 20
Time-interval 88: 25
Time-interval 89: 24
Time-interval 90: 23
Time-interval 91: 20
Time-interval 92: 19
Time-interval 93: 26
Time-interval 94: 25
Time-interval 95: 25
Time-interval 96: 20
Time-interval 97: 29
Time-interval 98: 19
Time-interval 99: 20
Time-interval 100: 25
Time-interval 101: 21
Time-interval 102: 22
Time-interval 103: 17
Time-interval 104: 16
Time-interval 105: 23
Time-interval 106: 14
Time-interval 107: 21
Time-interval 108: 19
Time-interval 109: 26
Time-interval 110: 35
Time-interval 111: 22
Time-interval 112: 12
Time-interval 113: 25
Time-interval 114: 26
Time-interval 115: 22
Time-interval 116: 27
Time-interval 117: 23
Time-interval 118: 37
Time-interval 119: 19
Time-interval 120: 18
21428
