-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Morning
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -21050 msec
-------------------------------------
Time-interval 1: 13
Time-interval 2: 6
Time-interval 3: 15
Time-interval 4: 11
Time-interval 5: 7
Time-interval 6: 4
Time-interval 7: 8
Time-interval 8: 12
Time-interval 9: 7
Time-interval 10: 9
Time-interval 11: 4
Time-interval 12: 7
Time-interval 13: 12
Time-interval 14: 7
Time-interval 15: 12
Time-interval 16: 13
Time-interval 17: 11
Time-interval 18: 4
Time-interval 19: 10
Time-interval 20: 8
Time-interval 21: 4
Time-interval 22: 9
Time-interval 23: 8
Time-interval 24: 10
Time-interval 25: 8
Time-interval 26: 9
Time-interval 27: 17
Time-interval 28: 8
Time-interval 29: 12
Time-interval 30: 10
Time-interval 31: 12
Time-interval 32: 8
Time-interval 33: 5
Time-interval 34: 12
Time-interval 35: 12
Time-interval 36: 7
Time-interval 37: 7
Time-interval 38: 17
Time-interval 39: 15
Time-interval 40: 5
Time-interval 41: 11
Time-interval 42: 8
Time-interval 43: 11
Time-interval 44: 11
Time-interval 45: 11
Time-interval 46: 13
Time-interval 47: 10
Time-interval 48: 10
Time-interval 49: 14
Time-interval 50: 9
Time-interval 51: 11
Time-interval 52: 10
Time-interval 53: 7
Time-interval 54: 13
Time-interval 55: 9
Time-interval 56: 7
Time-interval 57: 10
Time-interval 58: 15
Time-interval 59: 16
Time-interval 60: 13
Time-interval 61: 11
Time-interval 62: 6
Time-interval 63: 14
Time-interval 64: 10
Time-interval 65: 7
Time-interval 66: 11
Time-interval 67: 9
Time-interval 68: 6
Time-interval 69: 10
Time-interval 70: 11
Time-interval 71: 10
Time-interval 72: 12
Time-interval 73: 11
Time-interval 74: 7
Time-interval 75: 18
Time-interval 76: 18
Time-interval 77: 19
Time-interval 78: 12
Time-interval 79: 9
Time-interval 80: 15
Time-interval 81: 16
Time-interval 82: 16
Time-interval 83: 11
Time-interval 84: 13
Time-interval 85: 10
Time-interval 86: 11
Time-interval 87: 14
Time-interval 88: 10
Time-interval 89: 15
Time-interval 90: 12
Time-interval 91: 9
Time-interval 92: 14
Time-interval 93: 6
Time-interval 94: 12
Time-interval 95: 8
Time-interval 96: 9
Time-interval 97: 9
Time-interval 98: 14
Time-interval 99: 13
Time-interval 100: 14
Time-interval 101: 11
Time-interval 102: 17
Time-interval 103: 16
Time-interval 104: 14
Time-interval 105: 11
Time-interval 106: 14
Time-interval 107: 11
Time-interval 108: 13
Time-interval 109: 10
Time-interval 110: 11
Time-interval 111: 7
Time-interval 112: 7
Time-interval 113: 15
Time-interval 114: 14
Time-interval 115: 12
Time-interval 116: 12
Time-interval 117: 11
Time-interval 118: 14
Time-interval 119: 10
Time-interval 120: 3
