-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Morning
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -15857 msec
-------------------------------------
Time-interval 1: 9
Time-interval 2: 10
Time-interval 3: 4
Time-interval 4: 5
Time-interval 5: 3
Time-interval 6: 3
Time-interval 7: 5
Time-interval 8: 4
Time-interval 9: 6
Time-interval 10: 6
Time-interval 11: 4
Time-interval 12: 4
Time-interval 13: 7
Time-interval 14: 11
Time-interval 15: 10
Time-interval 16: 10
Time-interval 17: 6
Time-interval 18: 5
Time-interval 19: 6
Time-interval 20: 9
Time-interval 21: 10
Time-interval 22: 4
Time-interval 23: 7
Time-interval 24: 8
Time-interval 25: 3
Time-interval 26: 6
Time-interval 27: 4
Time-interval 28: 6
Time-interval 29: 6
Time-interval 30: 9
Time-interval 31: 2
Time-interval 32: 4
Time-interval 33: 11
Time-interval 34: 9
Time-interval 35: 8
Time-interval 36: 8
Time-interval 37: 4
Time-interval 38: 9
Time-interval 39: 12
Time-interval 40: 5
Time-interval 41: 8
Time-interval 42: 5
Time-interval 43: 6
Time-interval 44: 3
Time-interval 45: 2
Time-interval 46: 10
Time-interval 47: 8
Time-interval 48: 5
Time-interval 49: 5
Time-interval 50: 9
Time-interval 51: 8
Time-interval 52: 6
Time-interval 53: 2
Time-interval 54: 4
Time-interval 55: 4
Time-interval 56: 11
Time-interval 57: 4
Time-interval 58: 7
Time-interval 59: 10
Time-interval 60: 8
Time-interval 61: 7
Time-interval 62: 10
Time-interval 63: 8
Time-interval 64: 10
Time-interval 65: 8
Time-interval 66: 6
Time-interval 67: 7
Time-interval 68: 9
Time-interval 69: 11
Time-interval 70: 6
Time-interval 71: 10
Time-interval 72: 7
Time-interval 73: 4
Time-interval 74: 9
Time-interval 75: 4
Time-interval 76: 5
Time-interval 77: 10
Time-interval 78: 10
Time-interval 79: 9
Time-interval 80: 13
Time-interval 81: 4
Time-interval 82: 5
Time-interval 83: 7
Time-interval 84: 10
Time-interval 85: 5
Time-interval 86: 3
Time-interval 87: 7
Time-interval 88: 6
Time-interval 89: 10
Time-interval 90: 5
Time-interval 91: 6
Time-interval 92: 11
Time-interval 93: 10
Time-interval 94: 13
Time-interval 95: 6
Time-interval 96: 7
Time-interval 97: 7
Time-interval 98: 12
Time-interval 99: 5
Time-interval 100: 8
Time-interval 101: 7
Time-interval 102: 7
Time-interval 103: 4
Time-interval 104: 8
Time-interval 105: 5
Time-interval 106: 7
Time-interval 107: 4
Time-interval 108: 7
Time-interval 109: 3
Time-interval 110: 5
Time-interval 111: 13
Time-interval 112: 16
Time-interval 113: 4
Time-interval 114: 7
Time-interval 115: 9
Time-interval 116: 9
Time-interval 117: 15
Time-interval 118: 7
Time-interval 119: 7
Time-interval 120: 8
21428
