-------------------------------------
Air Traffic Density Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Morning
Iteration: 2
Execution time: 29 msec
-------------------------------------
Time 1: 2.2889672542319705E-10
Time 2: 2.326192002785961E-10
Time 3: 2.1860148844066856E-10
Time 4: 2.172823664140544E-10
Time 5: 2.2436121497328165E-10
Time 6: 2.2364977841616843E-10
Time 7: 2.3124520447536214E-10
Time 8: 2.2888944598054518E-10
Time 9: 2.2385113761051196E-10
Time 10: 2.3246642839966263E-10
Time 11: 2.2786831074210967E-10
Time 12: 2.3496017616907296E-10
Time 13: 2.352679916450348E-10
Time 14: 2.434223990928464E-10
Time 15: 2.3716578603433234E-10
Time 16: 2.3676339119304484E-10
Time 17: 2.3992288329339566E-10
Time 18: 2.344588896883794E-10
Time 19: 2.247052292963743E-10
Time 20: 2.336671265444302E-10
Time 21: 2.333404833073642E-10
Time 22: 2.1189756100678662E-10
Time 23: 2.2432333199844717E-10
Time 24: 2.2535393966182737E-10
Time 25: 2.171850508603255E-10
Time 26: 2.2114888244968926E-10
Time 27: 2.292163359661032E-10
Time 28: 2.3169953078369114E-10
Time 29: 2.303500648250963E-10
Time 30: 2.3207305317639748E-10
Time 31: 2.2989511859223065E-10
Time 32: 2.3184954841104732E-10
Time 33: 2.382358171355936E-10
Time 34: 2.2665439122374845E-10
Time 35: 2.3143986863123223E-10
Time 36: 2.3130763065193401E-10
Time 37: 2.352103044951193E-10
Time 38: 2.3787055994993664E-10
Time 39: 2.2566600766451718E-10
Time 40: 2.2686420714746137E-10
Time 41: 2.146897000569935E-10
Time 42: 2.249351181067307E-10
Time 43: 2.2909338438155585E-10
Time 44: 2.282964716664108E-10
Time 45: 2.3114377411060641E-10
Time 46: 2.3677070865837E-10
Time 47: 2.2653533673270436E-10
Time 48: 2.1912628757634986E-10
Time 49: 2.3062491650471596E-10
Time 50: 2.4354751338097427E-10
Time 51: 2.3967317451093064E-10
Time 52: 2.391338102874666E-10
Time 53: 2.3749433964196875E-10
Time 54: 2.3811969075556933E-10
Time 55: 2.458001696679153E-10
Time 56: 2.3727726782527927E-10
Time 57: 2.3776189669464785E-10
Time 58: 2.4151157330468854E-10
Time 59: 2.382055301163313E-10
Time 60: 2.3293781247170515E-10
Time 61: 2.2718193628985222E-10
Time 62: 2.3322266904463105E-10
Time 63: 2.294757541851252E-10
Time 64: 2.2647375138359505E-10
Time 65: 2.3517310321715845E-10
Time 66: 2.3025164508895983E-10
Time 67: 2.352847220504969E-10
Time 68: 2.2983206506672098E-10
Time 69: 2.3281188874413186E-10
Time 70: 2.3793433375875226E-10
Time 71: 2.371855907709936E-10
Time 72: 2.3297908126798396E-10
Time 73: 2.4038168471920983E-10
Time 74: 2.3654607080598684E-10
Time 75: 2.4298353799300855E-10
Time 76: 2.3418032766462856E-10
Time 77: 2.352302587405103E-10
Time 78: 2.2536896792753548E-10
Time 79: 2.1955284110283363E-10
Time 80: 2.296137528604232E-10
Time 81: 2.341282633490165E-10
Time 82: 2.2562053626605925E-10
Time 83: 2.3107559434733055E-10
Time 84: 2.348914134181897E-10
Time 85: 2.3940520891574976E-10
Time 86: 2.3628602559707297E-10
Time 87: 2.403075770038707E-10
Time 88: 2.3888454920376E-10
Time 89: 2.2840639430570433E-10
Time 90: 2.415211295322011E-10
Time 91: 2.4440589889594614E-10
Time 92: 2.30973894421957E-10
Time 93: 2.3779367921134503E-10
Time 94: 2.387987046634088E-10
Time 95: 2.399825473076473E-10
Time 96: 2.335404881297256E-10
Time 97: 2.2804764255801542E-10
Time 98: 2.259494716852406E-10
Time 99: 2.3417199160177937E-10
Time 100: 2.3597403506821246E-10
Time 101: 2.3862933942055423E-10
Time 102: 2.3435522546785086E-10
Time 103: 2.39727466155821E-10
Time 104: 2.4197358263654816E-10
Time 105: 2.3688257237049644E-10
Time 106: 2.477106977807413E-10
Time 107: 2.408499749385716E-10
Time 108: 2.3275158739266133E-10
Time 109: 2.5208594197415056E-10
Time 110: 2.528763217946052E-10
Time 111: 2.4175375175838495E-10
Time 112: 2.3116250061813563E-10
Time 113: 2.3166361830751767E-10
Time 114: 2.33636941611023E-10
Time 115: 2.3052890415718752E-10
Time 116: 2.13814743593526E-10
Time 117: 2.237680911237791E-10
Time 118: 2.2515658979435247E-10
Time 119: 2.2255018257174068E-10
Time 120: 2.2704185507151353E-10
