-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Morning
Iteration: 1
Look-ahead time: 15.0 sec
Execution time: -9449 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 6
Time-interval 3: 5
Time-interval 4: 3
Time-interval 5: 5
Time-interval 6: 3
Time-interval 7: 3
Time-interval 8: 5
Time-interval 9: 5
Time-interval 10: 8
Time-interval 11: 7
Time-interval 12: 3
Time-interval 13: 4
Time-interval 14: 5
Time-interval 15: 10
Time-interval 16: 13
Time-interval 17: 0
Time-interval 18: 4
Time-interval 19: 8
Time-interval 20: 2
Time-interval 21: 3
Time-interval 22: 4
Time-interval 23: 7
Time-interval 24: 4
Time-interval 25: 6
Time-interval 26: 8
Time-interval 27: 7
Time-interval 28: 4
Time-interval 29: 7
Time-interval 30: 6
Time-interval 31: 4
Time-interval 32: 5
Time-interval 33: 9
Time-interval 34: 7
Time-interval 35: 11
Time-interval 36: 11
Time-interval 37: 1
Time-interval 38: 8
Time-interval 39: 4
Time-interval 40: 5
Time-interval 41: 7
Time-interval 42: 5
Time-interval 43: 5
Time-interval 44: 4
Time-interval 45: 6
Time-interval 46: 4
Time-interval 47: 5
Time-interval 48: 7
Time-interval 49: 3
Time-interval 50: 3
Time-interval 51: 5
Time-interval 52: 6
Time-interval 53: 5
Time-interval 54: 6
Time-interval 55: 7
Time-interval 56: 3
Time-interval 57: 5
Time-interval 58: 5
Time-interval 59: 6
Time-interval 60: 3
Time-interval 61: 8
Time-interval 62: 8
Time-interval 63: 3
Time-interval 64: 5
Time-interval 65: 2
Time-interval 66: 5
Time-interval 67: 9
Time-interval 68: 6
Time-interval 69: 3
Time-interval 70: 11
Time-interval 71: 9
Time-interval 72: 5
Time-interval 73: 4
Time-interval 74: 1
Time-interval 75: 10
Time-interval 76: 4
Time-interval 77: 1
Time-interval 78: 9
Time-interval 79: 6
Time-interval 80: 2
Time-interval 81: 4
Time-interval 82: 5
Time-interval 83: 7
Time-interval 84: 6
Time-interval 85: 9
Time-interval 86: 4
Time-interval 87: 10
Time-interval 88: 6
Time-interval 89: 2
Time-interval 90: 6
Time-interval 91: 10
Time-interval 92: 7
Time-interval 93: 6
Time-interval 94: 5
Time-interval 95: 6
Time-interval 96: 7
Time-interval 97: 8
Time-interval 98: 6
Time-interval 99: 6
Time-interval 100: 8
Time-interval 101: 6
Time-interval 102: 5
Time-interval 103: 9
Time-interval 104: 5
Time-interval 105: 1
Time-interval 106: 2
Time-interval 107: 5
Time-interval 108: 4
Time-interval 109: 5
Time-interval 110: 5
Time-interval 111: 7
Time-interval 112: 7
Time-interval 113: 3
Time-interval 114: 5
Time-interval 115: 7
Time-interval 116: 5
Time-interval 117: 2
Time-interval 118: 4
Time-interval 119: 1
Time-interval 120: 0
17543
