-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Morning
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -13315 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 5
Time-interval 3: 6
Time-interval 4: 5
Time-interval 5: 4
Time-interval 6: 2
Time-interval 7: 3
Time-interval 8: 4
Time-interval 9: 5
Time-interval 10: 1
Time-interval 11: 4
Time-interval 12: 6
Time-interval 13: 5
Time-interval 14: 2
Time-interval 15: 3
Time-interval 16: 5
Time-interval 17: 2
Time-interval 18: 4
Time-interval 19: 5
Time-interval 20: 4
Time-interval 21: 6
Time-interval 22: 3
Time-interval 23: 3
Time-interval 24: 5
Time-interval 25: 4
Time-interval 26: 4
Time-interval 27: 3
Time-interval 28: 8
Time-interval 29: 3
Time-interval 30: 1
Time-interval 31: 6
Time-interval 32: 2
Time-interval 33: 3
Time-interval 34: 4
Time-interval 35: 4
Time-interval 36: 5
Time-interval 37: 5
Time-interval 38: 2
Time-interval 39: 8
Time-interval 40: 5
Time-interval 41: 5
Time-interval 42: 2
Time-interval 43: 4
Time-interval 44: 5
Time-interval 45: 10
Time-interval 46: 6
Time-interval 47: 6
Time-interval 48: 2
Time-interval 49: 7
Time-interval 50: 2
Time-interval 51: 6
Time-interval 52: 3
Time-interval 53: 5
Time-interval 54: 8
Time-interval 55: 6
Time-interval 56: 5
Time-interval 57: 5
Time-interval 58: 6
Time-interval 59: 5
Time-interval 60: 5
Time-interval 61: 10
Time-interval 62: 6
Time-interval 63: 4
Time-interval 64: 3
Time-interval 65: 4
Time-interval 66: 2
Time-interval 67: 3
Time-interval 68: 6
Time-interval 69: 4
Time-interval 70: 6
Time-interval 71: 5
Time-interval 72: 6
Time-interval 73: 5
Time-interval 74: 6
Time-interval 75: 3
Time-interval 76: 6
Time-interval 77: 6
Time-interval 78: 8
Time-interval 79: 3
Time-interval 80: 5
Time-interval 81: 4
Time-interval 82: 6
Time-interval 83: 5
Time-interval 84: 3
Time-interval 85: 6
Time-interval 86: 3
Time-interval 87: 7
Time-interval 88: 2
Time-interval 89: 5
Time-interval 90: 1
Time-interval 91: 2
Time-interval 92: 6
Time-interval 93: 6
Time-interval 94: 3
Time-interval 95: 2
Time-interval 96: 4
Time-interval 97: 4
Time-interval 98: 4
Time-interval 99: 5
Time-interval 100: 9
Time-interval 101: 3
Time-interval 102: 2
Time-interval 103: 1
Time-interval 104: 4
Time-interval 105: 6
Time-interval 106: 6
Time-interval 107: 3
Time-interval 108: 4
Time-interval 109: 1
Time-interval 110: 7
Time-interval 111: 3
Time-interval 112: 3
Time-interval 113: 4
Time-interval 114: 4
Time-interval 115: 3
Time-interval 116: 5
Time-interval 117: 8
Time-interval 118: 6
Time-interval 119: 5
Time-interval 120: 1
