-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Evening
Iteration: 1
Execution time: 140 msec
-------------------------------------
Time 1: 2.704566857936055E-10
Time 2: 2.692529684769755E-10
Time 3: 2.6485620568844464E-10
Time 4: 2.650717745613943E-10
Time 5: 2.6429465021413473E-10
Time 6: 2.7004063692577605E-10
Time 7: 2.784991663180228E-10
Time 8: 2.7688036638667245E-10
Time 9: 2.788360776104211E-10
Time 10: 2.709867772858222E-10
Time 11: 2.779644656930266E-10
Time 12: 2.7927014227031864E-10
Time 13: 2.7504056098467366E-10
Time 14: 2.7403988857973564E-10
Time 15: 2.750108181337054E-10
Time 16: 2.693115069800471E-10
Time 17: 2.606723605914851E-10
Time 18: 2.6301167920439343E-10
Time 19: 2.747820293836073E-10
Time 20: 2.7599374957600754E-10
Time 21: 2.69587352732224E-10
Time 22: 2.6963444061145497E-10
Time 23: 2.7602789729523673E-10
Time 24: 2.857126580339975E-10
Time 25: 2.9186186309171707E-10
Time 26: 2.8530034515794644E-10
Time 27: 2.883073276208762E-10
Time 28: 2.873607520519669E-10
Time 29: 2.963458852332297E-10
Time 30: 3.0122553654064185E-10
Time 31: 2.9518120942652646E-10
Time 32: 2.8839331843246464E-10
Time 33: 2.877886056907642E-10
Time 34: 2.7955215208960985E-10
Time 35: 2.8162387964869714E-10
Time 36: 2.749839751283217E-10
Time 37: 2.788747542542029E-10
Time 38: 2.808845466995813E-10
Time 39: 2.7960715759485077E-10
Time 40: 2.7502694082512646E-10
Time 41: 2.762907971040354E-10
Time 42: 2.815064709641759E-10
Time 43: 2.912658218527127E-10
Time 44: 2.9663804711940795E-10
Time 45: 2.908328406703913E-10
Time 46: 2.9806864284736647E-10
Time 47: 2.97962007906639E-10
Time 48: 3.012124242424973E-10
Time 49: 2.944097312382014E-10
Time 50: 2.914078171729514E-10
Time 51: 2.9024999703684125E-10
Time 52: 2.8187649751153035E-10
Time 53: 2.85074799021878E-10
Time 54: 2.77218254330861E-10
Time 55: 2.8398775246972057E-10
Time 56: 2.763002888367983E-10
Time 57: 2.8326830729195653E-10
Time 58: 2.782903152878675E-10
Time 59: 2.835494909700302E-10
Time 60: 2.861551982407549E-10
Time 61: 2.9847863246863393E-10
Time 62: 2.9486927474833067E-10
Time 63: 2.771712302603788E-10
Time 64: 2.7995663458774433E-10
Time 65: 2.8871307990919676E-10
Time 66: 2.844342736881511E-10
Time 67: 2.918907800556969E-10
Time 68: 2.741890042722541E-10
Time 69: 2.907979824778594E-10
Time 70: 2.971077550888527E-10
Time 71: 2.882064495697687E-10
Time 72: 2.9004340389643346E-10
Time 73: 2.926033448449972E-10
Time 74: 2.912681798706275E-10
Time 75: 2.9184495111184745E-10
Time 76: 2.932226927190855E-10
Time 77: 2.9107107126397253E-10
Time 78: 3.023860295518781E-10
Time 79: 2.9976467724927014E-10
Time 80: 3.071728240775297E-10
Time 81: 3.0640674625097115E-10
Time 82: 3.1140688711464804E-10
Time 83: 3.106773819038666E-10
Time 84: 3.1214228889870014E-10
Time 85: 3.124090224646285E-10
Time 86: 3.178139041887382E-10
Time 87: 2.9511867102764187E-10
Time 88: 3.0696304447699103E-10
Time 89: 3.0405965375253884E-10
Time 90: 3.0042835652892247E-10
Time 91: 2.976066215598832E-10
Time 92: 3.0112614676975495E-10
Time 93: 3.1000043296565665E-10
Time 94: 3.152678217244359E-10
Time 95: 3.1220274449100883E-10
Time 96: 3.161344065181897E-10
Time 97: 3.1480484271730293E-10
Time 98: 3.1462004857709405E-10
Time 99: 3.18056269673189E-10
Time 100: 3.213830097868147E-10
Time 101: 3.283084093760479E-10
Time 102: 3.213115644203199E-10
Time 103: 3.220456738786612E-10
Time 104: 3.178576642292883E-10
Time 105: 3.263441329918035E-10
Time 106: 3.304931628924876E-10
Time 107: 3.2681541578810673E-10
Time 108: 3.233608838138503E-10
Time 109: 3.168642638781877E-10
Time 110: 3.1882013450328866E-10
Time 111: 3.090123058770925E-10
Time 112: 3.1897747725887727E-10
Time 113: 3.164326205704387E-10
Time 114: 3.138353503597162E-10
Time 115: 3.2664233849958696E-10
Time 116: 3.3411432445713385E-10
Time 117: 3.392772860851232E-10
Time 118: 3.4098058322906867E-10
Time 119: 3.4179948883742133E-10
Time 120: 3.412010595794701E-10
