-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Evening
Iteration: 1
Execution time: 33 msec
-------------------------------------
Time 1: 3.1799289478817257E-10
Time 2: 3.2127166507595135E-10
Time 3: 3.2258890270426376E-10
Time 4: 3.249306955941006E-10
Time 5: 3.235873008549664E-10
Time 6: 3.2198031478543516E-10
Time 7: 3.29478301323997E-10
Time 8: 3.3098244060307385E-10
Time 9: 3.2771149112245133E-10
Time 10: 3.2974100531089596E-10
Time 11: 3.2309414200962993E-10
Time 12: 3.2722981724236367E-10
Time 13: 3.23650137219208E-10
Time 14: 3.275249718234671E-10
Time 15: 3.1950757299006895E-10
Time 16: 3.1845470653393535E-10
Time 17: 3.150393084706557E-10
Time 18: 3.162942758267813E-10
Time 19: 3.1886717006052797E-10
Time 20: 3.274031540391953E-10
Time 21: 3.2586303971260824E-10
Time 22: 3.3050992928235193E-10
Time 23: 3.3183526586199423E-10
Time 24: 3.38416571739305E-10
Time 25: 3.4054833661762733E-10
Time 26: 3.359563214990807E-10
Time 27: 3.400688989308078E-10
Time 28: 3.4430004298868804E-10
Time 29: 3.44236537260258E-10
Time 30: 3.441442225455321E-10
Time 31: 3.3687152775811093E-10
Time 32: 3.417606269363477E-10
Time 33: 3.320952183515844E-10
Time 34: 3.2263613434897095E-10
Time 35: 3.2850123773759857E-10
Time 36: 3.349365882692651E-10
Time 37: 3.359952293865271E-10
Time 38: 3.3605228995921246E-10
Time 39: 3.345402135091902E-10
Time 40: 3.3625706070584394E-10
Time 41: 3.3839209352573066E-10
Time 42: 3.373552353050548E-10
Time 43: 3.404736269962945E-10
Time 44: 3.2470166619413877E-10
Time 45: 3.457066254336413E-10
Time 46: 3.456574039556985E-10
Time 47: 3.4636903346097743E-10
Time 48: 3.4968174902471613E-10
Time 49: 3.456251211682775E-10
Time 50: 3.439949825378543E-10
Time 51: 3.3846331155917093E-10
Time 52: 3.4113264683143034E-10
Time 53: 3.407292846081926E-10
Time 54: 3.3808004290103517E-10
Time 55: 3.395126748034303E-10
Time 56: 3.3155053139074873E-10
Time 57: 3.3672693661252996E-10
Time 58: 3.299554105897427E-10
Time 59: 3.406761093806722E-10
Time 60: 3.4068458945673045E-10
Time 61: 3.4986903184189886E-10
Time 62: 3.4669769400612054E-10
Time 63: 3.3866695354873985E-10
Time 64: 3.387656202114086E-10
Time 65: 3.4261173763117126E-10
Time 66: 3.4198485240526533E-10
Time 67: 3.4035419314809826E-10
Time 68: 3.221021651466371E-10
Time 69: 3.445262835340667E-10
Time 70: 3.5119885301395016E-10
Time 71: 3.5075713681610827E-10
Time 72: 3.471148109742782E-10
Time 73: 3.5174909416248635E-10
Time 74: 3.5216721233992217E-10
Time 75: 3.5418977792697557E-10
Time 76: 3.536394218200064E-10
Time 77: 3.571768335810588E-10
Time 78: 3.648272803472558E-10
Time 79: 3.402751694747987E-10
Time 80: 3.6643500466891725E-10
Time 81: 3.603200705966877E-10
Time 82: 3.644795457168815E-10
Time 83: 3.6919523727857627E-10
Time 84: 3.678080287001298E-10
Time 85: 3.6760112177874895E-10
Time 86: 3.588595274109438E-10
Time 87: 3.657936267209863E-10
Time 88: 3.6234004264522386E-10
Time 89: 3.682456880235811E-10
Time 90: 3.6543217226312495E-10
Time 91: 3.593750448732696E-10
Time 92: 3.5620892889789686E-10
Time 93: 3.681036926245113E-10
Time 94: 3.7336231976172787E-10
Time 95: 3.7509501071159027E-10
Time 96: 3.765496694709714E-10
Time 97: 3.7650102594339914E-10
Time 98: 3.762079701233045E-10
Time 99: 3.796135891582977E-10
Time 100: 3.762265217574915E-10
Time 101: 3.701780630284684E-10
Time 102: 3.7555372811358337E-10
Time 103: 3.8319770581833644E-10
Time 104: 3.8145884752831266E-10
Time 105: 3.8742273886018585E-10
Time 106: 3.884047606988479E-10
Time 107: 3.7933391691268057E-10
Time 108: 3.8220070590363756E-10
Time 109: 3.8065522799975336E-10
Time 110: 3.864190130994127E-10
Time 111: 3.7568577379683304E-10
Time 112: 3.805161782338067E-10
Time 113: 3.832499040990727E-10
Time 114: 3.8981334420408447E-10
Time 115: 3.9492095614564787E-10
Time 116: 3.9947606985217747E-10
Time 117: 4.015786231634982E-10
Time 118: 4.0444974365973335E-10
Time 119: 4.025952795842739E-10
Time 120: 4.04434087394091E-10
