-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Evening
Iteration: 1
Look-ahead time: 30.0 sec
Execution time: -20071 msec
-------------------------------------
Time-interval 1: 3
Time-interval 2: 4
Time-interval 3: 3
Time-interval 4: 1
Time-interval 5: 3
Time-interval 6: 2
Time-interval 7: 3
Time-interval 8: 3
Time-interval 9: 5
Time-interval 10: 3
Time-interval 11: 3
Time-interval 12: 4
Time-interval 13: 3
Time-interval 14: 2
Time-interval 15: 5
Time-interval 16: 4
Time-interval 17: 4
Time-interval 18: 2
Time-interval 19: 4
Time-interval 20: 5
Time-interval 21: 1
Time-interval 22: 3
Time-interval 23: 3
Time-interval 24: 2
Time-interval 25: 3
Time-interval 26: 0
Time-interval 27: 3
Time-interval 28: 2
Time-interval 29: 3
Time-interval 30: 1
Time-interval 31: 3
Time-interval 32: 5
Time-interval 33: 3
Time-interval 34: 5
Time-interval 35: 5
Time-interval 36: 3
Time-interval 37: 4
Time-interval 38: 3
Time-interval 39: 3
Time-interval 40: 0
Time-interval 41: 3
Time-interval 42: 5
Time-interval 43: 7
Time-interval 44: 9
Time-interval 45: 3
Time-interval 46: 4
Time-interval 47: 4
Time-interval 48: 2
Time-interval 49: 3
Time-interval 50: 10
Time-interval 51: 2
Time-interval 52: 3
Time-interval 53: 4
Time-interval 54: 2
Time-interval 55: 6
Time-interval 56: 2
Time-interval 57: 1
Time-interval 58: 6
Time-interval 59: 8
Time-interval 60: 3
Time-interval 61: 2
Time-interval 62: 4
Time-interval 63: 4
Time-interval 64: 7
Time-interval 65: 6
Time-interval 66: 4
Time-interval 67: 0
Time-interval 68: 4
Time-interval 69: 3
Time-interval 70: 1
Time-interval 71: 3
Time-interval 72: 0
Time-interval 73: 3
Time-interval 74: 5
Time-interval 75: 7
Time-interval 76: 6
Time-interval 77: 3
Time-interval 78: 2
Time-interval 79: 6
Time-interval 80: 5
Time-interval 81: 1
Time-interval 82: 3
Time-interval 83: 5
Time-interval 84: 6
Time-interval 85: 5
Time-interval 86: 1
Time-interval 87: 2
Time-interval 88: 6
Time-interval 89: 5
Time-interval 90: 6
Time-interval 91: 7
Time-interval 92: 3
Time-interval 93: 4
Time-interval 94: 4
Time-interval 95: 11
Time-interval 96: 12
Time-interval 97: 6
Time-interval 98: 5
Time-interval 99: 6
Time-interval 100: 7
Time-interval 101: 13
Time-interval 102: 4
Time-interval 103: 3
Time-interval 104: 12
Time-interval 105: 9
Time-interval 106: 6
Time-interval 107: 6
Time-interval 108: 10
Time-interval 109: 12
Time-interval 110: 12
Time-interval 111: 9
Time-interval 112: 8
Time-interval 113: 8
Time-interval 114: 1
Time-interval 115: 6
Time-interval 116: 11
Time-interval 117: 13
Time-interval 118: 16
Time-interval 119: 9
Time-interval 120: 29
