-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Evening
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -22876 msec
-------------------------------------
Time-interval 1: 24
Time-interval 2: 15
Time-interval 3: 25
Time-interval 4: 18
Time-interval 5: 17
Time-interval 6: 28
Time-interval 7: 17
Time-interval 8: 24
Time-interval 9: 21
Time-interval 10: 24
Time-interval 11: 20
Time-interval 12: 32
Time-interval 13: 21
Time-interval 14: 22
Time-interval 15: 22
Time-interval 16: 19
Time-interval 17: 14
Time-interval 18: 29
Time-interval 19: 17
Time-interval 20: 13
Time-interval 21: 16
Time-interval 22: 17
Time-interval 23: 15
Time-interval 24: 29
Time-interval 25: 24
Time-interval 26: 30
Time-interval 27: 21
Time-interval 28: 31
Time-interval 29: 32
Time-interval 30: 25
Time-interval 31: 24
Time-interval 32: 25
Time-interval 33: 23
Time-interval 34: 19
Time-interval 35: 21
Time-interval 36: 18
Time-interval 37: 20
Time-interval 38: 19
Time-interval 39: 17
Time-interval 40: 24
Time-interval 41: 24
Time-interval 42: 27
Time-interval 43: 23
Time-interval 44: 28
Time-interval 45: 37
Time-interval 46: 29
Time-interval 47: 35
Time-interval 48: 34
Time-interval 49: 30
Time-interval 50: 21
Time-interval 51: 28
Time-interval 52: 28
Time-interval 53: 35
Time-interval 54: 39
Time-interval 55: 31
Time-interval 56: 26
Time-interval 57: 33
Time-interval 58: 31
Time-interval 59: 39
Time-interval 60: 37
Time-interval 61: 28
Time-interval 62: 35
Time-interval 63: 35
Time-interval 64: 25
Time-interval 65: 26
Time-interval 66: 44
Time-interval 67: 36
Time-interval 68: 37
Time-interval 69: 31
Time-interval 70: 33
Time-interval 71: 38
Time-interval 72: 40
Time-interval 73: 33
Time-interval 74: 40
Time-interval 75: 47
Time-interval 76: 33
Time-interval 77: 48
Time-interval 78: 31
Time-interval 79: 45
Time-interval 80: 49
Time-interval 81: 47
Time-interval 82: 41
Time-interval 83: 52
Time-interval 84: 46
Time-interval 85: 49
Time-interval 86: 41
Time-interval 87: 43
Time-interval 88: 34
Time-interval 89: 51
Time-interval 90: 41
Time-interval 91: 47
Time-interval 92: 55
Time-interval 93: 55
Time-interval 94: 45
Time-interval 95: 43
Time-interval 96: 49
Time-interval 97: 45
Time-interval 98: 48
Time-interval 99: 42
Time-interval 100: 48
Time-interval 101: 49
Time-interval 102: 41
Time-interval 103: 51
Time-interval 104: 65
Time-interval 105: 38
Time-interval 106: 30
Time-interval 107: 55
Time-interval 108: 44
Time-interval 109: 65
Time-interval 110: 45
Time-interval 111: 50
Time-interval 112: 47
Time-interval 113: 49
Time-interval 114: 66
Time-interval 115: 56
Time-interval 116: 56
Time-interval 117: 52
Time-interval 118: 52
Time-interval 119: 56
Time-interval 120: 62
21955
