-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Evening
Iteration: 1
Look-ahead time: 45.0 sec
Execution time: -23519 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 6
Time-interval 3: 5
Time-interval 4: 3
Time-interval 5: 2
Time-interval 6: 6
Time-interval 7: 2
Time-interval 8: 3
Time-interval 9: 3
Time-interval 10: 4
Time-interval 11: 6
Time-interval 12: 6
Time-interval 13: 5
Time-interval 14: 2
Time-interval 15: 5
Time-interval 16: 2
Time-interval 17: 8
Time-interval 18: 9
Time-interval 19: 5
Time-interval 20: 2
Time-interval 21: 5
Time-interval 22: 4
Time-interval 23: 4
Time-interval 24: 6
Time-interval 25: 3
Time-interval 26: 4
Time-interval 27: 4
Time-interval 28: 5
Time-interval 29: 5
Time-interval 30: 9
Time-interval 31: 6
Time-interval 32: 2
Time-interval 33: 6
Time-interval 34: 4
Time-interval 35: 6
Time-interval 36: 4
Time-interval 37: 10
Time-interval 38: 6
Time-interval 39: 2
Time-interval 40: 9
Time-interval 41: 5
Time-interval 42: 6
Time-interval 43: 7
Time-interval 44: 7
Time-interval 45: 8
Time-interval 46: 10
Time-interval 47: 13
Time-interval 48: 9
Time-interval 49: 8
Time-interval 50: 7
Time-interval 51: 7
Time-interval 52: 3
Time-interval 53: 8
Time-interval 54: 5
Time-interval 55: 12
Time-interval 56: 3
Time-interval 57: 7
Time-interval 58: 8
Time-interval 59: 13
Time-interval 60: 14
Time-interval 61: 6
Time-interval 62: 4
Time-interval 63: 9
Time-interval 64: 11
Time-interval 65: 11
Time-interval 66: 9
Time-interval 67: 13
Time-interval 68: 13
Time-interval 69: 6
Time-interval 70: 11
Time-interval 71: 6
Time-interval 72: 10
Time-interval 73: 9
Time-interval 74: 15
Time-interval 75: 5
Time-interval 76: 18
Time-interval 77: 11
Time-interval 78: 8
Time-interval 79: 9
Time-interval 80: 10
Time-interval 81: 13
Time-interval 82: 11
Time-interval 83: 11
Time-interval 84: 18
Time-interval 85: 14
Time-interval 86: 13
Time-interval 87: 18
Time-interval 88: 16
Time-interval 89: 24
Time-interval 90: 11
Time-interval 91: 14
Time-interval 92: 14
Time-interval 93: 13
Time-interval 94: 13
Time-interval 95: 12
Time-interval 96: 13
Time-interval 97: 21
Time-interval 98: 22
Time-interval 99: 23
Time-interval 100: 20
Time-interval 101: 17
Time-interval 102: 18
Time-interval 103: 18
Time-interval 104: 19
Time-interval 105: 24
Time-interval 106: 13
Time-interval 107: 19
Time-interval 108: 32
Time-interval 109: 33
Time-interval 110: 18
Time-interval 111: 24
Time-interval 112: 20
Time-interval 113: 17
Time-interval 114: 29
Time-interval 115: 24
Time-interval 116: 19
Time-interval 117: 25
Time-interval 118: 20
Time-interval 119: 23
Time-interval 120: 39
