-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Lunch
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -6756 msec
-------------------------------------
Time-interval 1: 11
Time-interval 2: 6
Time-interval 3: 8
Time-interval 4: 8
Time-interval 5: 7
Time-interval 6: 11
Time-interval 7: 10
Time-interval 8: 9
Time-interval 9: 6
Time-interval 10: 4
Time-interval 11: 5
Time-interval 12: 4
Time-interval 13: 8
Time-interval 14: 10
Time-interval 15: 6
Time-interval 16: 8
Time-interval 17: 9
Time-interval 18: 5
Time-interval 19: 9
Time-interval 20: 6
Time-interval 21: 5
Time-interval 22: 10
Time-interval 23: 13
Time-interval 24: 7
Time-interval 25: 6
Time-interval 26: 6
Time-interval 27: 4
Time-interval 28: 4
Time-interval 29: 5
Time-interval 30: 6
Time-interval 31: 4
Time-interval 32: 7
Time-interval 33: 9
Time-interval 34: 9
Time-interval 35: 7
Time-interval 36: 4
Time-interval 37: 4
Time-interval 38: 5
Time-interval 39: 11
Time-interval 40: 3
Time-interval 41: 13
Time-interval 42: 7
Time-interval 43: 8
Time-interval 44: 6
Time-interval 45: 5
Time-interval 46: 9
Time-interval 47: 13
Time-interval 48: 11
Time-interval 49: 8
Time-interval 50: 8
Time-interval 51: 10
Time-interval 52: 6
Time-interval 53: 6
Time-interval 54: 5
Time-interval 55: 6
Time-interval 56: 9
Time-interval 57: 5
Time-interval 58: 7
Time-interval 59: 3
Time-interval 60: 13
Time-interval 61: 4
Time-interval 62: 8
Time-interval 63: 4
Time-interval 64: 2
Time-interval 65: 15
Time-interval 66: 11
Time-interval 67: 9
Time-interval 68: 6
Time-interval 69: 6
Time-interval 70: 8
Time-interval 71: 6
Time-interval 72: 10
Time-interval 73: 13
Time-interval 74: 10
Time-interval 75: 7
Time-interval 76: 8
Time-interval 77: 6
Time-interval 78: 7
Time-interval 79: 8
Time-interval 80: 6
Time-interval 81: 8
Time-interval 82: 10
Time-interval 83: 9
Time-interval 84: 12
Time-interval 85: 10
Time-interval 86: 14
Time-interval 87: 7
Time-interval 88: 10
Time-interval 89: 7
Time-interval 90: 14
Time-interval 91: 10
Time-interval 92: 5
Time-interval 93: 15
Time-interval 94: 5
Time-interval 95: 7
Time-interval 96: 6
Time-interval 97: 7
Time-interval 98: 5
Time-interval 99: 8
Time-interval 100: 10
Time-interval 101: 10
Time-interval 102: 8
Time-interval 103: 15
Time-interval 104: 8
Time-interval 105: 15
Time-interval 106: 7
Time-interval 107: 11
Time-interval 108: 9
Time-interval 109: 17
Time-interval 110: 5
Time-interval 111: 7
Time-interval 112: 6
Time-interval 113: 6
Time-interval 114: 11
Time-interval 115: 10
Time-interval 116: 10
Time-interval 117: 10
Time-interval 118: 16
Time-interval 119: 14
Time-interval 120: 9
