-------------------------------------
Air Traffic Density Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Lunch
Iteration: 2
Execution time: 36 msec
-------------------------------------
Time 1: 1.8838795477224564E-10
Time 2: 1.9506864592393853E-10
Time 3: 1.9625380864783392E-10
Time 4: 1.9569565918826955E-10
Time 5: 1.8708582724646386E-10
Time 6: 1.8385232983442037E-10
Time 7: 1.9094343187016431E-10
Time 8: 1.8681564793824135E-10
Time 9: 1.7229063967425096E-10
Time 10: 1.721244495496895E-10
Time 11: 1.6755815290614886E-10
Time 12: 1.697019258701412E-10
Time 13: 1.7029639065514986E-10
Time 14: 1.6535317881797886E-10
Time 15: 1.698553566580019E-10
Time 16: 1.7000807014122137E-10
Time 17: 1.7214313132496606E-10
Time 18: 1.732888506348533E-10
Time 19: 1.687201235462786E-10
Time 20: 1.667983856563088E-10
Time 21: 1.6745059039900067E-10
Time 22: 1.7400971359126124E-10
Time 23: 1.734551075916182E-10
Time 24: 1.8575835404169722E-10
Time 25: 1.851596550685772E-10
Time 26: 1.9416256722473985E-10
Time 27: 1.9228007640901194E-10
Time 28: 1.9551853984114774E-10
Time 29: 1.914232538962115E-10
Time 30: 1.903484756522725E-10
Time 31: 1.9772611444938961E-10
Time 32: 1.9685692192503694E-10
Time 33: 1.9218981119551413E-10
Time 34: 1.9751281382833889E-10
Time 35: 1.839536283038157E-10
Time 36: 1.8659072629283785E-10
Time 37: 1.8133548080600424E-10
Time 38: 1.8051286926230016E-10
Time 39: 1.8617697964407585E-10
Time 40: 1.879471208341398E-10
Time 41: 1.9093416754189712E-10
Time 42: 1.975835996666664E-10
Time 43: 1.875464843825481E-10
Time 44: 1.9294899570830208E-10
Time 45: 1.9130227601942473E-10
Time 46: 1.8658367012146778E-10
Time 47: 1.9281040679990663E-10
Time 48: 1.876496113655045E-10
Time 49: 1.850618913414346E-10
Time 50: 1.8508474294485595E-10
Time 51: 1.8348509214399355E-10
Time 52: 1.766752819464255E-10
Time 53: 1.7564932687733277E-10
Time 54: 1.7580439115275928E-10
Time 55: 1.7729836860636233E-10
Time 56: 1.7783393725974799E-10
Time 57: 1.8227903909513116E-10
Time 58: 1.8297860527755964E-10
Time 59: 1.8088953291625025E-10
Time 60: 1.8248610636295108E-10
Time 61: 1.7109785587099688E-10
Time 62: 1.835974046840122E-10
Time 63: 1.9559965787649816E-10
Time 64: 1.8225819323776457E-10
Time 65: 1.8641592253460396E-10
Time 66: 1.9618618919013665E-10
Time 67: 1.930358704706362E-10
Time 68: 1.916255011244748E-10
Time 69: 2.067603485032226E-10
Time 70: 1.9952057148492954E-10
Time 71: 2.0402992378909572E-10
Time 72: 2.010189235212055E-10
Time 73: 1.9936571160430085E-10
Time 74: 1.9454063910894932E-10
Time 75: 1.9710321490597195E-10
Time 76: 1.9307660671553802E-10
Time 77: 1.9080692909427338E-10
Time 78: 1.8805604121016907E-10
Time 79: 1.9482015559085488E-10
Time 80: 1.8979051509609475E-10
Time 81: 1.9292800462779256E-10
Time 82: 1.880867774059656E-10
Time 83: 1.819796003009039E-10
Time 84: 1.8256663318220352E-10
Time 85: 1.7214641175206232E-10
Time 86: 1.710851073483718E-10
Time 87: 1.7618713930603653E-10
Time 88: 1.7693021610764784E-10
Time 89: 1.788230956006839E-10
Time 90: 1.797617051425254E-10
Time 91: 1.762373855554763E-10
Time 92: 1.827737079081005E-10
Time 93: 1.8766548409581824E-10
Time 94: 1.8519859386436833E-10
Time 95: 1.9338964016187213E-10
Time 96: 1.9372211481510566E-10
Time 97: 1.9641070215748175E-10
Time 98: 2.0139507658596459E-10
Time 99: 1.987693916538239E-10
Time 100: 2.0176688169156052E-10
Time 101: 1.9627337177698153E-10
Time 102: 2.002924671924079E-10
Time 103: 2.020539201441659E-10
Time 104: 2.0292416760152377E-10
Time 105: 1.963522617125161E-10
Time 106: 1.9832399383867133E-10
Time 107: 2.021743357878634E-10
Time 108: 2.0094557562026149E-10
Time 109: 2.041205059681973E-10
Time 110: 2.001825615943694E-10
Time 111: 2.0623329307259376E-10
Time 112: 1.9867449412184383E-10
Time 113: 1.8461620858150312E-10
Time 114: 1.9247487274704605E-10
Time 115: 1.872000842539027E-10
Time 116: 1.8328200136472228E-10
Time 117: 1.7950025984255025E-10
Time 118: 1.8439924574508177E-10
Time 119: 1.750389361223058E-10
Time 120: 1.8156964194648505E-10
