-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Lunch
Iteration: 1
Look-ahead time: 15.0 sec
Execution time: -6926 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 4
Time-interval 3: 3
Time-interval 4: 4
Time-interval 5: 3
Time-interval 6: 4
Time-interval 7: 4
Time-interval 8: 3
Time-interval 9: 6
Time-interval 10: 6
Time-interval 11: 2
Time-interval 12: 4
Time-interval 13: 1
Time-interval 14: 2
Time-interval 15: 1
Time-interval 16: 2
Time-interval 17: 6
Time-interval 18: 4
Time-interval 19: 6
Time-interval 20: 5
Time-interval 21: 4
Time-interval 22: 4
Time-interval 23: 2
Time-interval 24: 2
Time-interval 25: 1
Time-interval 26: 1
Time-interval 27: 1
Time-interval 28: 2
Time-interval 29: 5
Time-interval 30: 6
Time-interval 31: 3
Time-interval 32: 3
Time-interval 33: 6
Time-interval 34: 10
Time-interval 35: 3
Time-interval 36: 1
Time-interval 37: 2
Time-interval 38: 5
Time-interval 39: 7
Time-interval 40: 8
Time-interval 41: 7
Time-interval 42: 11
Time-interval 43: 5
Time-interval 44: 2
Time-interval 45: 4
Time-interval 46: 8
Time-interval 47: 6
Time-interval 48: 4
Time-interval 49: 6
Time-interval 50: 3
Time-interval 51: 4
Time-interval 52: 2
Time-interval 53: 2
Time-interval 54: 4
Time-interval 55: 4
Time-interval 56: 6
Time-interval 57: 8
Time-interval 58: 4
Time-interval 59: 7
Time-interval 60: 3
Time-interval 61: 5
Time-interval 62: 7
Time-interval 63: 4
Time-interval 64: 4
Time-interval 65: 9
Time-interval 66: 2
Time-interval 67: 4
Time-interval 68: 8
Time-interval 69: 3
Time-interval 70: 10
Time-interval 71: 5
Time-interval 72: 7
Time-interval 73: 5
Time-interval 74: 5
Time-interval 75: 6
Time-interval 76: 9
Time-interval 77: 8
Time-interval 78: 3
Time-interval 79: 8
Time-interval 80: 5
Time-interval 81: 5
Time-interval 82: 4
Time-interval 83: 6
Time-interval 84: 8
Time-interval 85: 6
Time-interval 86: 3
Time-interval 87: 8
Time-interval 88: 5
Time-interval 89: 3
Time-interval 90: 9
Time-interval 91: 4
Time-interval 92: 3
Time-interval 93: 8
Time-interval 94: 4
Time-interval 95: 8
Time-interval 96: 6
Time-interval 97: 4
Time-interval 98: 2
Time-interval 99: 3
Time-interval 100: 3
Time-interval 101: 2
Time-interval 102: 9
Time-interval 103: 4
Time-interval 104: 6
Time-interval 105: 5
Time-interval 106: 13
Time-interval 107: 10
Time-interval 108: 4
Time-interval 109: 4
Time-interval 110: 6
Time-interval 111: 6
Time-interval 112: 9
Time-interval 113: 7
Time-interval 114: 6
Time-interval 115: 11
Time-interval 116: 5
Time-interval 117: 9
Time-interval 118: 6
Time-interval 119: 10
Time-interval 120: 2
