-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Lunch
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -6679 msec
-------------------------------------
Time-interval 1: 0
Time-interval 2: 2
Time-interval 3: 2
Time-interval 4: 0
Time-interval 5: 1
Time-interval 6: 1
Time-interval 7: 0
Time-interval 8: 1
Time-interval 9: 1
Time-interval 10: 2
Time-interval 11: 1
Time-interval 12: 0
Time-interval 13: 2
Time-interval 14: 3
Time-interval 15: 2
Time-interval 16: 2
Time-interval 17: 0
Time-interval 18: 2
Time-interval 19: 1
Time-interval 20: 0
Time-interval 21: 0
Time-interval 22: 1
Time-interval 23: 1
Time-interval 24: 0
Time-interval 25: 0
Time-interval 26: 1
Time-interval 27: 0
Time-interval 28: 1
Time-interval 29: 6
Time-interval 30: 1
Time-interval 31: 1
Time-interval 32: 0
Time-interval 33: 0
Time-interval 34: 1
Time-interval 35: 2
Time-interval 36: 0
Time-interval 37: 1
Time-interval 38: 2
Time-interval 39: 3
Time-interval 40: 2
Time-interval 41: 3
Time-interval 42: 2
Time-interval 43: 0
Time-interval 44: 3
Time-interval 45: 0
Time-interval 46: 2
Time-interval 47: 0
Time-interval 48: 0
Time-interval 49: 2
Time-interval 50: 1
Time-interval 51: 2
Time-interval 52: 0
Time-interval 53: 0
Time-interval 54: 2
Time-interval 55: 1
Time-interval 56: 3
Time-interval 57: 1
Time-interval 58: 2
Time-interval 59: 1
Time-interval 60: 2
Time-interval 61: 0
Time-interval 62: 1
Time-interval 63: 0
Time-interval 64: 1
Time-interval 65: 1
Time-interval 66: 3
Time-interval 67: 3
Time-interval 68: 2
Time-interval 69: 2
Time-interval 70: 1
Time-interval 71: 1
Time-interval 72: 0
Time-interval 73: 2
Time-interval 74: 1
Time-interval 75: 3
Time-interval 76: 0
Time-interval 77: 3
Time-interval 78: 3
Time-interval 79: 3
Time-interval 80: 3
Time-interval 81: 5
Time-interval 82: 6
Time-interval 83: 0
Time-interval 84: 2
Time-interval 85: 5
Time-interval 86: 3
Time-interval 87: 3
Time-interval 88: 3
Time-interval 89: 4
Time-interval 90: 1
Time-interval 91: 3
Time-interval 92: 1
Time-interval 93: 0
Time-interval 94: 3
Time-interval 95: 0
Time-interval 96: 3
Time-interval 97: 2
Time-interval 98: 1
Time-interval 99: 3
Time-interval 100: 1
Time-interval 101: 2
Time-interval 102: 2
Time-interval 103: 1
Time-interval 104: 2
Time-interval 105: 4
Time-interval 106: 0
Time-interval 107: 2
Time-interval 108: 1
Time-interval 109: 1
Time-interval 110: 1
Time-interval 111: 0
Time-interval 112: 2
Time-interval 113: 1
Time-interval 114: 2
Time-interval 115: 4
Time-interval 116: 1
Time-interval 117: 1
Time-interval 118: 1
Time-interval 119: 2
Time-interval 120: 1
