-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Lunch
Iteration: 2
Look-ahead time: 60.0 sec
Execution time: -5753 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 4
Time-interval 3: 0
Time-interval 4: 5
Time-interval 5: 0
Time-interval 6: 2
Time-interval 7: 1
Time-interval 8: 2
Time-interval 9: 1
Time-interval 10: 3
Time-interval 11: 5
Time-interval 12: 1
Time-interval 13: 3
Time-interval 14: 3
Time-interval 15: 2
Time-interval 16: 2
Time-interval 17: 1
Time-interval 18: 3
Time-interval 19: 1
Time-interval 20: 1
Time-interval 21: 3
Time-interval 22: 3
Time-interval 23: 2
Time-interval 24: 3
Time-interval 25: 2
Time-interval 26: 4
Time-interval 27: 4
Time-interval 28: 3
Time-interval 29: 3
Time-interval 30: 3
Time-interval 31: 6
Time-interval 32: 2
Time-interval 33: 4
Time-interval 34: 5
Time-interval 35: 5
Time-interval 36: 5
Time-interval 37: 4
Time-interval 38: 1
Time-interval 39: 3
Time-interval 40: 1
Time-interval 41: 3
Time-interval 42: 5
Time-interval 43: 2
Time-interval 44: 1
Time-interval 45: 5
Time-interval 46: 3
Time-interval 47: 2
Time-interval 48: 5
Time-interval 49: 4
Time-interval 50: 3
Time-interval 51: 4
Time-interval 52: 3
Time-interval 53: 5
Time-interval 54: 6
Time-interval 55: 1
Time-interval 56: 6
Time-interval 57: 1
Time-interval 58: 5
Time-interval 59: 5
Time-interval 60: 3
Time-interval 61: 3
Time-interval 62: 2
Time-interval 63: 0
Time-interval 64: 1
Time-interval 65: 1
Time-interval 66: 3
Time-interval 67: 3
Time-interval 68: 3
Time-interval 69: 7
Time-interval 70: 11
Time-interval 71: 2
Time-interval 72: 3
Time-interval 73: 4
Time-interval 74: 4
Time-interval 75: 4
Time-interval 76: 9
Time-interval 77: 1
Time-interval 78: 2
Time-interval 79: 3
Time-interval 80: 1
Time-interval 81: 6
Time-interval 82: 6
Time-interval 83: 6
Time-interval 84: 10
Time-interval 85: 7
Time-interval 86: 4
Time-interval 87: 1
Time-interval 88: 2
Time-interval 89: 3
Time-interval 90: 4
Time-interval 91: 3
Time-interval 92: 5
Time-interval 93: 6
Time-interval 94: 7
Time-interval 95: 2
Time-interval 96: 4
Time-interval 97: 2
Time-interval 98: 6
Time-interval 99: 6
Time-interval 100: 4
Time-interval 101: 3
Time-interval 102: 5
Time-interval 103: 5
Time-interval 104: 2
Time-interval 105: 2
Time-interval 106: 5
Time-interval 107: 6
Time-interval 108: 7
Time-interval 109: 5
Time-interval 110: 4
Time-interval 111: 4
Time-interval 112: 4
Time-interval 113: 8
Time-interval 114: 6
Time-interval 115: 5
Time-interval 116: 8
Time-interval 117: 5
Time-interval 118: 8
Time-interval 119: 4
Time-interval 120: 4
13864
