-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Lunch
Iteration: 1
Look-ahead time: 30.0 sec
Execution time: -5782 msec
-------------------------------------
Time-interval 1: 0
Time-interval 2: 0
Time-interval 3: 2
Time-interval 4: 2
Time-interval 5: 1
Time-interval 6: 0
Time-interval 7: 0
Time-interval 8: 2
Time-interval 9: 3
Time-interval 10: 0
Time-interval 11: 1
Time-interval 12: 1
Time-interval 13: 1
Time-interval 14: 0
Time-interval 15: 2
Time-interval 16: 1
Time-interval 17: 3
Time-interval 18: 0
Time-interval 19: 0
Time-interval 20: 0
Time-interval 21: 2
Time-interval 22: 1
Time-interval 23: 1
Time-interval 24: 1
Time-interval 25: 3
Time-interval 26: 1
Time-interval 27: 1
Time-interval 28: 2
Time-interval 29: 0
Time-interval 30: 0
Time-interval 31: 2
Time-interval 32: 1
Time-interval 33: 2
Time-interval 34: 0
Time-interval 35: 0
Time-interval 36: 0
Time-interval 37: 1
Time-interval 38: 0
Time-interval 39: 1
Time-interval 40: 2
Time-interval 41: 2
Time-interval 42: 0
Time-interval 43: 2
Time-interval 44: 1
Time-interval 45: 0
Time-interval 46: 2
Time-interval 47: 1
Time-interval 48: 0
Time-interval 49: 1
Time-interval 50: 2
Time-interval 51: 2
Time-interval 52: 3
Time-interval 53: 0
Time-interval 54: 2
Time-interval 55: 2
Time-interval 56: 3
Time-interval 57: 1
Time-interval 58: 2
Time-interval 59: 3
Time-interval 60: 3
Time-interval 61: 2
Time-interval 62: 1
Time-interval 63: 1
Time-interval 64: 0
Time-interval 65: 0
Time-interval 66: 1
Time-interval 67: 2
Time-interval 68: 1
Time-interval 69: 0
Time-interval 70: 1
Time-interval 71: 0
Time-interval 72: 2
Time-interval 73: 3
Time-interval 74: 0
Time-interval 75: 0
Time-interval 76: 1
Time-interval 77: 0
Time-interval 78: 0
Time-interval 79: 4
Time-interval 80: 2
Time-interval 81: 1
Time-interval 82: 0
Time-interval 83: 1
Time-interval 84: 1
Time-interval 85: 1
Time-interval 86: 0
Time-interval 87: 0
Time-interval 88: 1
Time-interval 89: 0
Time-interval 90: 1
Time-interval 91: 3
Time-interval 92: 1
Time-interval 93: 2
Time-interval 94: 2
Time-interval 95: 1
Time-interval 96: 1
Time-interval 97: 1
Time-interval 98: 2
Time-interval 99: 1
Time-interval 100: 1
Time-interval 101: 1
Time-interval 102: 1
Time-interval 103: 5
Time-interval 104: 1
Time-interval 105: 2
Time-interval 106: 1
Time-interval 107: 1
Time-interval 108: 2
Time-interval 109: 0
Time-interval 110: 4
Time-interval 111: 0
Time-interval 112: 1
Time-interval 113: 5
Time-interval 114: 1
Time-interval 115: 3
Time-interval 116: 2
Time-interval 117: 2
Time-interval 118: 0
Time-interval 119: 3
Time-interval 120: 4
13909
