-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Evening
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -31630 msec
-------------------------------------
Time-interval 1: 6
Time-interval 2: 4
Time-interval 3: 3
Time-interval 4: 5
Time-interval 5: 6
Time-interval 6: 2
Time-interval 7: 1
Time-interval 8: 2
Time-interval 9: 3
Time-interval 10: 6
Time-interval 11: 3
Time-interval 12: 3
Time-interval 13: 6
Time-interval 14: 4
Time-interval 15: 3
Time-interval 16: 7
Time-interval 17: 4
Time-interval 18: 3
Time-interval 19: 2
Time-interval 20: 3
Time-interval 21: 6
Time-interval 22: 7
Time-interval 23: 2
Time-interval 24: 3
Time-interval 25: 1
Time-interval 26: 0
Time-interval 27: 2
Time-interval 28: 4
Time-interval 29: 4
Time-interval 30: 1
Time-interval 31: 6
Time-interval 32: 4
Time-interval 33: 6
Time-interval 34: 5
Time-interval 35: 4
Time-interval 36: 5
Time-interval 37: 4
Time-interval 38: 4
Time-interval 39: 3
Time-interval 40: 4
Time-interval 41: 6
Time-interval 42: 4
Time-interval 43: 6
Time-interval 44: 3
Time-interval 45: 8
Time-interval 46: 2
Time-interval 47: 2
Time-interval 48: 3
Time-interval 49: 5
Time-interval 50: 6
Time-interval 51: 8
Time-interval 52: 4
Time-interval 53: 6
Time-interval 54: 4
Time-interval 55: 6
Time-interval 56: 6
Time-interval 57: 5
Time-interval 58: 3
Time-interval 59: 7
Time-interval 60: 8
Time-interval 61: 7
Time-interval 62: 8
Time-interval 63: 8
Time-interval 64: 4
Time-interval 65: 6
Time-interval 66: 4
Time-interval 67: 7
Time-interval 68: 1
Time-interval 69: 9
Time-interval 70: 8
Time-interval 71: 4
Time-interval 72: 8
Time-interval 73: 5
Time-interval 74: 7
Time-interval 75: 3
Time-interval 76: 3
Time-interval 77: 8
Time-interval 78: 7
Time-interval 79: 11
Time-interval 80: 2
Time-interval 81: 4
Time-interval 82: 3
Time-interval 83: 5
Time-interval 84: 5
Time-interval 85: 12
Time-interval 86: 7
Time-interval 87: 7
Time-interval 88: 12
Time-interval 89: 6
Time-interval 90: 5
Time-interval 91: 11
Time-interval 92: 5
Time-interval 93: 7
Time-interval 94: 6
Time-interval 95: 11
Time-interval 96: 7
Time-interval 97: 13
Time-interval 98: 10
Time-interval 99: 5
Time-interval 100: 8
Time-interval 101: 5
Time-interval 102: 6
Time-interval 103: 11
Time-interval 104: 11
Time-interval 105: 15
Time-interval 106: 10
Time-interval 107: 4
Time-interval 108: 7
Time-interval 109: 7
Time-interval 110: 5
Time-interval 111: 9
Time-interval 112: 15
Time-interval 113: 15
Time-interval 114: 10
Time-interval 115: 7
Time-interval 116: 12
Time-interval 117: 11
Time-interval 118: 8
Time-interval 119: 4
Time-interval 120: 28
25524
