-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Evening
Iteration: 1
Look-ahead time: 45.0 sec
Execution time: -32589 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 6
Time-interval 3: 4
Time-interval 4: 4
Time-interval 5: 3
Time-interval 6: 2
Time-interval 7: 3
Time-interval 8: 3
Time-interval 9: 6
Time-interval 10: 10
Time-interval 11: 6
Time-interval 12: 8
Time-interval 13: 7
Time-interval 14: 6
Time-interval 15: 4
Time-interval 16: 4
Time-interval 17: 5
Time-interval 18: 3
Time-interval 19: 5
Time-interval 20: 8
Time-interval 21: 3
Time-interval 22: 7
Time-interval 23: 7
Time-interval 24: 7
Time-interval 25: 7
Time-interval 26: 5
Time-interval 27: 9
Time-interval 28: 4
Time-interval 29: 5
Time-interval 30: 5
Time-interval 31: 8
Time-interval 32: 7
Time-interval 33: 9
Time-interval 34: 4
Time-interval 35: 3
Time-interval 36: 11
Time-interval 37: 6
Time-interval 38: 7
Time-interval 39: 6
Time-interval 40: 9
Time-interval 41: 11
Time-interval 42: 11
Time-interval 43: 2
Time-interval 44: 11
Time-interval 45: 5
Time-interval 46: 10
Time-interval 47: 12
Time-interval 48: 8
Time-interval 49: 4
Time-interval 50: 10
Time-interval 51: 7
Time-interval 52: 7
Time-interval 53: 5
Time-interval 54: 11
Time-interval 55: 17
Time-interval 56: 13
Time-interval 57: 8
Time-interval 58: 7
Time-interval 59: 6
Time-interval 60: 10
Time-interval 61: 10
Time-interval 62: 10
Time-interval 63: 4
Time-interval 64: 11
Time-interval 65: 12
Time-interval 66: 16
Time-interval 67: 12
Time-interval 68: 13
Time-interval 69: 12
Time-interval 70: 17
Time-interval 71: 16
Time-interval 72: 21
Time-interval 73: 9
Time-interval 74: 10
Time-interval 75: 8
Time-interval 76: 13
Time-interval 77: 10
Time-interval 78: 19
Time-interval 79: 6
Time-interval 80: 12
Time-interval 81: 12
Time-interval 82: 10
Time-interval 83: 5
Time-interval 84: 7
Time-interval 85: 14
Time-interval 86: 11
Time-interval 87: 8
Time-interval 88: 14
Time-interval 89: 14
Time-interval 90: 12
Time-interval 91: 13
Time-interval 92: 7
Time-interval 93: 15
Time-interval 94: 23
Time-interval 95: 27
Time-interval 96: 16
Time-interval 97: 12
Time-interval 98: 24
Time-interval 99: 15
Time-interval 100: 12
Time-interval 101: 17
Time-interval 102: 10
Time-interval 103: 21
Time-interval 104: 13
Time-interval 105: 20
Time-interval 106: 16
Time-interval 107: 17
Time-interval 108: 14
Time-interval 109: 21
Time-interval 110: 10
Time-interval 111: 23
Time-interval 112: 15
Time-interval 113: 19
Time-interval 114: 21
Time-interval 115: 23
Time-interval 116: 28
Time-interval 117: 11
Time-interval 118: 21
Time-interval 119: 15
Time-interval 120: 14
25570
