-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Evening
Iteration: 2
Execution time: 42 msec
-------------------------------------
Time 1: 3.9812675761452143E-10
Time 2: 3.9740029955928265E-10
Time 3: 4.021702350197828E-10
Time 4: 4.022595963467156E-10
Time 5: 3.9865366102328816E-10
Time 6: 3.949589492936373E-10
Time 7: 3.982372654866022E-10
Time 8: 3.9320097437408484E-10
Time 9: 3.9505115645194545E-10
Time 10: 3.911506263835578E-10
Time 11: 3.9126697524591563E-10
Time 12: 3.9636105960717656E-10
Time 13: 3.979313565135167E-10
Time 14: 3.9412043055344404E-10
Time 15: 3.9411907263575506E-10
Time 16: 3.956383328453866E-10
Time 17: 3.996757649931535E-10
Time 18: 4.0189349374419683E-10
Time 19: 3.944599699052825E-10
Time 20: 3.902128515522942E-10
Time 21: 3.992635910632579E-10
Time 22: 4.0571565347393563E-10
Time 23: 4.019216923220204E-10
Time 24: 4.0536158715618426E-10
Time 25: 4.083861427835953E-10
Time 26: 4.0042210478310184E-10
Time 27: 4.0469404652362823E-10
Time 28: 4.0396977949766883E-10
Time 29: 4.005648755030478E-10
Time 30: 4.018698735090348E-10
Time 31: 4.020686730496179E-10
Time 32: 4.039250294934758E-10
Time 33: 4.0287550088479547E-10
Time 34: 3.9871671936804054E-10
Time 35: 4.0207361709772545E-10
Time 36: 3.9732041923380166E-10
Time 37: 4.1099095402241475E-10
Time 38: 4.051815893739139E-10
Time 39: 4.103320942676246E-10
Time 40: 4.161488849233581E-10
Time 41: 4.150706195330634E-10
Time 42: 4.201294456657882E-10
Time 43: 4.252048356190322E-10
Time 44: 4.2139771719636793E-10
Time 45: 4.1625348952274416E-10
Time 46: 4.069977112868386E-10
Time 47: 4.08442011361033E-10
Time 48: 4.1268052046662E-10
Time 49: 4.05965905388869E-10
Time 50: 4.134616527358769E-10
Time 51: 4.1167869520697253E-10
Time 52: 4.163581236398413E-10
Time 53: 4.1830158394066724E-10
Time 54: 4.0075951966471495E-10
Time 55: 4.1596771381151684E-10
Time 56: 4.1774682160346323E-10
Time 57: 4.1988864249376863E-10
Time 58: 4.2886461131828727E-10
Time 59: 4.313638237399681E-10
Time 60: 4.232249282091288E-10
Time 61: 4.3427988700733737E-10
Time 62: 4.296311100098957E-10
Time 63: 4.265008518717777E-10
Time 64: 4.243252285226674E-10
Time 65: 4.247561422500001E-10
Time 66: 4.2137383639093913E-10
Time 67: 4.2464435078800475E-10
Time 68: 4.19692071132514E-10
Time 69: 4.2892721901961014E-10
Time 70: 4.3131589636820934E-10
Time 71: 4.373253419697546E-10
Time 72: 4.3799887855898723E-10
Time 73: 4.4643036093821496E-10
Time 74: 4.445237456092282E-10
Time 75: 4.3438760412579465E-10
Time 76: 4.394911858090826E-10
Time 77: 4.3599114697115687E-10
Time 78: 4.365017463466742E-10
Time 79: 4.2534822287100165E-10
Time 80: 4.2992557672798414E-10
Time 81: 4.12529195106989E-10
Time 82: 4.448103545136211E-10
Time 83: 4.441352714706036E-10
Time 84: 4.1999993952523595E-10
Time 85: 4.303125728663458E-10
Time 86: 4.1867123404166983E-10
Time 87: 4.337623521147313E-10
Time 88: 4.369087066052577E-10
Time 89: 4.4681235282999173E-10
Time 90: 4.462298831835577E-10
Time 91: 4.5389926488408536E-10
Time 92: 4.4914138183093214E-10
Time 93: 4.4175146744714933E-10
Time 94: 4.4902306275310156E-10
Time 95: 4.1358568009911423E-10
Time 96: 4.101316059911961E-10
Time 97: 4.4962946698147453E-10
Time 98: 4.320745537159589E-10
Time 99: 4.330681349110814E-10
Time 100: 4.384648089980398E-10
Time 101: 4.481309271901119E-10
Time 102: 4.332254431478382E-10
Time 103: 4.6492254996458196E-10
Time 104: 4.608311483873806E-10
Time 105: 4.440708956591241E-10
Time 106: 4.571732899280062E-10
Time 107: 4.6042728415803827E-10
Time 108: 4.470771007967957E-10
Time 109: 4.528021716052071E-10
Time 110: 4.4866654018940426E-10
Time 111: 4.542781706932104E-10
Time 112: 4.503619909374547E-10
Time 113: 4.5676722639513395E-10
Time 114: 4.500869142919861E-10
Time 115: 4.6013164406646193E-10
Time 116: 4.608857240824149E-10
Time 117: 4.667871024655823E-10
Time 118: 4.723818129953117E-10
Time 119: 4.6090488809702556E-10
Time 120: 4.645673513934382E-10
