-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Evening
Iteration: 2
Look-ahead time: 45.0 sec
Execution time: -29967 msec
-------------------------------------
Time-interval 1: 9
Time-interval 2: 5
Time-interval 3: 8
Time-interval 4: 7
Time-interval 5: 7
Time-interval 6: 5
Time-interval 7: 3
Time-interval 8: 8
Time-interval 9: 4
Time-interval 10: 6
Time-interval 11: 7
Time-interval 12: 5
Time-interval 13: 5
Time-interval 14: 9
Time-interval 15: 12
Time-interval 16: 5
Time-interval 17: 7
Time-interval 18: 10
Time-interval 19: 6
Time-interval 20: 8
Time-interval 21: 7
Time-interval 22: 8
Time-interval 23: 6
Time-interval 24: 8
Time-interval 25: 6
Time-interval 26: 8
Time-interval 27: 5
Time-interval 28: 11
Time-interval 29: 6
Time-interval 30: 8
Time-interval 31: 2
Time-interval 32: 9
Time-interval 33: 5
Time-interval 34: 12
Time-interval 35: 6
Time-interval 36: 5
Time-interval 37: 8
Time-interval 38: 9
Time-interval 39: 7
Time-interval 40: 10
Time-interval 41: 6
Time-interval 42: 15
Time-interval 43: 6
Time-interval 44: 12
Time-interval 45: 12
Time-interval 46: 5
Time-interval 47: 5
Time-interval 48: 11
Time-interval 49: 12
Time-interval 50: 7
Time-interval 51: 8
Time-interval 52: 8
Time-interval 53: 13
Time-interval 54: 8
Time-interval 55: 12
Time-interval 56: 14
Time-interval 57: 12
Time-interval 58: 20
Time-interval 59: 14
Time-interval 60: 14
Time-interval 61: 18
Time-interval 62: 15
Time-interval 63: 10
Time-interval 64: 9
Time-interval 65: 8
Time-interval 66: 14
Time-interval 67: 15
Time-interval 68: 8
Time-interval 69: 7
Time-interval 70: 9
Time-interval 71: 11
Time-interval 72: 10
Time-interval 73: 12
Time-interval 74: 8
Time-interval 75: 13
Time-interval 76: 15
Time-interval 77: 11
Time-interval 78: 6
Time-interval 79: 15
Time-interval 80: 10
Time-interval 81: 15
Time-interval 82: 14
Time-interval 83: 15
Time-interval 84: 13
Time-interval 85: 13
Time-interval 86: 15
Time-interval 87: 14
Time-interval 88: 15
Time-interval 89: 22
Time-interval 90: 13
Time-interval 91: 12
Time-interval 92: 18
Time-interval 93: 12
Time-interval 94: 22
Time-interval 95: 15
Time-interval 96: 14
Time-interval 97: 13
Time-interval 98: 12
Time-interval 99: 13
Time-interval 100: 8
Time-interval 101: 7
Time-interval 102: 14
Time-interval 103: 17
Time-interval 104: 13
Time-interval 105: 14
Time-interval 106: 16
Time-interval 107: 18
Time-interval 108: 14
Time-interval 109: 10
Time-interval 110: 15
Time-interval 111: 14
Time-interval 112: 17
Time-interval 113: 21
Time-interval 114: 17
Time-interval 115: 22
Time-interval 116: 12
Time-interval 117: 11
Time-interval 118: 24
Time-interval 119: 19
Time-interval 120: 12
25532
