-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Evening
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -30130 msec
-------------------------------------
Time-interval 1: 9
Time-interval 2: 12
Time-interval 3: 12
Time-interval 4: 5
Time-interval 5: 9
Time-interval 6: 7
Time-interval 7: 22
Time-interval 8: 4
Time-interval 9: 7
Time-interval 10: 13
Time-interval 11: 12
Time-interval 12: 4
Time-interval 13: 8
Time-interval 14: 10
Time-interval 15: 11
Time-interval 16: 11
Time-interval 17: 6
Time-interval 18: 13
Time-interval 19: 13
Time-interval 20: 15
Time-interval 21: 10
Time-interval 22: 5
Time-interval 23: 9
Time-interval 24: 3
Time-interval 25: 12
Time-interval 26: 13
Time-interval 27: 8
Time-interval 28: 16
Time-interval 29: 11
Time-interval 30: 13
Time-interval 31: 6
Time-interval 32: 17
Time-interval 33: 13
Time-interval 34: 15
Time-interval 35: 16
Time-interval 36: 12
Time-interval 37: 12
Time-interval 38: 14
Time-interval 39: 8
Time-interval 40: 9
Time-interval 41: 19
Time-interval 42: 10
Time-interval 43: 13
Time-interval 44: 9
Time-interval 45: 13
Time-interval 46: 13
Time-interval 47: 25
Time-interval 48: 12
Time-interval 49: 14
Time-interval 50: 14
Time-interval 51: 17
Time-interval 52: 10
Time-interval 53: 14
Time-interval 54: 21
Time-interval 55: 18
Time-interval 56: 14
Time-interval 57: 10
Time-interval 58: 14
Time-interval 59: 7
Time-interval 60: 12
Time-interval 61: 11
Time-interval 62: 17
Time-interval 63: 15
Time-interval 64: 20
Time-interval 65: 10
Time-interval 66: 23
Time-interval 67: 11
Time-interval 68: 18
Time-interval 69: 17
Time-interval 70: 13
Time-interval 71: 13
Time-interval 72: 16
Time-interval 73: 12
Time-interval 74: 8
Time-interval 75: 12
Time-interval 76: 16
Time-interval 77: 13
Time-interval 78: 11
Time-interval 79: 13
Time-interval 80: 11
Time-interval 81: 14
Time-interval 82: 13
Time-interval 83: 22
Time-interval 84: 15
Time-interval 85: 11
Time-interval 86: 18
Time-interval 87: 13
Time-interval 88: 11
Time-interval 89: 16
Time-interval 90: 20
Time-interval 91: 12
Time-interval 92: 13
Time-interval 93: 13
Time-interval 94: 14
Time-interval 95: 17
Time-interval 96: 17
Time-interval 97: 15
Time-interval 98: 12
Time-interval 99: 14
Time-interval 100: 19
Time-interval 101: 19
Time-interval 102: 20
Time-interval 103: 23
Time-interval 104: 21
Time-interval 105: 14
Time-interval 106: 18
Time-interval 107: 21
Time-interval 108: 7
Time-interval 109: 25
Time-interval 110: 17
Time-interval 111: 26
Time-interval 112: 25
Time-interval 113: 18
Time-interval 114: 18
Time-interval 115: 19
Time-interval 116: 30
Time-interval 117: 22
Time-interval 118: 20
Time-interval 119: 20
Time-interval 120: 20
25532
