-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Evening
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -35633 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 4
Time-interval 3: 1
Time-interval 4: 4
Time-interval 5: 0
Time-interval 6: 2
Time-interval 7: 1
Time-interval 8: 5
Time-interval 9: 5
Time-interval 10: 4
Time-interval 11: 0
Time-interval 12: 2
Time-interval 13: 2
Time-interval 14: 7
Time-interval 15: 6
Time-interval 16: 7
Time-interval 17: 1
Time-interval 18: 5
Time-interval 19: 4
Time-interval 20: 5
Time-interval 21: 5
Time-interval 22: 1
Time-interval 23: 2
Time-interval 24: 7
Time-interval 25: 4
Time-interval 26: 4
Time-interval 27: 5
Time-interval 28: 6
Time-interval 29: 1
Time-interval 30: 4
Time-interval 31: 2
Time-interval 32: 3
Time-interval 33: 4
Time-interval 34: 5
Time-interval 35: 2
Time-interval 36: 6
Time-interval 37: 4
Time-interval 38: 7
Time-interval 39: 5
Time-interval 40: 6
Time-interval 41: 6
Time-interval 42: 3
Time-interval 43: 5
Time-interval 44: 5
Time-interval 45: 3
Time-interval 46: 4
Time-interval 47: 9
Time-interval 48: 7
Time-interval 49: 4
Time-interval 50: 5
Time-interval 51: 3
Time-interval 52: 2
Time-interval 53: 9
Time-interval 54: 2
Time-interval 55: 3
Time-interval 56: 9
Time-interval 57: 5
Time-interval 58: 3
Time-interval 59: 6
Time-interval 60: 6
Time-interval 61: 5
Time-interval 62: 5
Time-interval 63: 6
Time-interval 64: 9
Time-interval 65: 6
Time-interval 66: 4
Time-interval 67: 14
Time-interval 68: 5
Time-interval 69: 6
Time-interval 70: 7
Time-interval 71: 1
Time-interval 72: 6
Time-interval 73: 3
Time-interval 74: 2
Time-interval 75: 7
Time-interval 76: 6
Time-interval 77: 7
Time-interval 78: 6
Time-interval 79: 6
Time-interval 80: 5
Time-interval 81: 3
Time-interval 82: 4
Time-interval 83: 4
Time-interval 84: 8
Time-interval 85: 7
Time-interval 86: 4
Time-interval 87: 8
Time-interval 88: 3
Time-interval 89: 9
Time-interval 90: 1
Time-interval 91: 8
Time-interval 92: 6
Time-interval 93: 4
Time-interval 94: 8
Time-interval 95: 3
Time-interval 96: 8
Time-interval 97: 1
Time-interval 98: 4
Time-interval 99: 4
Time-interval 100: 1
Time-interval 101: 3
Time-interval 102: 9
Time-interval 103: 10
Time-interval 104: 6
Time-interval 105: 9
Time-interval 106: 9
Time-interval 107: 11
Time-interval 108: 2
Time-interval 109: 9
Time-interval 110: 6
Time-interval 111: 6
Time-interval 112: 12
Time-interval 113: 5
Time-interval 114: 2
Time-interval 115: 9
Time-interval 116: 12
Time-interval 117: 11
Time-interval 118: 13
Time-interval 119: 7
Time-interval 120: 16
