-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -29331 msec
-------------------------------------
Time-interval 1: 17
Time-interval 2: 23
Time-interval 3: 19
Time-interval 4: 23
Time-interval 5: 19
Time-interval 6: 25
Time-interval 7: 18
Time-interval 8: 16
Time-interval 9: 23
Time-interval 10: 30
Time-interval 11: 23
Time-interval 12: 25
Time-interval 13: 15
Time-interval 14: 24
Time-interval 15: 26
Time-interval 16: 33
Time-interval 17: 25
Time-interval 18: 19
Time-interval 19: 26
Time-interval 20: 20
Time-interval 21: 27
Time-interval 22: 26
Time-interval 23: 25
Time-interval 24: 25
Time-interval 25: 22
Time-interval 26: 23
Time-interval 27: 16
Time-interval 28: 35
Time-interval 29: 15
Time-interval 30: 32
Time-interval 31: 36
Time-interval 32: 27
Time-interval 33: 23
Time-interval 34: 18
Time-interval 35: 32
Time-interval 36: 22
Time-interval 37: 28
Time-interval 38: 27
Time-interval 39: 28
Time-interval 40: 33
Time-interval 41: 25
Time-interval 42: 28
Time-interval 43: 36
Time-interval 44: 24
Time-interval 45: 33
Time-interval 46: 29
Time-interval 47: 25
Time-interval 48: 28
Time-interval 49: 24
Time-interval 50: 32
Time-interval 51: 31
Time-interval 52: 26
Time-interval 53: 42
Time-interval 54: 27
Time-interval 55: 37
Time-interval 56: 36
Time-interval 57: 26
Time-interval 58: 22
Time-interval 59: 33
Time-interval 60: 32
Time-interval 61: 40
Time-interval 62: 30
Time-interval 63: 32
Time-interval 64: 32
Time-interval 65: 32
Time-interval 66: 36
Time-interval 67: 45
Time-interval 68: 45
Time-interval 69: 35
Time-interval 70: 25
Time-interval 71: 44
Time-interval 72: 38
Time-interval 73: 37
Time-interval 74: 36
Time-interval 75: 37
Time-interval 76: 41
Time-interval 77: 23
Time-interval 78: 29
Time-interval 79: 43
Time-interval 80: 42
Time-interval 81: 29
Time-interval 82: 38
Time-interval 83: 38
Time-interval 84: 45
Time-interval 85: 42
Time-interval 86: 36
Time-interval 87: 31
Time-interval 88: 39
Time-interval 89: 45
Time-interval 90: 33
Time-interval 91: 40
Time-interval 92: 47
Time-interval 93: 43
Time-interval 94: 39
Time-interval 95: 47
Time-interval 96: 36
Time-interval 97: 58
Time-interval 98: 47
Time-interval 99: 44
Time-interval 100: 32
Time-interval 101: 32
Time-interval 102: 47
Time-interval 103: 41
Time-interval 104: 43
Time-interval 105: 40
Time-interval 106: 53
Time-interval 107: 47
Time-interval 108: 52
Time-interval 109: 52
Time-interval 110: 42
Time-interval 111: 50
Time-interval 112: 52
Time-interval 113: 50
Time-interval 114: 48
Time-interval 115: 44
Time-interval 116: 45
Time-interval 117: 47
Time-interval 118: 43
Time-interval 119: 47
Time-interval 120: 41
25567
