-------------------------------------
Air Traffic Density Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 2
Execution time: 43 msec
-------------------------------------
Time 1: 3.850663043400773E-10
Time 2: 3.861897624965122E-10
Time 3: 3.816007608225123E-10
Time 4: 3.874792903226894E-10
Time 5: 3.804459822753016E-10
Time 6: 3.818206100869773E-10
Time 7: 3.9480725679979444E-10
Time 8: 3.924114546478079E-10
Time 9: 4.048010666494284E-10
Time 10: 4.005675987969537E-10
Time 11: 4.072055199407721E-10
Time 12: 4.084441988883483E-10
Time 13: 4.099124887547802E-10
Time 14: 3.9374740979681094E-10
Time 15: 3.914305249868903E-10
Time 16: 4.0111206518359514E-10
Time 17: 4.0492620853430837E-10
Time 18: 4.075272635284098E-10
Time 19: 3.9156755996818897E-10
Time 20: 3.995905980336624E-10
Time 21: 4.041435079424618E-10
Time 22: 4.073443299019665E-10
Time 23: 3.9760044088075095E-10
Time 24: 3.897776864634008E-10
Time 25: 4.032789148763419E-10
Time 26: 4.0989943440569386E-10
Time 27: 4.051254242984814E-10
Time 28: 4.0419967629288E-10
Time 29: 4.067630341806202E-10
Time 30: 4.0086187727352466E-10
Time 31: 4.2519879946496435E-10
Time 32: 4.0322687416571515E-10
Time 33: 3.9185291758057754E-10
Time 34: 4.224861985358656E-10
Time 35: 4.088851196012636E-10
Time 36: 4.2533186466640726E-10
Time 37: 4.233577837486628E-10
Time 38: 4.085406477209331E-10
Time 39: 4.165861292519964E-10
Time 40: 4.113122039018913E-10
Time 41: 4.0204570440485536E-10
Time 42: 4.104132538396183E-10
Time 43: 4.1217247425161046E-10
Time 44: 4.183240825264601E-10
Time 45: 4.1598961946193916E-10
Time 46: 4.214920756221969E-10
Time 47: 4.196241337346092E-10
Time 48: 4.2414507281475546E-10
Time 49: 4.149153649585292E-10
Time 50: 4.185273417117771E-10
Time 51: 4.154535043389268E-10
Time 52: 4.174835666606128E-10
Time 53: 4.0971567657363685E-10
Time 54: 4.121863678442933E-10
Time 55: 4.0514892189963784E-10
Time 56: 4.084382021374355E-10
Time 57: 3.8954580250203536E-10
Time 58: 4.1694347232805414E-10
Time 59: 4.058715516134015E-10
Time 60: 4.166699142234513E-10
Time 61: 4.198388538606945E-10
Time 62: 4.1881909193782313E-10
Time 63: 4.2322966633120544E-10
Time 64: 4.20186269691145E-10
Time 65: 4.1252867383735444E-10
Time 66: 4.242144621903685E-10
Time 67: 4.275603866987673E-10
Time 68: 4.267897939787252E-10
Time 69: 4.205475505470863E-10
Time 70: 4.1930720486882775E-10
Time 71: 4.0395992124316853E-10
Time 72: 4.2344544729235906E-10
Time 73: 4.244376643640176E-10
Time 74: 4.219446940902692E-10
Time 75: 4.260116849424934E-10
Time 76: 4.2568457969415204E-10
Time 77: 4.266297675740083E-10
Time 78: 4.3161789330763974E-10
Time 79: 4.2506711275180233E-10
Time 80: 4.2122465518821324E-10
Time 81: 4.2316175502534567E-10
Time 82: 4.3826165252075563E-10
Time 83: 4.2804927399608037E-10
Time 84: 4.159790639673543E-10
Time 85: 4.311726791103394E-10
Time 86: 4.188851483770582E-10
Time 87: 4.3104754563135775E-10
Time 88: 4.17179364844292E-10
Time 89: 4.2520450008146176E-10
Time 90: 4.096829314572951E-10
Time 91: 4.1844229105784083E-10
Time 92: 4.28714252698409E-10
Time 93: 4.304220063845289E-10
Time 94: 4.214196880907197E-10
Time 95: 4.2172212800265805E-10
Time 96: 4.396355341730388E-10
Time 97: 4.335309023966532E-10
Time 98: 4.264487012300505E-10
Time 99: 4.2038616989803374E-10
Time 100: 4.336022036463443E-10
Time 101: 4.2602690486442814E-10
Time 102: 4.3107687600475847E-10
Time 103: 4.361966526918193E-10
Time 104: 4.4152664017443414E-10
Time 105: 4.4254288652625347E-10
Time 106: 4.3332532070720476E-10
Time 107: 4.3816638479194564E-10
Time 108: 4.4718005114774646E-10
Time 109: 4.388014861005716E-10
Time 110: 4.351979957005703E-10
Time 111: 4.4393471538687956E-10
Time 112: 4.396851297506856E-10
Time 113: 4.4245759213216795E-10
Time 114: 4.359875314423966E-10
Time 115: 4.5613213929764185E-10
Time 116: 4.5276409347744157E-10
Time 117: 4.489591763798968E-10
Time 118: 4.496540067069077E-10
Time 119: 4.3769804033869474E-10
Time 120: 4.3713924993727166E-10
