-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -30120 msec
-------------------------------------
Time-interval 1: 10
Time-interval 2: 10
Time-interval 3: 11
Time-interval 4: 13
Time-interval 5: 6
Time-interval 6: 10
Time-interval 7: 9
Time-interval 8: 11
Time-interval 9: 9
Time-interval 10: 13
Time-interval 11: 12
Time-interval 12: 5
Time-interval 13: 8
Time-interval 14: 13
Time-interval 15: 4
Time-interval 16: 9
Time-interval 17: 9
Time-interval 18: 12
Time-interval 19: 13
Time-interval 20: 9
Time-interval 21: 5
Time-interval 22: 8
Time-interval 23: 8
Time-interval 24: 13
Time-interval 25: 11
Time-interval 26: 15
Time-interval 27: 10
Time-interval 28: 12
Time-interval 29: 13
Time-interval 30: 10
Time-interval 31: 9
Time-interval 32: 13
Time-interval 33: 16
Time-interval 34: 13
Time-interval 35: 13
Time-interval 36: 17
Time-interval 37: 16
Time-interval 38: 17
Time-interval 39: 19
Time-interval 40: 13
Time-interval 41: 14
Time-interval 42: 16
Time-interval 43: 9
Time-interval 44: 15
Time-interval 45: 19
Time-interval 46: 18
Time-interval 47: 18
Time-interval 48: 16
Time-interval 49: 22
Time-interval 50: 18
Time-interval 51: 12
Time-interval 52: 18
Time-interval 53: 12
Time-interval 54: 19
Time-interval 55: 17
Time-interval 56: 14
Time-interval 57: 9
Time-interval 58: 20
Time-interval 59: 17
Time-interval 60: 14
Time-interval 61: 24
Time-interval 62: 16
Time-interval 63: 22
Time-interval 64: 22
Time-interval 65: 16
Time-interval 66: 15
Time-interval 67: 10
Time-interval 68: 16
Time-interval 69: 24
Time-interval 70: 14
Time-interval 71: 20
Time-interval 72: 20
Time-interval 73: 14
Time-interval 74: 14
Time-interval 75: 16
Time-interval 76: 20
Time-interval 77: 12
Time-interval 78: 16
Time-interval 79: 16
Time-interval 80: 16
Time-interval 81: 16
Time-interval 82: 19
Time-interval 83: 17
Time-interval 84: 22
Time-interval 85: 23
Time-interval 86: 18
Time-interval 87: 18
Time-interval 88: 24
Time-interval 89: 24
Time-interval 90: 18
Time-interval 91: 19
Time-interval 92: 18
Time-interval 93: 14
Time-interval 94: 23
Time-interval 95: 25
Time-interval 96: 34
Time-interval 97: 31
Time-interval 98: 24
Time-interval 99: 20
Time-interval 100: 21
Time-interval 101: 21
Time-interval 102: 19
Time-interval 103: 20
Time-interval 104: 22
Time-interval 105: 20
Time-interval 106: 17
Time-interval 107: 25
Time-interval 108: 29
Time-interval 109: 19
Time-interval 110: 22
Time-interval 111: 24
Time-interval 112: 32
Time-interval 113: 25
Time-interval 114: 33
Time-interval 115: 26
Time-interval 116: 21
Time-interval 117: 28
Time-interval 118: 29
Time-interval 119: 36
Time-interval 120: 25
