-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -27224 msec
-------------------------------------
Time-interval 1: 9
Time-interval 2: 7
Time-interval 3: 10
Time-interval 4: 13
Time-interval 5: 5
Time-interval 6: 4
Time-interval 7: 9
Time-interval 8: 8
Time-interval 9: 8
Time-interval 10: 11
Time-interval 11: 13
Time-interval 12: 9
Time-interval 13: 8
Time-interval 14: 13
Time-interval 15: 6
Time-interval 16: 4
Time-interval 17: 6
Time-interval 18: 14
Time-interval 19: 15
Time-interval 20: 11
Time-interval 21: 6
Time-interval 22: 4
Time-interval 23: 12
Time-interval 24: 9
Time-interval 25: 9
Time-interval 26: 5
Time-interval 27: 8
Time-interval 28: 10
Time-interval 29: 6
Time-interval 30: 8
Time-interval 31: 6
Time-interval 32: 6
Time-interval 33: 7
Time-interval 34: 10
Time-interval 35: 15
Time-interval 36: 8
Time-interval 37: 11
Time-interval 38: 4
Time-interval 39: 14
Time-interval 40: 12
Time-interval 41: 16
Time-interval 42: 11
Time-interval 43: 8
Time-interval 44: 21
Time-interval 45: 14
Time-interval 46: 14
Time-interval 47: 10
Time-interval 48: 11
Time-interval 49: 18
Time-interval 50: 15
Time-interval 51: 9
Time-interval 52: 7
Time-interval 53: 10
Time-interval 54: 13
Time-interval 55: 13
Time-interval 56: 8
Time-interval 57: 9
Time-interval 58: 6
Time-interval 59: 13
Time-interval 60: 15
Time-interval 61: 6
Time-interval 62: 9
Time-interval 63: 6
Time-interval 64: 6
Time-interval 65: 10
Time-interval 66: 18
Time-interval 67: 7
Time-interval 68: 16
Time-interval 69: 8
Time-interval 70: 10
Time-interval 71: 14
Time-interval 72: 16
Time-interval 73: 10
Time-interval 74: 15
Time-interval 75: 11
Time-interval 76: 12
Time-interval 77: 16
Time-interval 78: 13
Time-interval 79: 12
Time-interval 80: 15
Time-interval 81: 11
Time-interval 82: 10
Time-interval 83: 17
Time-interval 84: 18
Time-interval 85: 16
Time-interval 86: 16
Time-interval 87: 7
Time-interval 88: 12
Time-interval 89: 16
Time-interval 90: 13
Time-interval 91: 13
Time-interval 92: 8
Time-interval 93: 7
Time-interval 94: 17
Time-interval 95: 19
Time-interval 96: 13
Time-interval 97: 14
Time-interval 98: 12
Time-interval 99: 8
Time-interval 100: 11
Time-interval 101: 14
Time-interval 102: 11
Time-interval 103: 16
Time-interval 104: 21
Time-interval 105: 11
Time-interval 106: 11
Time-interval 107: 17
Time-interval 108: 8
Time-interval 109: 13
Time-interval 110: 14
Time-interval 111: 6
Time-interval 112: 14
Time-interval 113: 10
Time-interval 114: 16
Time-interval 115: 15
Time-interval 116: 15
Time-interval 117: 18
Time-interval 118: 17
Time-interval 119: 14
Time-interval 120: 14
25665
