-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Lunch
Iteration: 1
Look-ahead time: 45.0 sec
Execution time: -17826 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 5
Time-interval 3: 5
Time-interval 4: 4
Time-interval 5: 2
Time-interval 6: 1
Time-interval 7: 3
Time-interval 8: 4
Time-interval 9: 4
Time-interval 10: 7
Time-interval 11: 8
Time-interval 12: 6
Time-interval 13: 2
Time-interval 14: 5
Time-interval 15: 3
Time-interval 16: 5
Time-interval 17: 2
Time-interval 18: 4
Time-interval 19: 6
Time-interval 20: 2
Time-interval 21: 4
Time-interval 22: 3
Time-interval 23: 7
Time-interval 24: 5
Time-interval 25: 3
Time-interval 26: 2
Time-interval 27: 7
Time-interval 28: 8
Time-interval 29: 4
Time-interval 30: 6
Time-interval 31: 4
Time-interval 32: 9
Time-interval 33: 7
Time-interval 34: 8
Time-interval 35: 2
Time-interval 36: 6
Time-interval 37: 5
Time-interval 38: 3
Time-interval 39: 4
Time-interval 40: 10
Time-interval 41: 9
Time-interval 42: 5
Time-interval 43: 8
Time-interval 44: 13
Time-interval 45: 5
Time-interval 46: 11
Time-interval 47: 5
Time-interval 48: 4
Time-interval 49: 8
Time-interval 50: 9
Time-interval 51: 7
Time-interval 52: 4
Time-interval 53: 8
Time-interval 54: 10
Time-interval 55: 8
Time-interval 56: 3
Time-interval 57: 11
Time-interval 58: 9
Time-interval 59: 4
Time-interval 60: 5
Time-interval 61: 7
Time-interval 62: 12
Time-interval 63: 8
Time-interval 64: 7
Time-interval 65: 16
Time-interval 66: 5
Time-interval 67: 9
Time-interval 68: 10
Time-interval 69: 10
Time-interval 70: 15
Time-interval 71: 8
Time-interval 72: 10
Time-interval 73: 10
Time-interval 74: 5
Time-interval 75: 7
Time-interval 76: 10
Time-interval 77: 12
Time-interval 78: 10
Time-interval 79: 10
Time-interval 80: 10
Time-interval 81: 14
Time-interval 82: 16
Time-interval 83: 15
Time-interval 84: 13
Time-interval 85: 13
Time-interval 86: 9
Time-interval 87: 11
Time-interval 88: 11
Time-interval 89: 7
Time-interval 90: 7
Time-interval 91: 10
Time-interval 92: 6
Time-interval 93: 9
Time-interval 94: 11
Time-interval 95: 9
Time-interval 96: 5
Time-interval 97: 9
Time-interval 98: 7
Time-interval 99: 5
Time-interval 100: 5
Time-interval 101: 12
Time-interval 102: 10
Time-interval 103: 9
Time-interval 104: 11
Time-interval 105: 12
Time-interval 106: 10
Time-interval 107: 6
Time-interval 108: 20
Time-interval 109: 14
Time-interval 110: 14
Time-interval 111: 14
Time-interval 112: 12
Time-interval 113: 16
Time-interval 114: 18
Time-interval 115: 20
Time-interval 116: 20
Time-interval 117: 16
Time-interval 118: 9
Time-interval 119: 21
Time-interval 120: 13
21764
