-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Lunch
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -23814 msec
-------------------------------------
Time-interval 1: 6
Time-interval 2: 4
Time-interval 3: 5
Time-interval 4: 8
Time-interval 5: 3
Time-interval 6: 6
Time-interval 7: 6
Time-interval 8: 10
Time-interval 9: 8
Time-interval 10: 6
Time-interval 11: 6
Time-interval 12: 5
Time-interval 13: 5
Time-interval 14: 7
Time-interval 15: 7
Time-interval 16: 9
Time-interval 17: 5
Time-interval 18: 5
Time-interval 19: 9
Time-interval 20: 9
Time-interval 21: 7
Time-interval 22: 10
Time-interval 23: 8
Time-interval 24: 8
Time-interval 25: 10
Time-interval 26: 6
Time-interval 27: 8
Time-interval 28: 7
Time-interval 29: 11
Time-interval 30: 4
Time-interval 31: 11
Time-interval 32: 9
Time-interval 33: 6
Time-interval 34: 9
Time-interval 35: 7
Time-interval 36: 12
Time-interval 37: 12
Time-interval 38: 8
Time-interval 39: 10
Time-interval 40: 10
Time-interval 41: 5
Time-interval 42: 13
Time-interval 43: 6
Time-interval 44: 12
Time-interval 45: 13
Time-interval 46: 8
Time-interval 47: 10
Time-interval 48: 8
Time-interval 49: 13
Time-interval 50: 15
Time-interval 51: 11
Time-interval 52: 10
Time-interval 53: 13
Time-interval 54: 14
Time-interval 55: 7
Time-interval 56: 9
Time-interval 57: 16
Time-interval 58: 8
Time-interval 59: 14
Time-interval 60: 14
Time-interval 61: 20
Time-interval 62: 14
Time-interval 63: 13
Time-interval 64: 7
Time-interval 65: 19
Time-interval 66: 11
Time-interval 67: 23
Time-interval 68: 14
Time-interval 69: 12
Time-interval 70: 18
Time-interval 71: 13
Time-interval 72: 22
Time-interval 73: 8
Time-interval 74: 10
Time-interval 75: 14
Time-interval 76: 12
Time-interval 77: 19
Time-interval 78: 11
Time-interval 79: 16
Time-interval 80: 11
Time-interval 81: 15
Time-interval 82: 17
Time-interval 83: 14
Time-interval 84: 18
Time-interval 85: 10
Time-interval 86: 13
Time-interval 87: 14
Time-interval 88: 16
Time-interval 89: 10
Time-interval 90: 6
Time-interval 91: 15
Time-interval 92: 9
Time-interval 93: 9
Time-interval 94: 16
Time-interval 95: 13
Time-interval 96: 16
Time-interval 97: 11
Time-interval 98: 13
Time-interval 99: 15
Time-interval 100: 9
Time-interval 101: 17
Time-interval 102: 17
Time-interval 103: 18
Time-interval 104: 14
Time-interval 105: 23
Time-interval 106: 17
Time-interval 107: 18
Time-interval 108: 12
Time-interval 109: 18
Time-interval 110: 17
Time-interval 111: 13
Time-interval 112: 24
Time-interval 113: 22
Time-interval 114: 20
Time-interval 115: 24
Time-interval 116: 21
Time-interval 117: 12
Time-interval 118: 16
Time-interval 119: 25
Time-interval 120: 18
