-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Lunch
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -16425 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 10
Time-interval 3: 4
Time-interval 4: 9
Time-interval 5: 2
Time-interval 6: 10
Time-interval 7: 3
Time-interval 8: 5
Time-interval 9: 6
Time-interval 10: 7
Time-interval 11: 5
Time-interval 12: 7
Time-interval 13: 7
Time-interval 14: 6
Time-interval 15: 3
Time-interval 16: 0
Time-interval 17: 5
Time-interval 18: 10
Time-interval 19: 4
Time-interval 20: 3
Time-interval 21: 2
Time-interval 22: 6
Time-interval 23: 6
Time-interval 24: 5
Time-interval 25: 5
Time-interval 26: 8
Time-interval 27: 7
Time-interval 28: 6
Time-interval 29: 8
Time-interval 30: 5
Time-interval 31: 10
Time-interval 32: 7
Time-interval 33: 7
Time-interval 34: 8
Time-interval 35: 9
Time-interval 36: 6
Time-interval 37: 3
Time-interval 38: 10
Time-interval 39: 7
Time-interval 40: 10
Time-interval 41: 7
Time-interval 42: 8
Time-interval 43: 6
Time-interval 44: 6
Time-interval 45: 7
Time-interval 46: 11
Time-interval 47: 8
Time-interval 48: 9
Time-interval 49: 5
Time-interval 50: 6
Time-interval 51: 10
Time-interval 52: 7
Time-interval 53: 7
Time-interval 54: 4
Time-interval 55: 6
Time-interval 56: 9
Time-interval 57: 7
Time-interval 58: 10
Time-interval 59: 7
Time-interval 60: 3
Time-interval 61: 4
Time-interval 62: 6
Time-interval 63: 7
Time-interval 64: 3
Time-interval 65: 6
Time-interval 66: 10
Time-interval 67: 8
Time-interval 68: 9
Time-interval 69: 9
Time-interval 70: 13
Time-interval 71: 5
Time-interval 72: 10
Time-interval 73: 7
Time-interval 74: 8
Time-interval 75: 8
Time-interval 76: 11
Time-interval 77: 9
Time-interval 78: 6
Time-interval 79: 15
Time-interval 80: 7
Time-interval 81: 9
Time-interval 82: 4
Time-interval 83: 8
Time-interval 84: 4
Time-interval 85: 7
Time-interval 86: 11
Time-interval 87: 11
Time-interval 88: 12
Time-interval 89: 9
Time-interval 90: 9
Time-interval 91: 2
Time-interval 92: 12
Time-interval 93: 7
Time-interval 94: 6
Time-interval 95: 9
Time-interval 96: 8
Time-interval 97: 10
Time-interval 98: 13
Time-interval 99: 12
Time-interval 100: 7
Time-interval 101: 6
Time-interval 102: 11
Time-interval 103: 12
Time-interval 104: 11
Time-interval 105: 11
Time-interval 106: 11
Time-interval 107: 7
Time-interval 108: 11
Time-interval 109: 11
Time-interval 110: 9
Time-interval 111: 8
Time-interval 112: 11
Time-interval 113: 11
Time-interval 114: 12
Time-interval 115: 5
Time-interval 116: 3
Time-interval 117: 9
Time-interval 118: 4
Time-interval 119: 10
Time-interval 120: 16
21755
