-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Lunch
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -22298 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 11
Time-interval 3: 4
Time-interval 4: 9
Time-interval 5: 1
Time-interval 6: 10
Time-interval 7: 2
Time-interval 8: 4
Time-interval 9: 6
Time-interval 10: 6
Time-interval 11: 9
Time-interval 12: 6
Time-interval 13: 7
Time-interval 14: 8
Time-interval 15: 4
Time-interval 16: 0
Time-interval 17: 6
Time-interval 18: 9
Time-interval 19: 4
Time-interval 20: 3
Time-interval 21: 2
Time-interval 22: 6
Time-interval 23: 8
Time-interval 24: 2
Time-interval 25: 5
Time-interval 26: 8
Time-interval 27: 6
Time-interval 28: 8
Time-interval 29: 6
Time-interval 30: 5
Time-interval 31: 13
Time-interval 32: 6
Time-interval 33: 8
Time-interval 34: 8
Time-interval 35: 9
Time-interval 36: 7
Time-interval 37: 3
Time-interval 38: 10
Time-interval 39: 7
Time-interval 40: 9
Time-interval 41: 8
Time-interval 42: 8
Time-interval 43: 5
Time-interval 44: 7
Time-interval 45: 9
Time-interval 46: 11
Time-interval 47: 10
Time-interval 48: 10
Time-interval 49: 5
Time-interval 50: 6
Time-interval 51: 11
Time-interval 52: 6
Time-interval 53: 7
Time-interval 54: 4
Time-interval 55: 7
Time-interval 56: 11
Time-interval 57: 4
Time-interval 58: 12
Time-interval 59: 7
Time-interval 60: 2
Time-interval 61: 5
Time-interval 62: 8
Time-interval 63: 6
Time-interval 64: 2
Time-interval 65: 7
Time-interval 66: 11
Time-interval 67: 9
Time-interval 68: 10
Time-interval 69: 9
Time-interval 70: 12
Time-interval 71: 5
Time-interval 72: 12
Time-interval 73: 7
Time-interval 74: 8
Time-interval 75: 10
Time-interval 76: 8
Time-interval 77: 12
Time-interval 78: 7
Time-interval 79: 16
Time-interval 80: 6
Time-interval 81: 5
Time-interval 82: 4
Time-interval 83: 8
Time-interval 84: 5
Time-interval 85: 7
Time-interval 86: 11
Time-interval 87: 11
Time-interval 88: 13
Time-interval 89: 14
Time-interval 90: 10
Time-interval 91: 2
Time-interval 92: 12
Time-interval 93: 7
Time-interval 94: 10
Time-interval 95: 9
Time-interval 96: 9
Time-interval 97: 9
Time-interval 98: 14
Time-interval 99: 11
Time-interval 100: 8
Time-interval 101: 4
Time-interval 102: 12
Time-interval 103: 11
Time-interval 104: 10
Time-interval 105: 11
Time-interval 106: 11
Time-interval 107: 6
Time-interval 108: 11
Time-interval 109: 11
Time-interval 110: 9
Time-interval 111: 11
Time-interval 112: 10
Time-interval 113: 12
Time-interval 114: 12
Time-interval 115: 4
Time-interval 116: 4
Time-interval 117: 11
Time-interval 118: 4
Time-interval 119: 9
Time-interval 120: 13
