-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Lunch
Iteration: 1
Look-ahead time: 30.0 sec
Execution time: -23400 msec
-------------------------------------
Time-interval 1: 3
Time-interval 2: 1
Time-interval 3: 2
Time-interval 4: 1
Time-interval 5: 2
Time-interval 6: 0
Time-interval 7: 5
Time-interval 8: 2
Time-interval 9: 1
Time-interval 10: 2
Time-interval 11: 2
Time-interval 12: 1
Time-interval 13: 2
Time-interval 14: 3
Time-interval 15: 3
Time-interval 16: 3
Time-interval 17: 4
Time-interval 18: 0
Time-interval 19: 2
Time-interval 20: 1
Time-interval 21: 2
Time-interval 22: 2
Time-interval 23: 4
Time-interval 24: 1
Time-interval 25: 2
Time-interval 26: 1
Time-interval 27: 1
Time-interval 28: 2
Time-interval 29: 3
Time-interval 30: 3
Time-interval 31: 0
Time-interval 32: 7
Time-interval 33: 5
Time-interval 34: 3
Time-interval 35: 1
Time-interval 36: 5
Time-interval 37: 1
Time-interval 38: 6
Time-interval 39: 3
Time-interval 40: 4
Time-interval 41: 2
Time-interval 42: 5
Time-interval 43: 2
Time-interval 44: 3
Time-interval 45: 4
Time-interval 46: 1
Time-interval 47: 1
Time-interval 48: 1
Time-interval 49: 1
Time-interval 50: 0
Time-interval 51: 3
Time-interval 52: 3
Time-interval 53: 2
Time-interval 54: 5
Time-interval 55: 1
Time-interval 56: 5
Time-interval 57: 2
Time-interval 58: 4
Time-interval 59: 3
Time-interval 60: 4
Time-interval 61: 4
Time-interval 62: 3
Time-interval 63: 2
Time-interval 64: 5
Time-interval 65: 2
Time-interval 66: 5
Time-interval 67: 3
Time-interval 68: 5
Time-interval 69: 4
Time-interval 70: 2
Time-interval 71: 3
Time-interval 72: 4
Time-interval 73: 3
Time-interval 74: 6
Time-interval 75: 3
Time-interval 76: 4
Time-interval 77: 4
Time-interval 78: 9
Time-interval 79: 4
Time-interval 80: 3
Time-interval 81: 3
Time-interval 82: 3
Time-interval 83: 3
Time-interval 84: 6
Time-interval 85: 5
Time-interval 86: 0
Time-interval 87: 1
Time-interval 88: 2
Time-interval 89: 3
Time-interval 90: 2
Time-interval 91: 4
Time-interval 92: 5
Time-interval 93: 2
Time-interval 94: 3
Time-interval 95: 5
Time-interval 96: 0
Time-interval 97: 3
Time-interval 98: 6
Time-interval 99: 5
Time-interval 100: 5
Time-interval 101: 3
Time-interval 102: 6
Time-interval 103: 3
Time-interval 104: 7
Time-interval 105: 3
Time-interval 106: 4
Time-interval 107: 7
Time-interval 108: 3
Time-interval 109: 8
Time-interval 110: 3
Time-interval 111: 6
Time-interval 112: 3
Time-interval 113: 4
Time-interval 114: 7
Time-interval 115: 10
Time-interval 116: 10
Time-interval 117: 5
Time-interval 118: 6
Time-interval 119: 7
Time-interval 120: 10
