-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Lunch
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -22156 msec
-------------------------------------
Time-interval 1: 6
Time-interval 2: 5
Time-interval 3: 7
Time-interval 4: 8
Time-interval 5: 13
Time-interval 6: 9
Time-interval 7: 8
Time-interval 8: 8
Time-interval 9: 5
Time-interval 10: 6
Time-interval 11: 7
Time-interval 12: 9
Time-interval 13: 10
Time-interval 14: 10
Time-interval 15: 10
Time-interval 16: 13
Time-interval 17: 11
Time-interval 18: 9
Time-interval 19: 15
Time-interval 20: 12
Time-interval 21: 4
Time-interval 22: 8
Time-interval 23: 9
Time-interval 24: 13
Time-interval 25: 13
Time-interval 26: 13
Time-interval 27: 13
Time-interval 28: 12
Time-interval 29: 18
Time-interval 30: 13
Time-interval 31: 14
Time-interval 32: 12
Time-interval 33: 10
Time-interval 34: 15
Time-interval 35: 13
Time-interval 36: 10
Time-interval 37: 10
Time-interval 38: 12
Time-interval 39: 9
Time-interval 40: 9
Time-interval 41: 15
Time-interval 42: 14
Time-interval 43: 8
Time-interval 44: 16
Time-interval 45: 14
Time-interval 46: 10
Time-interval 47: 14
Time-interval 48: 15
Time-interval 49: 17
Time-interval 50: 13
Time-interval 51: 16
Time-interval 52: 9
Time-interval 53: 17
Time-interval 54: 11
Time-interval 55: 14
Time-interval 56: 18
Time-interval 57: 9
Time-interval 58: 13
Time-interval 59: 13
Time-interval 60: 16
Time-interval 61: 14
Time-interval 62: 14
Time-interval 63: 12
Time-interval 64: 19
Time-interval 65: 14
Time-interval 66: 7
Time-interval 67: 11
Time-interval 68: 13
Time-interval 69: 16
Time-interval 70: 14
Time-interval 71: 12
Time-interval 72: 16
Time-interval 73: 17
Time-interval 74: 14
Time-interval 75: 14
Time-interval 76: 8
Time-interval 77: 21
Time-interval 78: 20
Time-interval 79: 18
Time-interval 80: 16
Time-interval 81: 14
Time-interval 82: 18
Time-interval 83: 13
Time-interval 84: 19
Time-interval 85: 11
Time-interval 86: 16
Time-interval 87: 14
Time-interval 88: 17
Time-interval 89: 15
Time-interval 90: 15
Time-interval 91: 13
Time-interval 92: 10
Time-interval 93: 9
Time-interval 94: 26
Time-interval 95: 20
Time-interval 96: 12
Time-interval 97: 8
Time-interval 98: 25
Time-interval 99: 13
Time-interval 100: 12
Time-interval 101: 9
Time-interval 102: 17
Time-interval 103: 12
Time-interval 104: 12
Time-interval 105: 21
Time-interval 106: 13
Time-interval 107: 14
Time-interval 108: 20
Time-interval 109: 14
Time-interval 110: 16
Time-interval 111: 14
Time-interval 112: 14
Time-interval 113: 10
Time-interval 114: 18
Time-interval 115: 13
Time-interval 116: 13
Time-interval 117: 8
Time-interval 118: 15
Time-interval 119: 17
Time-interval 120: 8
