-------------------------------------
Air Traffic Density Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Lunch
Iteration: 2
Execution time: 36 msec
-------------------------------------
Time 1: 3.216888420546264E-10
Time 2: 3.2272254267995087E-10
Time 3: 3.3433585219883847E-10
Time 4: 3.287899732692773E-10
Time 5: 3.403600475782399E-10
Time 6: 3.3304509377034936E-10
Time 7: 3.3188025692957496E-10
Time 8: 3.349630596778548E-10
Time 9: 3.389767242630988E-10
Time 10: 3.29272511430892E-10
Time 11: 3.390603482992713E-10
Time 12: 3.421600430236321E-10
Time 13: 3.359835502822979E-10
Time 14: 3.2961571569781823E-10
Time 15: 3.214771307782591E-10
Time 16: 3.102431696070278E-10
Time 17: 3.1713820548798974E-10
Time 18: 3.173212152613829E-10
Time 19: 3.2566005613273284E-10
Time 20: 3.2699400267642963E-10
Time 21: 3.3737008839216513E-10
Time 22: 3.3790628207642196E-10
Time 23: 3.2977595233908647E-10
Time 24: 3.2532896396185513E-10
Time 25: 3.335939177629112E-10
Time 26: 3.4267191335928836E-10
Time 27: 3.401479329816748E-10
Time 28: 3.464607763801924E-10
Time 29: 3.254166575424247E-10
Time 30: 3.3352692284733523E-10
Time 31: 3.306393043342863E-10
Time 32: 3.467843521108446E-10
Time 33: 3.4319080585792536E-10
Time 34: 3.2772639652959383E-10
Time 35: 3.4124296420139385E-10
Time 36: 3.4560938146553506E-10
Time 37: 3.3978900993624925E-10
Time 38: 3.540005339421366E-10
Time 39: 3.501861066380019E-10
Time 40: 3.4884854156853033E-10
Time 41: 3.575805295683965E-10
Time 42: 3.657305781893535E-10
Time 43: 3.5364969981566515E-10
Time 44: 3.57780314225331E-10
Time 45: 3.5264976267133996E-10
Time 46: 3.5906457542507567E-10
Time 47: 3.4148351061444715E-10
Time 48: 3.353334882517469E-10
Time 49: 3.5979978332983447E-10
Time 50: 3.459141448249725E-10
Time 51: 3.525423356502941E-10
Time 52: 3.5207002447520117E-10
Time 53: 3.4002307198745373E-10
Time 54: 3.2571539277708176E-10
Time 55: 3.4639152592156115E-10
Time 56: 3.4231574474274495E-10
Time 57: 3.459168105974244E-10
Time 58: 3.4318182570787026E-10
Time 59: 3.5428234297675675E-10
Time 60: 3.578220813372422E-10
Time 61: 3.553892686559724E-10
Time 62: 3.3955335240398E-10
Time 63: 3.4682850528673134E-10
Time 64: 3.438913097034952E-10
Time 65: 3.5264300280830533E-10
Time 66: 3.543531748761725E-10
Time 67: 3.4778049171310694E-10
Time 68: 3.5873415815607874E-10
Time 69: 3.491097382977548E-10
Time 70: 3.5537611685881295E-10
Time 71: 3.5472448388300246E-10
Time 72: 3.6744595072118115E-10
Time 73: 3.594315904926754E-10
Time 74: 3.445996682290454E-10
Time 75: 3.4780067606505613E-10
Time 76: 3.533727314650592E-10
Time 77: 3.3935022284337873E-10
Time 78: 3.342989446236658E-10
Time 79: 3.3539289048096605E-10
Time 80: 3.4923126242683084E-10
Time 81: 3.514359810395553E-10
Time 82: 3.395926924428615E-10
Time 83: 3.4485624846002935E-10
Time 84: 3.427525766912377E-10
Time 85: 3.496502381912084E-10
Time 86: 3.572587483914477E-10
Time 87: 3.4479004775641835E-10
Time 88: 3.46171755991472E-10
Time 89: 3.5534272479560065E-10
Time 90: 3.490108004742969E-10
Time 91: 3.5143328022273175E-10
Time 92: 3.4909073092281347E-10
Time 93: 3.5146018052227933E-10
Time 94: 3.452291357095041E-10
Time 95: 3.356179916637996E-10
Time 96: 3.4001186296303184E-10
Time 97: 3.323556605815553E-10
Time 98: 3.401812919592479E-10
Time 99: 3.4452445230922594E-10
Time 100: 3.5112091005405356E-10
Time 101: 3.4991286455987827E-10
Time 102: 3.369028583179647E-10
Time 103: 3.4671452128722596E-10
Time 104: 3.5865686065920986E-10
Time 105: 3.6398372104312355E-10
Time 106: 3.654445651697319E-10
Time 107: 3.625845464150713E-10
Time 108: 3.578851495002873E-10
Time 109: 3.490975572133612E-10
Time 110: 3.5705500986562147E-10
Time 111: 3.439389001092992E-10
Time 112: 3.514495903122681E-10
Time 113: 3.5390620670332424E-10
Time 114: 3.4970834201401193E-10
Time 115: 3.469922364609045E-10
Time 116: 3.6062643431752643E-10
Time 117: 3.656751342582218E-10
Time 118: 3.6526306494135196E-10
Time 119: 3.6145135023958815E-10
Time 120: 3.5548888968201274E-10
