-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Evening
Iteration: 1
Look-ahead time: 15.0 sec
Execution time: -6585 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 3
Time-interval 3: 3
Time-interval 4: 3
Time-interval 5: 0
Time-interval 6: 3
Time-interval 7: 0
Time-interval 8: 6
Time-interval 9: 7
Time-interval 10: 4
Time-interval 11: 3
Time-interval 12: 4
Time-interval 13: 3
Time-interval 14: 3
Time-interval 15: 6
Time-interval 16: 2
Time-interval 17: 3
Time-interval 18: 5
Time-interval 19: 1
Time-interval 20: 2
Time-interval 21: 4
Time-interval 22: 2
Time-interval 23: 3
Time-interval 24: 1
Time-interval 25: 1
Time-interval 26: 3
Time-interval 27: 6
Time-interval 28: 7
Time-interval 29: 2
Time-interval 30: 2
Time-interval 31: 2
Time-interval 32: 3
Time-interval 33: 2
Time-interval 34: 6
Time-interval 35: 2
Time-interval 36: 2
Time-interval 37: 3
Time-interval 38: 2
Time-interval 39: 8
Time-interval 40: 8
Time-interval 41: 7
Time-interval 42: 1
Time-interval 43: 3
Time-interval 44: 4
Time-interval 45: 2
Time-interval 46: 7
Time-interval 47: 2
Time-interval 48: 5
Time-interval 49: 0
Time-interval 50: 5
Time-interval 51: 5
Time-interval 52: 6
Time-interval 53: 4
Time-interval 54: 6
Time-interval 55: 5
Time-interval 56: 2
Time-interval 57: 1
Time-interval 58: 5
Time-interval 59: 4
Time-interval 60: 6
Time-interval 61: 1
Time-interval 62: 2
Time-interval 63: 3
Time-interval 64: 2
Time-interval 65: 2
Time-interval 66: 3
Time-interval 67: 2
Time-interval 68: 5
Time-interval 69: 3
Time-interval 70: 5
Time-interval 71: 6
Time-interval 72: 3
Time-interval 73: 3
Time-interval 74: 2
Time-interval 75: 4
Time-interval 76: 2
Time-interval 77: 5
Time-interval 78: 4
Time-interval 79: 1
Time-interval 80: 5
Time-interval 81: 3
Time-interval 82: 2
Time-interval 83: 4
Time-interval 84: 2
Time-interval 85: 5
Time-interval 86: 5
Time-interval 87: 2
Time-interval 88: 4
Time-interval 89: 11
Time-interval 90: 8
Time-interval 91: 2
Time-interval 92: 2
Time-interval 93: 2
Time-interval 94: 4
Time-interval 95: 3
Time-interval 96: 5
Time-interval 97: 2
Time-interval 98: 4
Time-interval 99: 7
Time-interval 100: 4
Time-interval 101: 2
Time-interval 102: 4
Time-interval 103: 8
Time-interval 104: 4
Time-interval 105: 3
Time-interval 106: 2
Time-interval 107: 6
Time-interval 108: 2
Time-interval 109: 4
Time-interval 110: 8
Time-interval 111: 1
Time-interval 112: 6
Time-interval 113: 7
Time-interval 114: 1
Time-interval 115: 4
Time-interval 116: 6
Time-interval 117: 7
Time-interval 118: 5
Time-interval 119: 2
Time-interval 120: 3
