-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Evening
Iteration: 1
Look-ahead time: 45.0 sec
Execution time: -5388 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 3
Time-interval 3: 1
Time-interval 4: 1
Time-interval 5: 0
Time-interval 6: 1
Time-interval 7: 1
Time-interval 8: 1
Time-interval 9: 5
Time-interval 10: 1
Time-interval 11: 2
Time-interval 12: 3
Time-interval 13: 3
Time-interval 14: 1
Time-interval 15: 3
Time-interval 16: 2
Time-interval 17: 2
Time-interval 18: 6
Time-interval 19: 1
Time-interval 20: 1
Time-interval 21: 2
Time-interval 22: 2
Time-interval 23: 1
Time-interval 24: 0
Time-interval 25: 1
Time-interval 26: 1
Time-interval 27: 1
Time-interval 28: 2
Time-interval 29: 1
Time-interval 30: 0
Time-interval 31: 1
Time-interval 32: 1
Time-interval 33: 1
Time-interval 34: 1
Time-interval 35: 1
Time-interval 36: 2
Time-interval 37: 1
Time-interval 38: 3
Time-interval 39: 2
Time-interval 40: 1
Time-interval 41: 1
Time-interval 42: 0
Time-interval 43: 3
Time-interval 44: 1
Time-interval 45: 2
Time-interval 46: 0
Time-interval 47: 1
Time-interval 48: 0
Time-interval 49: 0
Time-interval 50: 2
Time-interval 51: 4
Time-interval 52: 1
Time-interval 53: 1
Time-interval 54: 0
Time-interval 55: 5
Time-interval 56: 1
Time-interval 57: 2
Time-interval 58: 0
Time-interval 59: 0
Time-interval 60: 1
Time-interval 61: 3
Time-interval 62: 3
Time-interval 63: 1
Time-interval 64: 4
Time-interval 65: 3
Time-interval 66: 0
Time-interval 67: 0
Time-interval 68: 2
Time-interval 69: 1
Time-interval 70: 1
Time-interval 71: 0
Time-interval 72: 3
Time-interval 73: 1
Time-interval 74: 3
Time-interval 75: 0
Time-interval 76: 3
Time-interval 77: 1
Time-interval 78: 3
Time-interval 79: 2
Time-interval 80: 0
Time-interval 81: 2
Time-interval 82: 1
Time-interval 83: 2
Time-interval 84: 4
Time-interval 85: 0
Time-interval 86: 1
Time-interval 87: 0
Time-interval 88: 1
Time-interval 89: 2
Time-interval 90: 0
Time-interval 91: 1
Time-interval 92: 2
Time-interval 93: 1
Time-interval 94: 0
Time-interval 95: 1
Time-interval 96: 0
Time-interval 97: 0
Time-interval 98: 2
Time-interval 99: 0
Time-interval 100: 3
Time-interval 101: 2
Time-interval 102: 1
Time-interval 103: 2
Time-interval 104: 3
Time-interval 105: 1
Time-interval 106: 0
Time-interval 107: 1
Time-interval 108: 2
Time-interval 109: 1
Time-interval 110: 2
Time-interval 111: 2
Time-interval 112: 3
Time-interval 113: 0
Time-interval 114: 1
Time-interval 115: 1
Time-interval 116: 1
Time-interval 117: 4
Time-interval 118: 3
Time-interval 119: 0
Time-interval 120: 1
13592
