-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Evening
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -5083 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 1
Time-interval 3: 2
Time-interval 4: 0
Time-interval 5: 0
Time-interval 6: 3
Time-interval 7: 2
Time-interval 8: 3
Time-interval 9: 5
Time-interval 10: 3
Time-interval 11: 2
Time-interval 12: 5
Time-interval 13: 2
Time-interval 14: 5
Time-interval 15: 1
Time-interval 16: 2
Time-interval 17: 4
Time-interval 18: 3
Time-interval 19: 4
Time-interval 20: 2
Time-interval 21: 6
Time-interval 22: 5
Time-interval 23: 5
Time-interval 24: 2
Time-interval 25: 0
Time-interval 26: 3
Time-interval 27: 1
Time-interval 28: 1
Time-interval 29: 3
Time-interval 30: 5
Time-interval 31: 1
Time-interval 32: 2
Time-interval 33: 4
Time-interval 34: 0
Time-interval 35: 0
Time-interval 36: 0
Time-interval 37: 2
Time-interval 38: 0
Time-interval 39: 2
Time-interval 40: 5
Time-interval 41: 5
Time-interval 42: 2
Time-interval 43: 2
Time-interval 44: 2
Time-interval 45: 1
Time-interval 46: 2
Time-interval 47: 4
Time-interval 48: 2
Time-interval 49: 2
Time-interval 50: 2
Time-interval 51: 2
Time-interval 52: 2
Time-interval 53: 3
Time-interval 54: 1
Time-interval 55: 6
Time-interval 56: 2
Time-interval 57: 2
Time-interval 58: 2
Time-interval 59: 6
Time-interval 60: 4
Time-interval 61: 3
Time-interval 62: 2
Time-interval 63: 1
Time-interval 64: 1
Time-interval 65: 2
Time-interval 66: 2
Time-interval 67: 5
Time-interval 68: 5
Time-interval 69: 4
Time-interval 70: 4
Time-interval 71: 2
Time-interval 72: 4
Time-interval 73: 3
Time-interval 74: 3
Time-interval 75: 3
Time-interval 76: 5
Time-interval 77: 2
Time-interval 78: 1
Time-interval 79: 3
Time-interval 80: 2
Time-interval 81: 3
Time-interval 82: 5
Time-interval 83: 4
Time-interval 84: 1
Time-interval 85: 4
Time-interval 86: 5
Time-interval 87: 4
Time-interval 88: 2
Time-interval 89: 1
Time-interval 90: 2
Time-interval 91: 3
Time-interval 92: 1
Time-interval 93: 0
Time-interval 94: 3
Time-interval 95: 2
Time-interval 96: 3
Time-interval 97: 4
Time-interval 98: 1
Time-interval 99: 6
Time-interval 100: 6
Time-interval 101: 3
Time-interval 102: 6
Time-interval 103: 3
Time-interval 104: 6
Time-interval 105: 2
Time-interval 106: 3
Time-interval 107: 3
Time-interval 108: 2
Time-interval 109: 3
Time-interval 110: 2
Time-interval 111: 1
Time-interval 112: 1
Time-interval 113: 2
Time-interval 114: 1
Time-interval 115: 2
Time-interval 116: 1
Time-interval 117: 2
Time-interval 118: 2
Time-interval 119: 4
Time-interval 120: 2
13516
