-------------------------------------
Air Traffic Density Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Evening
Iteration: 1
Execution time: 18 msec
-------------------------------------
Time 1: 1.951503447514023E-10
Time 2: 1.968092637797212E-10
Time 3: 2.034281916764599E-10
Time 4: 2.04345138155887E-10
Time 5: 2.1447848463072315E-10
Time 6: 2.09117783083637E-10
Time 7: 2.1801361839172233E-10
Time 8: 2.2007825998438338E-10
Time 9: 2.19925663896963E-10
Time 10: 2.252934152328126E-10
Time 11: 2.19761910928197E-10
Time 12: 2.2478357679103956E-10
Time 13: 2.2651376171031899E-10
Time 14: 2.236318296144402E-10
Time 15: 2.2344233879396939E-10
Time 16: 2.2658419629279826E-10
Time 17: 2.2661481649390483E-10
Time 18: 2.1396865670039046E-10
Time 19: 2.2593508408626085E-10
Time 20: 2.213800761519556E-10
Time 21: 2.1680625318869352E-10
Time 22: 2.1616794680539754E-10
Time 23: 2.1207177700499734E-10
Time 24: 2.1506188732425326E-10
Time 25: 2.1364403392225827E-10
Time 26: 2.0661766618024006E-10
Time 27: 2.066199849145613E-10
Time 28: 2.0312412851377808E-10
Time 29: 2.0264106401562573E-10
Time 30: 2.0574201362004086E-10
Time 31: 1.9917339669069544E-10
Time 32: 2.0340925131703771E-10
Time 33: 2.0903625380211392E-10
Time 34: 2.0769476014916265E-10
Time 35: 2.1447149826094212E-10
Time 36: 1.961684225975703E-10
Time 37: 2.046733116616589E-10
Time 38: 2.0505886585496186E-10
Time 39: 2.0387830588871938E-10
Time 40: 2.0591814552787834E-10
Time 41: 2.075164692544247E-10
Time 42: 2.1862366489720356E-10
Time 43: 2.1943092738062888E-10
Time 44: 2.2293352364729313E-10
Time 45: 2.2699615255805116E-10
Time 46: 2.2518716941048764E-10
Time 47: 2.2532503032905565E-10
Time 48: 2.261530751056449E-10
Time 49: 2.2575642624501056E-10
Time 50: 2.202598230363654E-10
Time 51: 2.2378012582694912E-10
Time 52: 2.2226941141935196E-10
Time 53: 2.1659877954008132E-10
Time 54: 2.0531232152516405E-10
Time 55: 2.1364680294915468E-10
Time 56: 2.1544904458107836E-10
Time 57: 1.9954645495765944E-10
Time 58: 2.147874591622814E-10
Time 59: 2.1125266249161884E-10
Time 60: 2.124133535087949E-10
Time 61: 2.1557626609228233E-10
Time 62: 2.1861829619951386E-10
Time 63: 2.1839377716192622E-10
Time 64: 2.1645856350813072E-10
Time 65: 2.0541011657376764E-10
Time 66: 2.170539462145671E-10
Time 67: 2.1480422319043457E-10
Time 68: 2.1832227017755464E-10
Time 69: 2.1379756856443335E-10
Time 70: 2.1715545545553125E-10
Time 71: 2.150698546500985E-10
Time 72: 2.137569856637765E-10
Time 73: 2.007999271244683E-10
Time 74: 2.1113108028851455E-10
Time 75: 2.0904916981164636E-10
Time 76: 2.1355499903085448E-10
Time 77: 2.1136038071089768E-10
Time 78: 2.093746979448292E-10
Time 79: 2.1122373804206327E-10
Time 80: 2.0982536515825746E-10
Time 81: 2.1894418577391235E-10
Time 82: 2.157031110992964E-10
Time 83: 2.2029339190085311E-10
Time 84: 2.173424006516529E-10
Time 85: 2.167140623588512E-10
Time 86: 2.186097218377258E-10
Time 87: 2.2078449893953987E-10
Time 88: 2.1588771298443937E-10
Time 89: 2.2074111341268425E-10
Time 90: 2.1995909808173428E-10
Time 91: 2.2439511435559963E-10
Time 92: 2.2825817751021203E-10
Time 93: 2.3016035185697952E-10
Time 94: 2.1832030096019854E-10
Time 95: 2.1995611888360085E-10
Time 96: 2.2125155567845463E-10
Time 97: 2.2896569625679309E-10
Time 98: 2.3181733400725174E-10
Time 99: 2.2447687436128256E-10
Time 100: 2.3006467962925077E-10
Time 101: 2.3025096771713615E-10
Time 102: 2.2014858220599553E-10
Time 103: 2.2956600228100847E-10
Time 104: 2.2625189738559846E-10
Time 105: 2.260990472130928E-10
Time 106: 2.2641191587777728E-10
Time 107: 2.2340028927081123E-10
Time 108: 2.1536964431349013E-10
Time 109: 2.2264018833198372E-10
Time 110: 2.1211214947421737E-10
Time 111: 2.1428336705482974E-10
Time 112: 2.1179528957236356E-10
Time 113: 2.1038039795389493E-10
Time 114: 2.0428955798991464E-10
Time 115: 2.0302193213314316E-10
Time 116: 2.0437753548084573E-10
Time 117: 2.032283990914415E-10
Time 118: 2.0914536518687388E-10
Time 119: 2.0862372817462572E-10
Time 120: 2.0441387898053147E-10
