-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Evening
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -5041 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 2
Time-interval 3: 0
Time-interval 4: 0
Time-interval 5: 2
Time-interval 6: 1
Time-interval 7: 0
Time-interval 8: 2
Time-interval 9: 2
Time-interval 10: 2
Time-interval 11: 1
Time-interval 12: 1
Time-interval 13: 2
Time-interval 14: 0
Time-interval 15: 0
Time-interval 16: 3
Time-interval 17: 0
Time-interval 18: 0
Time-interval 19: 2
Time-interval 20: 1
Time-interval 21: 1
Time-interval 22: 1
Time-interval 23: 1
Time-interval 24: 2
Time-interval 25: 2
Time-interval 26: 2
Time-interval 27: 1
Time-interval 28: 0
Time-interval 29: 1
Time-interval 30: 0
Time-interval 31: 2
Time-interval 32: 0
Time-interval 33: 1
Time-interval 34: 1
Time-interval 35: 1
Time-interval 36: 0
Time-interval 37: 0
Time-interval 38: 0
Time-interval 39: 1
Time-interval 40: 0
Time-interval 41: 1
Time-interval 42: 0
Time-interval 43: 1
Time-interval 44: 1
Time-interval 45: 1
Time-interval 46: 0
Time-interval 47: 1
Time-interval 48: 0
Time-interval 49: 1
Time-interval 50: 2
Time-interval 51: 2
Time-interval 52: 1
Time-interval 53: 0
Time-interval 54: 1
Time-interval 55: 1
Time-interval 56: 0
Time-interval 57: 1
Time-interval 58: 1
Time-interval 59: 1
Time-interval 60: 3
Time-interval 61: 0
Time-interval 62: 0
Time-interval 63: 1
Time-interval 64: 3
Time-interval 65: 0
Time-interval 66: 1
Time-interval 67: 1
Time-interval 68: 1
Time-interval 69: 0
Time-interval 70: 0
Time-interval 71: 1
Time-interval 72: 3
Time-interval 73: 0
Time-interval 74: 2
Time-interval 75: 0
Time-interval 76: 0
Time-interval 77: 1
Time-interval 78: 0
Time-interval 79: 1
Time-interval 80: 1
Time-interval 81: 0
Time-interval 82: 0
Time-interval 83: 2
Time-interval 84: 0
Time-interval 85: 2
Time-interval 86: 3
Time-interval 87: 4
Time-interval 88: 0
Time-interval 89: 1
Time-interval 90: 0
Time-interval 91: 0
Time-interval 92: 1
Time-interval 93: 0
Time-interval 94: 1
Time-interval 95: 0
Time-interval 96: 0
Time-interval 97: 1
Time-interval 98: 1
Time-interval 99: 4
Time-interval 100: 2
Time-interval 101: 0
Time-interval 102: 0
Time-interval 103: 1
Time-interval 104: 2
Time-interval 105: 0
Time-interval 106: 2
Time-interval 107: 2
Time-interval 108: 0
Time-interval 109: 2
Time-interval 110: 1
Time-interval 111: 2
Time-interval 112: 1
Time-interval 113: 0
Time-interval 114: 0
Time-interval 115: 1
Time-interval 116: 0
Time-interval 117: 0
Time-interval 118: 0
Time-interval 119: 3
Time-interval 120: 1
13516
