-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Evening
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -5350 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 0
Time-interval 3: 1
Time-interval 4: 0
Time-interval 5: 1
Time-interval 6: 2
Time-interval 7: 2
Time-interval 8: 0
Time-interval 9: 3
Time-interval 10: 0
Time-interval 11: 1
Time-interval 12: 2
Time-interval 13: 1
Time-interval 14: 0
Time-interval 15: 1
Time-interval 16: 1
Time-interval 17: 3
Time-interval 18: 6
Time-interval 19: 4
Time-interval 20: 3
Time-interval 21: 3
Time-interval 22: 2
Time-interval 23: 0
Time-interval 24: 0
Time-interval 25: 1
Time-interval 26: 5
Time-interval 27: 2
Time-interval 28: 1
Time-interval 29: 3
Time-interval 30: 5
Time-interval 31: 1
Time-interval 32: 3
Time-interval 33: 1
Time-interval 34: 2
Time-interval 35: 3
Time-interval 36: 1
Time-interval 37: 2
Time-interval 38: 3
Time-interval 39: 1
Time-interval 40: 0
Time-interval 41: 2
Time-interval 42: 1
Time-interval 43: 4
Time-interval 44: 4
Time-interval 45: 0
Time-interval 46: 3
Time-interval 47: 3
Time-interval 48: 2
Time-interval 49: 2
Time-interval 50: 2
Time-interval 51: 3
Time-interval 52: 1
Time-interval 53: 4
Time-interval 54: 1
Time-interval 55: 0
Time-interval 56: 2
Time-interval 57: 4
Time-interval 58: 5
Time-interval 59: 2
Time-interval 60: 1
Time-interval 61: 4
Time-interval 62: 3
Time-interval 63: 2
Time-interval 64: 3
Time-interval 65: 0
Time-interval 66: 2
Time-interval 67: 3
Time-interval 68: 2
Time-interval 69: 2
Time-interval 70: 4
Time-interval 71: 3
Time-interval 72: 1
Time-interval 73: 3
Time-interval 74: 4
Time-interval 75: 3
Time-interval 76: 1
Time-interval 77: 2
Time-interval 78: 2
Time-interval 79: 2
Time-interval 80: 5
Time-interval 81: 4
Time-interval 82: 3
Time-interval 83: 3
Time-interval 84: 3
Time-interval 85: 0
Time-interval 86: 0
Time-interval 87: 1
Time-interval 88: 4
Time-interval 89: 2
Time-interval 90: 0
Time-interval 91: 2
Time-interval 92: 1
Time-interval 93: 2
Time-interval 94: 0
Time-interval 95: 2
Time-interval 96: 3
Time-interval 97: 1
Time-interval 98: 2
Time-interval 99: 3
Time-interval 100: 9
Time-interval 101: 2
Time-interval 102: 3
Time-interval 103: 4
Time-interval 104: 1
Time-interval 105: 3
Time-interval 106: 1
Time-interval 107: 2
Time-interval 108: 0
Time-interval 109: 2
Time-interval 110: 0
Time-interval 111: 1
Time-interval 112: 1
Time-interval 113: 1
Time-interval 114: 1
Time-interval 115: 2
Time-interval 116: 5
Time-interval 117: 3
Time-interval 118: 5
Time-interval 119: 4
Time-interval 120: 4
13592
