-------------------------------------
Air Traffic Density Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 1
Execution time: 47 msec
-------------------------------------
Time 1: 3.312670351648384E-10
Time 2: 3.3699461707274424E-10
Time 3: 3.23704300966319E-10
Time 4: 3.3250703735335934E-10
Time 5: 3.3008891153205326E-10
Time 6: 3.4238937830197116E-10
Time 7: 3.4937970241120687E-10
Time 8: 3.478852766859834E-10
Time 9: 3.325293691065489E-10
Time 10: 3.4383329550218097E-10
Time 11: 3.492643722643546E-10
Time 12: 3.408170356082112E-10
Time 13: 3.4300443011270454E-10
Time 14: 3.4029204780653834E-10
Time 15: 3.2321543445744865E-10
Time 16: 3.3000821400063786E-10
Time 17: 3.3142168046976943E-10
Time 18: 3.2548541448310014E-10
Time 19: 3.2850988029436997E-10
Time 20: 3.3539248961181856E-10
Time 21: 3.3102560624785423E-10
Time 22: 3.2657675067410564E-10
Time 23: 3.3330644124302315E-10
Time 24: 3.2971864020604936E-10
Time 25: 3.211036877853119E-10
Time 26: 3.2957727771090814E-10
Time 27: 3.318336778030612E-10
Time 28: 3.4346320607764835E-10
Time 29: 3.314465792187956E-10
Time 30: 3.4197025315761644E-10
Time 31: 3.356176065867595E-10
Time 32: 3.333091050870721E-10
Time 33: 3.417148353232727E-10
Time 34: 3.3727806881608925E-10
Time 35: 3.3296239409701477E-10
Time 36: 3.460955076494372E-10
Time 37: 3.388630012525051E-10
Time 38: 3.390487001896473E-10
Time 39: 3.301596200018351E-10
Time 40: 3.4189208794764827E-10
Time 41: 3.388318545307802E-10
Time 42: 3.401869254038147E-10
Time 43: 3.431268486067734E-10
Time 44: 3.376838784044028E-10
Time 45: 3.296903885612482E-10
Time 46: 3.3675215702449145E-10
Time 47: 3.518169291211441E-10
Time 48: 3.5080312847194135E-10
Time 49: 3.4066849095958495E-10
Time 50: 3.49318513848866E-10
Time 51: 3.529594099639792E-10
Time 52: 3.538983632058541E-10
Time 53: 3.475407670884866E-10
Time 54: 3.419290588645938E-10
Time 55: 3.2811357575561023E-10
Time 56: 3.416765450435181E-10
Time 57: 3.50346993948014E-10
Time 58: 3.404241592850192E-10
Time 59: 3.398957371340949E-10
Time 60: 3.4396195842433396E-10
Time 61: 3.3811964765657366E-10
Time 62: 3.520607843169368E-10
Time 63: 3.5059074304835656E-10
Time 64: 3.456131619021792E-10
Time 65: 3.293795042813929E-10
Time 66: 3.400218805944898E-10
Time 67: 3.430677826371659E-10
Time 68: 3.4361699908161934E-10
Time 69: 3.4885611235535173E-10
Time 70: 3.533903049639918E-10
Time 71: 3.4656702153898864E-10
Time 72: 3.3965700488433036E-10
Time 73: 3.4586920119224077E-10
Time 74: 3.3772759267792713E-10
Time 75: 3.516462204393347E-10
Time 76: 3.3597723672733324E-10
Time 77: 3.5103957306526816E-10
Time 78: 3.4503779472242567E-10
Time 79: 3.4360194153886374E-10
Time 80: 3.462405555183037E-10
Time 81: 3.4090429044510787E-10
Time 82: 3.4601436294425335E-10
Time 83: 3.541466891404473E-10
Time 84: 3.571500950683129E-10
Time 85: 3.427617505040914E-10
Time 86: 3.4456179447579205E-10
Time 87: 3.474188278034011E-10
Time 88: 3.5112589438111957E-10
Time 89: 3.5887182790045447E-10
Time 90: 3.5349079716164355E-10
Time 91: 3.570685696448573E-10
Time 92: 3.583728055546817E-10
Time 93: 3.484226968353915E-10
Time 94: 3.4633153152865554E-10
Time 95: 3.5216708029990555E-10
Time 96: 3.493143900420652E-10
Time 97: 3.5652575046736134E-10
Time 98: 3.5466013497226445E-10
Time 99: 3.5760569990437047E-10
Time 100: 3.4913092026809557E-10
Time 101: 3.5358043402870023E-10
Time 102: 3.5991792185858537E-10
Time 103: 3.54212995350386E-10
Time 104: 3.6704206855867886E-10
Time 105: 3.689067790805422E-10
Time 106: 3.5276369604799746E-10
Time 107: 3.562612121029822E-10
Time 108: 3.5633011029036585E-10
Time 109: 3.623826014677679E-10
Time 110: 3.564147671870852E-10
Time 111: 3.493942017982493E-10
Time 112: 3.590017223283314E-10
Time 113: 3.661192302409987E-10
Time 114: 3.65814839862809E-10
Time 115: 3.504498959244872E-10
Time 116: 3.4772707104891105E-10
Time 117: 3.4714053967550095E-10
Time 118: 3.531898461306279E-10
Time 119: 3.438948726518201E-10
Time 120: 3.3993212656590655E-10
