-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -26726 msec
-------------------------------------
Time-interval 1: 13
Time-interval 2: 3
Time-interval 3: 14
Time-interval 4: 14
Time-interval 5: 13
Time-interval 6: 17
Time-interval 7: 16
Time-interval 8: 12
Time-interval 9: 22
Time-interval 10: 9
Time-interval 11: 19
Time-interval 12: 18
Time-interval 13: 10
Time-interval 14: 13
Time-interval 15: 10
Time-interval 16: 13
Time-interval 17: 14
Time-interval 18: 14
Time-interval 19: 10
Time-interval 20: 11
Time-interval 21: 10
Time-interval 22: 12
Time-interval 23: 12
Time-interval 24: 13
Time-interval 25: 18
Time-interval 26: 14
Time-interval 27: 15
Time-interval 28: 12
Time-interval 29: 17
Time-interval 30: 15
Time-interval 31: 18
Time-interval 32: 14
Time-interval 33: 16
Time-interval 34: 14
Time-interval 35: 15
Time-interval 36: 13
Time-interval 37: 12
Time-interval 38: 17
Time-interval 39: 14
Time-interval 40: 19
Time-interval 41: 22
Time-interval 42: 16
Time-interval 43: 12
Time-interval 44: 18
Time-interval 45: 22
Time-interval 46: 10
Time-interval 47: 18
Time-interval 48: 16
Time-interval 49: 17
Time-interval 50: 16
Time-interval 51: 16
Time-interval 52: 18
Time-interval 53: 17
Time-interval 54: 14
Time-interval 55: 14
Time-interval 56: 13
Time-interval 57: 11
Time-interval 58: 20
Time-interval 59: 21
Time-interval 60: 13
Time-interval 61: 13
Time-interval 62: 12
Time-interval 63: 16
Time-interval 64: 17
Time-interval 65: 13
Time-interval 66: 25
Time-interval 67: 19
Time-interval 68: 17
Time-interval 69: 19
Time-interval 70: 14
Time-interval 71: 19
Time-interval 72: 15
Time-interval 73: 20
Time-interval 74: 23
Time-interval 75: 16
Time-interval 76: 10
Time-interval 77: 10
Time-interval 78: 17
Time-interval 79: 18
Time-interval 80: 18
Time-interval 81: 16
Time-interval 82: 18
Time-interval 83: 15
Time-interval 84: 21
Time-interval 85: 18
Time-interval 86: 17
Time-interval 87: 20
Time-interval 88: 30
Time-interval 89: 21
Time-interval 90: 13
Time-interval 91: 16
Time-interval 92: 10
Time-interval 93: 10
Time-interval 94: 18
Time-interval 95: 22
Time-interval 96: 25
Time-interval 97: 15
Time-interval 98: 24
Time-interval 99: 22
Time-interval 100: 19
Time-interval 101: 12
Time-interval 102: 21
Time-interval 103: 21
Time-interval 104: 18
Time-interval 105: 16
Time-interval 106: 17
Time-interval 107: 19
Time-interval 108: 16
Time-interval 109: 12
Time-interval 110: 34
Time-interval 111: 23
Time-interval 112: 16
Time-interval 113: 17
Time-interval 114: 17
Time-interval 115: 19
Time-interval 116: 20
Time-interval 117: 26
Time-interval 118: 26
Time-interval 119: 31
Time-interval 120: 11
25350
