-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -33350 msec
-------------------------------------
Time-interval 1: 24
Time-interval 2: 30
Time-interval 3: 14
Time-interval 4: 17
Time-interval 5: 22
Time-interval 6: 21
Time-interval 7: 20
Time-interval 8: 25
Time-interval 9: 29
Time-interval 10: 23
Time-interval 11: 23
Time-interval 12: 21
Time-interval 13: 21
Time-interval 14: 17
Time-interval 15: 31
Time-interval 16: 18
Time-interval 17: 23
Time-interval 18: 23
Time-interval 19: 29
Time-interval 20: 22
Time-interval 21: 24
Time-interval 22: 24
Time-interval 23: 19
Time-interval 24: 30
Time-interval 25: 21
Time-interval 26: 22
Time-interval 27: 37
Time-interval 28: 20
Time-interval 29: 28
Time-interval 30: 20
Time-interval 31: 30
Time-interval 32: 24
Time-interval 33: 20
Time-interval 34: 27
Time-interval 35: 18
Time-interval 36: 32
Time-interval 37: 32
Time-interval 38: 34
Time-interval 39: 32
Time-interval 40: 32
Time-interval 41: 31
Time-interval 42: 28
Time-interval 43: 33
Time-interval 44: 21
Time-interval 45: 25
Time-interval 46: 26
Time-interval 47: 21
Time-interval 48: 24
Time-interval 49: 22
Time-interval 50: 31
Time-interval 51: 30
Time-interval 52: 34
Time-interval 53: 38
Time-interval 54: 45
Time-interval 55: 32
Time-interval 56: 33
Time-interval 57: 31
Time-interval 58: 20
Time-interval 59: 30
Time-interval 60: 36
Time-interval 61: 29
Time-interval 62: 28
Time-interval 63: 24
Time-interval 64: 23
Time-interval 65: 22
Time-interval 66: 24
Time-interval 67: 16
Time-interval 68: 35
Time-interval 69: 34
Time-interval 70: 31
Time-interval 71: 25
Time-interval 72: 40
Time-interval 73: 37
Time-interval 74: 33
Time-interval 75: 32
Time-interval 76: 27
Time-interval 77: 33
Time-interval 78: 33
Time-interval 79: 34
Time-interval 80: 45
Time-interval 81: 27
Time-interval 82: 30
Time-interval 83: 38
Time-interval 84: 38
Time-interval 85: 36
Time-interval 86: 35
Time-interval 87: 36
Time-interval 88: 31
Time-interval 89: 46
Time-interval 90: 27
Time-interval 91: 34
Time-interval 92: 20
Time-interval 93: 36
Time-interval 94: 35
Time-interval 95: 34
Time-interval 96: 40
Time-interval 97: 47
Time-interval 98: 36
Time-interval 99: 39
Time-interval 100: 33
Time-interval 101: 41
Time-interval 102: 28
Time-interval 103: 44
Time-interval 104: 40
Time-interval 105: 34
Time-interval 106: 51
Time-interval 107: 39
Time-interval 108: 48
Time-interval 109: 36
Time-interval 110: 34
Time-interval 111: 42
Time-interval 112: 35
Time-interval 113: 43
Time-interval 114: 33
Time-interval 115: 40
Time-interval 116: 46
Time-interval 117: 41
Time-interval 118: 36
Time-interval 119: 40
Time-interval 120: 48
