-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -25747 msec
-------------------------------------
Time-interval 1: 6
Time-interval 2: 11
Time-interval 3: 6
Time-interval 4: 13
Time-interval 5: 10
Time-interval 6: 10
Time-interval 7: 5
Time-interval 8: 9
Time-interval 9: 11
Time-interval 10: 11
Time-interval 11: 17
Time-interval 12: 12
Time-interval 13: 11
Time-interval 14: 11
Time-interval 15: 6
Time-interval 16: 7
Time-interval 17: 8
Time-interval 18: 13
Time-interval 19: 5
Time-interval 20: 9
Time-interval 21: 7
Time-interval 22: 9
Time-interval 23: 7
Time-interval 24: 9
Time-interval 25: 7
Time-interval 26: 6
Time-interval 27: 9
Time-interval 28: 12
Time-interval 29: 9
Time-interval 30: 13
Time-interval 31: 13
Time-interval 32: 18
Time-interval 33: 15
Time-interval 34: 13
Time-interval 35: 14
Time-interval 36: 12
Time-interval 37: 7
Time-interval 38: 7
Time-interval 39: 9
Time-interval 40: 5
Time-interval 41: 13
Time-interval 42: 12
Time-interval 43: 13
Time-interval 44: 13
Time-interval 45: 4
Time-interval 46: 15
Time-interval 47: 8
Time-interval 48: 7
Time-interval 49: 9
Time-interval 50: 10
Time-interval 51: 15
Time-interval 52: 14
Time-interval 53: 8
Time-interval 54: 15
Time-interval 55: 11
Time-interval 56: 8
Time-interval 57: 10
Time-interval 58: 11
Time-interval 59: 13
Time-interval 60: 13
Time-interval 61: 6
Time-interval 62: 17
Time-interval 63: 9
Time-interval 64: 6
Time-interval 65: 6
Time-interval 66: 14
Time-interval 67: 6
Time-interval 68: 8
Time-interval 69: 15
Time-interval 70: 8
Time-interval 71: 13
Time-interval 72: 9
Time-interval 73: 16
Time-interval 74: 12
Time-interval 75: 8
Time-interval 76: 11
Time-interval 77: 14
Time-interval 78: 15
Time-interval 79: 12
Time-interval 80: 15
Time-interval 81: 8
Time-interval 82: 13
Time-interval 83: 11
Time-interval 84: 12
Time-interval 85: 14
Time-interval 86: 17
Time-interval 87: 17
Time-interval 88: 9
Time-interval 89: 13
Time-interval 90: 10
Time-interval 91: 11
Time-interval 92: 12
Time-interval 93: 9
Time-interval 94: 7
Time-interval 95: 19
Time-interval 96: 11
Time-interval 97: 6
Time-interval 98: 10
Time-interval 99: 11
Time-interval 100: 15
Time-interval 101: 10
Time-interval 102: 15
Time-interval 103: 11
Time-interval 104: 14
Time-interval 105: 11
Time-interval 106: 13
Time-interval 107: 16
Time-interval 108: 22
Time-interval 109: 9
Time-interval 110: 10
Time-interval 111: 12
Time-interval 112: 13
Time-interval 113: 10
Time-interval 114: 14
Time-interval 115: 23
Time-interval 116: 16
Time-interval 117: 11
Time-interval 118: 19
Time-interval 119: 19
Time-interval 120: 13
25365
