-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -30852 msec
-------------------------------------
Time-interval 1: 7
Time-interval 2: 7
Time-interval 3: 6
Time-interval 4: 10
Time-interval 5: 11
Time-interval 6: 6
Time-interval 7: 14
Time-interval 8: 14
Time-interval 9: 11
Time-interval 10: 8
Time-interval 11: 2
Time-interval 12: 12
Time-interval 13: 6
Time-interval 14: 10
Time-interval 15: 13
Time-interval 16: 15
Time-interval 17: 12
Time-interval 18: 7
Time-interval 19: 13
Time-interval 20: 10
Time-interval 21: 16
Time-interval 22: 7
Time-interval 23: 14
Time-interval 24: 8
Time-interval 25: 10
Time-interval 26: 14
Time-interval 27: 8
Time-interval 28: 10
Time-interval 29: 14
Time-interval 30: 11
Time-interval 31: 11
Time-interval 32: 6
Time-interval 33: 8
Time-interval 34: 7
Time-interval 35: 9
Time-interval 36: 12
Time-interval 37: 10
Time-interval 38: 10
Time-interval 39: 12
Time-interval 40: 11
Time-interval 41: 5
Time-interval 42: 11
Time-interval 43: 16
Time-interval 44: 9
Time-interval 45: 15
Time-interval 46: 10
Time-interval 47: 4
Time-interval 48: 11
Time-interval 49: 13
Time-interval 50: 13
Time-interval 51: 12
Time-interval 52: 9
Time-interval 53: 6
Time-interval 54: 10
Time-interval 55: 13
Time-interval 56: 12
Time-interval 57: 7
Time-interval 58: 10
Time-interval 59: 4
Time-interval 60: 11
Time-interval 61: 10
Time-interval 62: 4
Time-interval 63: 9
Time-interval 64: 9
Time-interval 65: 10
Time-interval 66: 11
Time-interval 67: 13
Time-interval 68: 9
Time-interval 69: 12
Time-interval 70: 3
Time-interval 71: 14
Time-interval 72: 14
Time-interval 73: 12
Time-interval 74: 10
Time-interval 75: 13
Time-interval 76: 12
Time-interval 77: 9
Time-interval 78: 14
Time-interval 79: 10
Time-interval 80: 6
Time-interval 81: 11
Time-interval 82: 10
Time-interval 83: 17
Time-interval 84: 10
Time-interval 85: 18
Time-interval 86: 16
Time-interval 87: 15
Time-interval 88: 16
Time-interval 89: 8
Time-interval 90: 19
Time-interval 91: 17
Time-interval 92: 12
Time-interval 93: 15
Time-interval 94: 16
Time-interval 95: 9
Time-interval 96: 12
Time-interval 97: 25
Time-interval 98: 13
Time-interval 99: 18
Time-interval 100: 13
Time-interval 101: 13
Time-interval 102: 11
Time-interval 103: 18
Time-interval 104: 10
Time-interval 105: 17
Time-interval 106: 19
Time-interval 107: 14
Time-interval 108: 18
Time-interval 109: 16
Time-interval 110: 10
Time-interval 111: 16
Time-interval 112: 10
Time-interval 113: 6
Time-interval 114: 22
Time-interval 115: 16
Time-interval 116: 17
Time-interval 117: 16
Time-interval 118: 12
Time-interval 119: 14
Time-interval 120: 16
