-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -37825 msec
-------------------------------------
Time-interval 1: 8
Time-interval 2: 10
Time-interval 3: 6
Time-interval 4: 13
Time-interval 5: 10
Time-interval 6: 8
Time-interval 7: 5
Time-interval 8: 9
Time-interval 9: 10
Time-interval 10: 12
Time-interval 11: 15
Time-interval 12: 11
Time-interval 13: 11
Time-interval 14: 11
Time-interval 15: 6
Time-interval 16: 9
Time-interval 17: 7
Time-interval 18: 13
Time-interval 19: 7
Time-interval 20: 9
Time-interval 21: 6
Time-interval 22: 9
Time-interval 23: 6
Time-interval 24: 8
Time-interval 25: 5
Time-interval 26: 5
Time-interval 27: 9
Time-interval 28: 13
Time-interval 29: 10
Time-interval 30: 11
Time-interval 31: 13
Time-interval 32: 16
Time-interval 33: 12
Time-interval 34: 14
Time-interval 35: 11
Time-interval 36: 12
Time-interval 37: 9
Time-interval 38: 6
Time-interval 39: 6
Time-interval 40: 6
Time-interval 41: 11
Time-interval 42: 13
Time-interval 43: 13
Time-interval 44: 12
Time-interval 45: 4
Time-interval 46: 16
Time-interval 47: 6
Time-interval 48: 5
Time-interval 49: 13
Time-interval 50: 11
Time-interval 51: 14
Time-interval 52: 14
Time-interval 53: 9
Time-interval 54: 12
Time-interval 55: 10
Time-interval 56: 8
Time-interval 57: 9
Time-interval 58: 11
Time-interval 59: 13
Time-interval 60: 15
Time-interval 61: 5
Time-interval 62: 13
Time-interval 63: 9
Time-interval 64: 8
Time-interval 65: 8
Time-interval 66: 12
Time-interval 67: 7
Time-interval 68: 10
Time-interval 69: 17
Time-interval 70: 9
Time-interval 71: 13
Time-interval 72: 8
Time-interval 73: 17
Time-interval 74: 11
Time-interval 75: 6
Time-interval 76: 10
Time-interval 77: 11
Time-interval 78: 12
Time-interval 79: 13
Time-interval 80: 16
Time-interval 81: 10
Time-interval 82: 12
Time-interval 83: 13
Time-interval 84: 13
Time-interval 85: 17
Time-interval 86: 14
Time-interval 87: 16
Time-interval 88: 8
Time-interval 89: 14
Time-interval 90: 9
Time-interval 91: 10
Time-interval 92: 9
Time-interval 93: 7
Time-interval 94: 9
Time-interval 95: 19
Time-interval 96: 9
Time-interval 97: 7
Time-interval 98: 11
Time-interval 99: 12
Time-interval 100: 16
Time-interval 101: 11
Time-interval 102: 15
Time-interval 103: 11
Time-interval 104: 12
Time-interval 105: 8
Time-interval 106: 14
Time-interval 107: 17
Time-interval 108: 25
Time-interval 109: 8
Time-interval 110: 8
Time-interval 111: 13
Time-interval 112: 14
Time-interval 113: 11
Time-interval 114: 14
Time-interval 115: 24
Time-interval 116: 17
Time-interval 117: 12
Time-interval 118: 18
Time-interval 119: 19
Time-interval 120: 11
