-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Lunch
Iteration: 1
Look-ahead time: 90.0 sec
Execution time: -24405 msec
-------------------------------------
Time-interval 1: 21
Time-interval 2: 14
Time-interval 3: 16
Time-interval 4: 19
Time-interval 5: 15
Time-interval 6: 10
Time-interval 7: 11
Time-interval 8: 18
Time-interval 9: 14
Time-interval 10: 24
Time-interval 11: 22
Time-interval 12: 12
Time-interval 13: 21
Time-interval 14: 20
Time-interval 15: 17
Time-interval 16: 24
Time-interval 17: 15
Time-interval 18: 17
Time-interval 19: 16
Time-interval 20: 24
Time-interval 21: 19
Time-interval 22: 22
Time-interval 23: 10
Time-interval 24: 21
Time-interval 25: 21
Time-interval 26: 28
Time-interval 27: 16
Time-interval 28: 21
Time-interval 29: 19
Time-interval 30: 24
Time-interval 31: 19
Time-interval 32: 22
Time-interval 33: 17
Time-interval 34: 23
Time-interval 35: 19
Time-interval 36: 13
Time-interval 37: 17
Time-interval 38: 19
Time-interval 39: 18
Time-interval 40: 23
Time-interval 41: 38
Time-interval 42: 28
Time-interval 43: 30
Time-interval 44: 26
Time-interval 45: 25
Time-interval 46: 33
Time-interval 47: 24
Time-interval 48: 26
Time-interval 49: 20
Time-interval 50: 17
Time-interval 51: 27
Time-interval 52: 32
Time-interval 53: 28
Time-interval 54: 26
Time-interval 55: 27
Time-interval 56: 15
Time-interval 57: 23
Time-interval 58: 24
Time-interval 59: 25
Time-interval 60: 25
Time-interval 61: 31
Time-interval 62: 28
Time-interval 63: 21
Time-interval 64: 33
Time-interval 65: 38
Time-interval 66: 29
Time-interval 67: 23
Time-interval 68: 24
Time-interval 69: 30
Time-interval 70: 36
Time-interval 71: 28
Time-interval 72: 34
Time-interval 73: 33
Time-interval 74: 23
Time-interval 75: 33
Time-interval 76: 31
Time-interval 77: 30
Time-interval 78: 30
Time-interval 79: 27
Time-interval 80: 23
Time-interval 81: 33
Time-interval 82: 47
Time-interval 83: 33
Time-interval 84: 32
Time-interval 85: 30
Time-interval 86: 32
Time-interval 87: 35
Time-interval 88: 35
Time-interval 89: 26
Time-interval 90: 37
Time-interval 91: 33
Time-interval 92: 34
Time-interval 93: 34
Time-interval 94: 39
Time-interval 95: 41
Time-interval 96: 51
Time-interval 97: 49
Time-interval 98: 26
Time-interval 99: 44
Time-interval 100: 42
Time-interval 101: 58
Time-interval 102: 33
Time-interval 103: 55
Time-interval 104: 41
Time-interval 105: 44
Time-interval 106: 60
Time-interval 107: 53
Time-interval 108: 50
Time-interval 109: 51
Time-interval 110: 56
Time-interval 111: 43
Time-interval 112: 46
Time-interval 113: 52
Time-interval 114: 52
Time-interval 115: 63
Time-interval 116: 62
Time-interval 117: 61
Time-interval 118: 52
Time-interval 119: 51
Time-interval 120: 56
