-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Lunch
Iteration: 2
Look-ahead time: 45.0 sec
Execution time: -21436 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 5
Time-interval 3: 5
Time-interval 4: 1
Time-interval 5: 3
Time-interval 6: 1
Time-interval 7: 2
Time-interval 8: 4
Time-interval 9: 8
Time-interval 10: 5
Time-interval 11: 4
Time-interval 12: 1
Time-interval 13: 3
Time-interval 14: 2
Time-interval 15: 1
Time-interval 16: 1
Time-interval 17: 2
Time-interval 18: 4
Time-interval 19: 4
Time-interval 20: 2
Time-interval 21: 5
Time-interval 22: 4
Time-interval 23: 4
Time-interval 24: 5
Time-interval 25: 9
Time-interval 26: 4
Time-interval 27: 3
Time-interval 28: 3
Time-interval 29: 6
Time-interval 30: 9
Time-interval 31: 5
Time-interval 32: 8
Time-interval 33: 6
Time-interval 34: 4
Time-interval 35: 3
Time-interval 36: 5
Time-interval 37: 9
Time-interval 38: 2
Time-interval 39: 5
Time-interval 40: 7
Time-interval 41: 3
Time-interval 42: 4
Time-interval 43: 10
Time-interval 44: 7
Time-interval 45: 8
Time-interval 46: 7
Time-interval 47: 6
Time-interval 48: 10
Time-interval 49: 11
Time-interval 50: 4
Time-interval 51: 8
Time-interval 52: 6
Time-interval 53: 4
Time-interval 54: 7
Time-interval 55: 9
Time-interval 56: 10
Time-interval 57: 5
Time-interval 58: 8
Time-interval 59: 7
Time-interval 60: 4
Time-interval 61: 5
Time-interval 62: 11
Time-interval 63: 13
Time-interval 64: 12
Time-interval 65: 11
Time-interval 66: 8
Time-interval 67: 9
Time-interval 68: 8
Time-interval 69: 5
Time-interval 70: 15
Time-interval 71: 12
Time-interval 72: 8
Time-interval 73: 11
Time-interval 74: 13
Time-interval 75: 8
Time-interval 76: 5
Time-interval 77: 8
Time-interval 78: 14
Time-interval 79: 11
Time-interval 80: 19
Time-interval 81: 16
Time-interval 82: 10
Time-interval 83: 8
Time-interval 84: 15
Time-interval 85: 11
Time-interval 86: 7
Time-interval 87: 13
Time-interval 88: 11
Time-interval 89: 12
Time-interval 90: 15
Time-interval 91: 11
Time-interval 92: 16
Time-interval 93: 11
Time-interval 94: 16
Time-interval 95: 13
Time-interval 96: 13
Time-interval 97: 6
Time-interval 98: 10
Time-interval 99: 16
Time-interval 100: 15
Time-interval 101: 13
Time-interval 102: 14
Time-interval 103: 18
Time-interval 104: 22
Time-interval 105: 19
Time-interval 106: 20
Time-interval 107: 12
Time-interval 108: 17
Time-interval 109: 25
Time-interval 110: 19
Time-interval 111: 17
Time-interval 112: 17
Time-interval 113: 16
Time-interval 114: 19
Time-interval 115: 24
Time-interval 116: 18
Time-interval 117: 19
Time-interval 118: 23
Time-interval 119: 13
Time-interval 120: 19
