-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Lunch
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -21854 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 3
Time-interval 3: 3
Time-interval 4: 2
Time-interval 5: 1
Time-interval 6: 4
Time-interval 7: 2
Time-interval 8: 2
Time-interval 9: 2
Time-interval 10: 3
Time-interval 11: 0
Time-interval 12: 2
Time-interval 13: 5
Time-interval 14: 3
Time-interval 15: 6
Time-interval 16: 4
Time-interval 17: 3
Time-interval 18: 2
Time-interval 19: 0
Time-interval 20: 3
Time-interval 21: 2
Time-interval 22: 0
Time-interval 23: 5
Time-interval 24: 1
Time-interval 25: 1
Time-interval 26: 1
Time-interval 27: 1
Time-interval 28: 2
Time-interval 29: 1
Time-interval 30: 7
Time-interval 31: 4
Time-interval 32: 2
Time-interval 33: 4
Time-interval 34: 0
Time-interval 35: 3
Time-interval 36: 3
Time-interval 37: 3
Time-interval 38: 7
Time-interval 39: 4
Time-interval 40: 3
Time-interval 41: 5
Time-interval 42: 6
Time-interval 43: 2
Time-interval 44: 2
Time-interval 45: 9
Time-interval 46: 4
Time-interval 47: 5
Time-interval 48: 5
Time-interval 49: 1
Time-interval 50: 5
Time-interval 51: 7
Time-interval 52: 7
Time-interval 53: 1
Time-interval 54: 3
Time-interval 55: 7
Time-interval 56: 7
Time-interval 57: 3
Time-interval 58: 5
Time-interval 59: 4
Time-interval 60: 3
Time-interval 61: 3
Time-interval 62: 4
Time-interval 63: 6
Time-interval 64: 3
Time-interval 65: 3
Time-interval 66: 6
Time-interval 67: 2
Time-interval 68: 4
Time-interval 69: 7
Time-interval 70: 3
Time-interval 71: 5
Time-interval 72: 3
Time-interval 73: 3
Time-interval 74: 4
Time-interval 75: 5
Time-interval 76: 3
Time-interval 77: 2
Time-interval 78: 4
Time-interval 79: 5
Time-interval 80: 2
Time-interval 81: 6
Time-interval 82: 5
Time-interval 83: 4
Time-interval 84: 4
Time-interval 85: 5
Time-interval 86: 7
Time-interval 87: 7
Time-interval 88: 3
Time-interval 89: 7
Time-interval 90: 3
Time-interval 91: 7
Time-interval 92: 5
Time-interval 93: 4
Time-interval 94: 5
Time-interval 95: 4
Time-interval 96: 3
Time-interval 97: 6
Time-interval 98: 5
Time-interval 99: 4
Time-interval 100: 4
Time-interval 101: 5
Time-interval 102: 3
Time-interval 103: 5
Time-interval 104: 7
Time-interval 105: 5
Time-interval 106: 6
Time-interval 107: 9
Time-interval 108: 8
Time-interval 109: 4
Time-interval 110: 4
Time-interval 111: 5
Time-interval 112: 7
Time-interval 113: 4
Time-interval 114: 4
Time-interval 115: 3
Time-interval 116: 10
Time-interval 117: 3
Time-interval 118: 3
Time-interval 119: 7
Time-interval 120: 21
