-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Lunch
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -23673 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 6
Time-interval 3: 8
Time-interval 4: 6
Time-interval 5: 7
Time-interval 6: 5
Time-interval 7: 10
Time-interval 8: 8
Time-interval 9: 13
Time-interval 10: 3
Time-interval 11: 4
Time-interval 12: 8
Time-interval 13: 7
Time-interval 14: 6
Time-interval 15: 6
Time-interval 16: 6
Time-interval 17: 2
Time-interval 18: 9
Time-interval 19: 7
Time-interval 20: 6
Time-interval 21: 7
Time-interval 22: 6
Time-interval 23: 7
Time-interval 24: 10
Time-interval 25: 15
Time-interval 26: 10
Time-interval 27: 5
Time-interval 28: 5
Time-interval 29: 6
Time-interval 30: 8
Time-interval 31: 8
Time-interval 32: 6
Time-interval 33: 11
Time-interval 34: 6
Time-interval 35: 10
Time-interval 36: 11
Time-interval 37: 7
Time-interval 38: 8
Time-interval 39: 12
Time-interval 40: 5
Time-interval 41: 11
Time-interval 42: 4
Time-interval 43: 15
Time-interval 44: 7
Time-interval 45: 7
Time-interval 46: 5
Time-interval 47: 9
Time-interval 48: 4
Time-interval 49: 5
Time-interval 50: 8
Time-interval 51: 8
Time-interval 52: 6
Time-interval 53: 8
Time-interval 54: 8
Time-interval 55: 8
Time-interval 56: 10
Time-interval 57: 7
Time-interval 58: 3
Time-interval 59: 4
Time-interval 60: 5
Time-interval 61: 9
Time-interval 62: 9
Time-interval 63: 9
Time-interval 64: 8
Time-interval 65: 17
Time-interval 66: 8
Time-interval 67: 11
Time-interval 68: 9
Time-interval 69: 11
Time-interval 70: 9
Time-interval 71: 10
Time-interval 72: 7
Time-interval 73: 7
Time-interval 74: 10
Time-interval 75: 10
Time-interval 76: 9
Time-interval 77: 7
Time-interval 78: 11
Time-interval 79: 14
Time-interval 80: 10
Time-interval 81: 6
Time-interval 82: 12
Time-interval 83: 13
Time-interval 84: 9
Time-interval 85: 11
Time-interval 86: 9
Time-interval 87: 8
Time-interval 88: 10
Time-interval 89: 17
Time-interval 90: 11
Time-interval 91: 17
Time-interval 92: 7
Time-interval 93: 8
Time-interval 94: 9
Time-interval 95: 13
Time-interval 96: 17
Time-interval 97: 13
Time-interval 98: 8
Time-interval 99: 20
Time-interval 100: 11
Time-interval 101: 13
Time-interval 102: 19
Time-interval 103: 21
Time-interval 104: 15
Time-interval 105: 7
Time-interval 106: 14
Time-interval 107: 16
Time-interval 108: 9
Time-interval 109: 10
Time-interval 110: 10
Time-interval 111: 19
Time-interval 112: 12
Time-interval 113: 17
Time-interval 114: 17
Time-interval 115: 11
Time-interval 116: 14
Time-interval 117: 19
Time-interval 118: 14
Time-interval 119: 13
Time-interval 120: 15
