-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Lunch
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -18255 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 7
Time-interval 3: 8
Time-interval 4: 6
Time-interval 5: 11
Time-interval 6: 5
Time-interval 7: 11
Time-interval 8: 9
Time-interval 9: 13
Time-interval 10: 4
Time-interval 11: 6
Time-interval 12: 8
Time-interval 13: 5
Time-interval 14: 6
Time-interval 15: 8
Time-interval 16: 5
Time-interval 17: 2
Time-interval 18: 10
Time-interval 19: 9
Time-interval 20: 7
Time-interval 21: 5
Time-interval 22: 7
Time-interval 23: 9
Time-interval 24: 10
Time-interval 25: 16
Time-interval 26: 10
Time-interval 27: 5
Time-interval 28: 8
Time-interval 29: 8
Time-interval 30: 7
Time-interval 31: 9
Time-interval 32: 6
Time-interval 33: 10
Time-interval 34: 5
Time-interval 35: 9
Time-interval 36: 11
Time-interval 37: 6
Time-interval 38: 5
Time-interval 39: 10
Time-interval 40: 5
Time-interval 41: 12
Time-interval 42: 4
Time-interval 43: 17
Time-interval 44: 8
Time-interval 45: 6
Time-interval 46: 7
Time-interval 47: 9
Time-interval 48: 4
Time-interval 49: 6
Time-interval 50: 9
Time-interval 51: 8
Time-interval 52: 5
Time-interval 53: 7
Time-interval 54: 7
Time-interval 55: 8
Time-interval 56: 11
Time-interval 57: 8
Time-interval 58: 3
Time-interval 59: 5
Time-interval 60: 4
Time-interval 61: 9
Time-interval 62: 9
Time-interval 63: 8
Time-interval 64: 7
Time-interval 65: 17
Time-interval 66: 10
Time-interval 67: 9
Time-interval 68: 9
Time-interval 69: 11
Time-interval 70: 8
Time-interval 71: 11
Time-interval 72: 11
Time-interval 73: 7
Time-interval 74: 10
Time-interval 75: 9
Time-interval 76: 8
Time-interval 77: 6
Time-interval 78: 11
Time-interval 79: 15
Time-interval 80: 6
Time-interval 81: 6
Time-interval 82: 14
Time-interval 83: 11
Time-interval 84: 5
Time-interval 85: 11
Time-interval 86: 8
Time-interval 87: 11
Time-interval 88: 8
Time-interval 89: 15
Time-interval 90: 10
Time-interval 91: 14
Time-interval 92: 7
Time-interval 93: 5
Time-interval 94: 8
Time-interval 95: 15
Time-interval 96: 15
Time-interval 97: 10
Time-interval 98: 7
Time-interval 99: 18
Time-interval 100: 8
Time-interval 101: 14
Time-interval 102: 19
Time-interval 103: 22
Time-interval 104: 14
Time-interval 105: 7
Time-interval 106: 14
Time-interval 107: 18
Time-interval 108: 9
Time-interval 109: 10
Time-interval 110: 11
Time-interval 111: 18
Time-interval 112: 12
Time-interval 113: 18
Time-interval 114: 16
Time-interval 115: 13
Time-interval 116: 12
Time-interval 117: 18
Time-interval 118: 14
Time-interval 119: 13
Time-interval 120: 14
21724
