-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Lunch
Iteration: 2
Execution time: 36 msec
-------------------------------------
Time 1: 3.122164474230277E-10
Time 2: 3.1278230609481465E-10
Time 3: 3.2510996734835234E-10
Time 4: 3.2106233546995247E-10
Time 5: 3.285489384716643E-10
Time 6: 3.2371788734848853E-10
Time 7: 3.232299083806732E-10
Time 8: 3.239188953102736E-10
Time 9: 3.3489147861973613E-10
Time 10: 3.2788454551783346E-10
Time 11: 3.295872655514976E-10
Time 12: 3.246616064035909E-10
Time 13: 3.254445938859394E-10
Time 14: 3.1849766392708277E-10
Time 15: 3.0679514978390426E-10
Time 16: 3.06345734168394E-10
Time 17: 3.061580678426714E-10
Time 18: 3.1099201034367177E-10
Time 19: 3.11855921224056E-10
Time 20: 3.179854044194665E-10
Time 21: 3.1621797592287486E-10
Time 22: 3.2979659022185134E-10
Time 23: 3.211626310276258E-10
Time 24: 3.239478761430578E-10
Time 25: 3.349983265796774E-10
Time 26: 3.350263398109826E-10
Time 27: 3.3063828819733045E-10
Time 28: 3.2932613755065685E-10
Time 29: 3.2811001539107107E-10
Time 30: 3.229055135013927E-10
Time 31: 3.195076897395993E-10
Time 32: 3.2243701680496446E-10
Time 33: 3.2400886247452796E-10
Time 34: 3.29668230599856E-10
Time 35: 3.2716128645632816E-10
Time 36: 3.3083208084857217E-10
Time 37: 3.306668394544175E-10
Time 38: 3.324976388119845E-10
Time 39: 3.4156129463032056E-10
Time 40: 3.4582862992108064E-10
Time 41: 3.543955677649588E-10
Time 42: 3.4864657293470757E-10
Time 43: 3.467779927539047E-10
Time 44: 3.4162187097340026E-10
Time 45: 3.41977918821811E-10
Time 46: 3.4192320866941916E-10
Time 47: 3.42140343462385E-10
Time 48: 3.4026536860047974E-10
Time 49: 3.433368124191515E-10
Time 50: 3.4413168787604086E-10
Time 51: 3.3929814261787893E-10
Time 52: 3.380384161465784E-10
Time 53: 3.38966545867135E-10
Time 54: 3.3494502879953046E-10
Time 55: 3.3319952222882377E-10
Time 56: 3.304293054475698E-10
Time 57: 3.2452480539209104E-10
Time 58: 3.21569627116676E-10
Time 59: 3.413286485107244E-10
Time 60: 3.4649593656991356E-10
Time 61: 3.4513349739542705E-10
Time 62: 3.503860731857707E-10
Time 63: 3.4963018612899437E-10
Time 64: 3.4974313442229125E-10
Time 65: 3.474456727746807E-10
Time 66: 3.4283525710049906E-10
Time 67: 3.4721568616657207E-10
Time 68: 3.4958823027953747E-10
Time 69: 3.49688883135207E-10
Time 70: 3.516554602071768E-10
Time 71: 3.522475738481083E-10
Time 72: 3.560026085575285E-10
Time 73: 3.4638103135124005E-10
Time 74: 3.4430717423188443E-10
Time 75: 3.5274658429509383E-10
Time 76: 3.466553740792327E-10
Time 77: 3.460902612310436E-10
Time 78: 3.4565808164238453E-10
Time 79: 3.407720495943335E-10
Time 80: 3.430372357932637E-10
Time 81: 3.470536411291277E-10
Time 82: 3.3650732980940824E-10
Time 83: 3.4738898849905465E-10
Time 84: 3.470389524488238E-10
Time 85: 3.517718110540774E-10
Time 86: 3.5352333042053173E-10
Time 87: 3.494263056432825E-10
Time 88: 3.4584720818819976E-10
Time 89: 3.415746224039865E-10
Time 90: 3.552485410018382E-10
Time 91: 3.513569010805906E-10
Time 92: 3.440851156141255E-10
Time 93: 3.543995192512879E-10
Time 94: 3.5427689758427065E-10
Time 95: 3.4791673636055624E-10
Time 96: 3.4784828303485777E-10
Time 97: 3.4196044912137694E-10
Time 98: 3.403143332415645E-10
Time 99: 3.522509603844998E-10
Time 100: 3.5475658516491346E-10
Time 101: 3.510339426691844E-10
Time 102: 3.505624804801185E-10
Time 103: 3.544362044576113E-10
Time 104: 3.4945539727400456E-10
Time 105: 3.621357518821587E-10
Time 106: 3.653771260278935E-10
Time 107: 3.6065952297109173E-10
Time 108: 3.689680233143882E-10
Time 109: 3.6394529253708115E-10
Time 110: 3.6540477323685896E-10
Time 111: 3.6283054741207203E-10
Time 112: 3.631872333992773E-10
Time 113: 3.5628211144458716E-10
Time 114: 3.594686771554822E-10
Time 115: 3.6445003727236024E-10
Time 116: 3.6609947453496024E-10
Time 117: 3.6966209159741304E-10
Time 118: 3.6297755263454245E-10
Time 119: 3.76873667303703E-10
Time 120: 3.686397096433257E-10
