-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Lunch
Iteration: 2
Execution time: 46 msec
-------------------------------------
Time 1: 2.3996717798240273E-10
Time 2: 2.343948655865215E-10
Time 3: 2.3950909928953933E-10
Time 4: 2.3744781173069656E-10
Time 5: 2.402173098141615E-10
Time 6: 2.409095348612383E-10
Time 7: 2.446591818192106E-10
Time 8: 2.3245748796817721E-10
Time 9: 2.345918283928038E-10
Time 10: 2.2679668719109652E-10
Time 11: 2.396622610352235E-10
Time 12: 2.38708925632319E-10
Time 13: 2.3093156943027352E-10
Time 14: 2.3077624134835253E-10
Time 15: 2.2428253692242766E-10
Time 16: 2.2707109667818826E-10
Time 17: 2.3283695843781885E-10
Time 18: 2.367120989118939E-10
Time 19: 2.431322316224859E-10
Time 20: 2.443480535715423E-10
Time 21: 2.4450627353994145E-10
Time 22: 2.4202871289764236E-10
Time 23: 2.2748684050957137E-10
Time 24: 2.31625418171184E-10
Time 25: 2.3101750841753728E-10
Time 26: 2.385221441062625E-10
Time 27: 2.4424290242715075E-10
Time 28: 2.392661747896328E-10
Time 29: 2.3015156682308014E-10
Time 30: 2.2742244197842046E-10
Time 31: 2.418117312859417E-10
Time 32: 2.4080038870722084E-10
Time 33: 2.3810850736316834E-10
Time 34: 2.4700048183424555E-10
Time 35: 2.481876244209936E-10
Time 36: 2.5312377801510654E-10
Time 37: 2.4889202105816305E-10
Time 38: 2.477643625911875E-10
Time 39: 2.529310067849715E-10
Time 40: 2.4429431615468254E-10
Time 41: 2.4733835110127134E-10
Time 42: 2.422573912615977E-10
Time 43: 2.455367757067626E-10
Time 44: 2.4093773727109767E-10
Time 45: 2.3902131685906277E-10
Time 46: 2.2540218965804395E-10
Time 47: 2.399092877735291E-10
Time 48: 2.1979847735524564E-10
Time 49: 2.188684116128637E-10
Time 50: 2.2232064103757033E-10
Time 51: 2.2183466651292916E-10
Time 52: 2.2540579642935523E-10
Time 53: 2.318583326280294E-10
Time 54: 2.2919367290440804E-10
Time 55: 2.351684058072215E-10
Time 56: 2.328506833236008E-10
Time 57: 2.424000095844007E-10
Time 58: 2.517697716393449E-10
Time 59: 2.516299888539861E-10
Time 60: 2.4876771332759054E-10
Time 61: 2.4596865881639197E-10
Time 62: 2.477269353981973E-10
Time 63: 2.5002591983209644E-10
Time 64: 2.493218960773754E-10
Time 65: 2.49213198190261E-10
Time 66: 2.408153046741785E-10
Time 67: 2.423127691541208E-10
Time 68: 2.36333198424894E-10
Time 69: 2.300709228632082E-10
Time 70: 2.3828905997291016E-10
Time 71: 2.2973273255687248E-10
Time 72: 2.3482735314748974E-10
Time 73: 2.2866040231007796E-10
Time 74: 2.3704021962106565E-10
Time 75: 2.346633132433405E-10
Time 76: 2.440314441106146E-10
Time 77: 2.4570702158319245E-10
Time 78: 2.541292691169967E-10
Time 79: 2.5532307427286306E-10
Time 80: 2.585819121460484E-10
Time 81: 2.5355280463109896E-10
Time 82: 2.5170960744442056E-10
Time 83: 2.553760487707095E-10
Time 84: 2.5223770922334336E-10
Time 85: 2.689391231410874E-10
Time 86: 2.6390301505226213E-10
Time 87: 2.691417773092309E-10
Time 88: 2.396265640031678E-10
Time 89: 2.46228429125563E-10
Time 90: 2.478976482398566E-10
Time 91: 2.504491280187282E-10
Time 92: 2.503254094524192E-10
Time 93: 2.426721166993294E-10
Time 94: 2.4941898492895395E-10
Time 95: 2.448247084080973E-10
Time 96: 2.581509126428688E-10
Time 97: 2.571486394098429E-10
Time 98: 2.4234316120928726E-10
Time 99: 2.5297233185063365E-10
Time 100: 2.5479210241153677E-10
Time 101: 2.5870655846413644E-10
Time 102: 2.617119879040336E-10
Time 103: 2.598779633281705E-10
Time 104: 2.6323030986258004E-10
Time 105: 2.578091876657954E-10
Time 106: 2.6420127964346695E-10
Time 107: 2.50413280654999E-10
Time 108: 2.50585075073466E-10
Time 109: 2.589755259314143E-10
Time 110: 2.633451952800292E-10
Time 111: 2.4918591431612873E-10
Time 112: 2.5570880468315083E-10
Time 113: 2.5681159583501633E-10
Time 114: 2.587165191261757E-10
Time 115: 2.6065734770168155E-10
Time 116: 2.6323422341477973E-10
Time 117: 2.6629257248040874E-10
Time 118: 2.6576989806943993E-10
Time 119: 2.6420297514444837E-10
Time 120: 2.6600829246388456E-10
