-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Lunch
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -15359 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 1
Time-interval 3: 4
Time-interval 4: 3
Time-interval 5: 3
Time-interval 6: 1
Time-interval 7: 5
Time-interval 8: 4
Time-interval 9: 5
Time-interval 10: 6
Time-interval 11: 6
Time-interval 12: 5
Time-interval 13: 7
Time-interval 14: 6
Time-interval 15: 2
Time-interval 16: 4
Time-interval 17: 1
Time-interval 18: 5
Time-interval 19: 7
Time-interval 20: 7
Time-interval 21: 2
Time-interval 22: 7
Time-interval 23: 2
Time-interval 24: 6
Time-interval 25: 5
Time-interval 26: 3
Time-interval 27: 9
Time-interval 28: 4
Time-interval 29: 8
Time-interval 30: 6
Time-interval 31: 8
Time-interval 32: 3
Time-interval 33: 3
Time-interval 34: 9
Time-interval 35: 6
Time-interval 36: 8
Time-interval 37: 7
Time-interval 38: 5
Time-interval 39: 6
Time-interval 40: 5
Time-interval 41: 4
Time-interval 42: 6
Time-interval 43: 4
Time-interval 44: 6
Time-interval 45: 7
Time-interval 46: 12
Time-interval 47: 10
Time-interval 48: 7
Time-interval 49: 7
Time-interval 50: 6
Time-interval 51: 4
Time-interval 52: 7
Time-interval 53: 13
Time-interval 54: 6
Time-interval 55: 10
Time-interval 56: 4
Time-interval 57: 8
Time-interval 58: 11
Time-interval 59: 8
Time-interval 60: 4
Time-interval 61: 11
Time-interval 62: 5
Time-interval 63: 17
Time-interval 64: 7
Time-interval 65: 15
Time-interval 66: 14
Time-interval 67: 13
Time-interval 68: 23
Time-interval 69: 15
Time-interval 70: 14
Time-interval 71: 14
Time-interval 72: 12
Time-interval 73: 23
Time-interval 74: 21
Time-interval 75: 13
Time-interval 76: 12
Time-interval 77: 14
Time-interval 78: 17
Time-interval 79: 12
Time-interval 80: 9
Time-interval 81: 15
Time-interval 82: 14
Time-interval 83: 18
Time-interval 84: 11
Time-interval 85: 15
Time-interval 86: 20
Time-interval 87: 19
Time-interval 88: 18
Time-interval 89: 17
Time-interval 90: 18
Time-interval 91: 18
Time-interval 92: 16
Time-interval 93: 17
Time-interval 94: 23
Time-interval 95: 21
Time-interval 96: 22
Time-interval 97: 20
Time-interval 98: 26
Time-interval 99: 21
Time-interval 100: 29
Time-interval 101: 17
Time-interval 102: 17
Time-interval 103: 17
Time-interval 104: 19
Time-interval 105: 34
Time-interval 106: 23
Time-interval 107: 23
Time-interval 108: 23
Time-interval 109: 24
Time-interval 110: 27
Time-interval 111: 19
Time-interval 112: 19
Time-interval 113: 27
Time-interval 114: 21
Time-interval 115: 28
Time-interval 116: 25
Time-interval 117: 27
Time-interval 118: 29
Time-interval 119: 31
Time-interval 120: 24
18066
