-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Lunch
Iteration: 2
Execution time: 31 msec
-------------------------------------
Time 1: 2.8078031742230996E-10
Time 2: 2.777763633262162E-10
Time 3: 2.810062223757817E-10
Time 4: 2.7796958890423426E-10
Time 5: 2.8216814184704846E-10
Time 6: 2.7792645132286104E-10
Time 7: 2.870474799013884E-10
Time 8: 2.783923714027439E-10
Time 9: 2.803782153275439E-10
Time 10: 2.7667860911828935E-10
Time 11: 2.8007909450454045E-10
Time 12: 2.7428459897361106E-10
Time 13: 2.769986993655403E-10
Time 14: 2.818006824765027E-10
Time 15: 2.755142628684495E-10
Time 16: 2.7296936036281696E-10
Time 17: 2.757862959924031E-10
Time 18: 2.7818258782613856E-10
Time 19: 2.8471321979748164E-10
Time 20: 2.7734313106960893E-10
Time 21: 2.789850031934188E-10
Time 22: 2.750317980219151E-10
Time 23: 2.722148746242733E-10
Time 24: 2.7450511156778607E-10
Time 25: 2.7497072779181977E-10
Time 26: 2.820301170866007E-10
Time 27: 2.8808820420950283E-10
Time 28: 2.814867965298386E-10
Time 29: 2.8121011492961985E-10
Time 30: 2.788304956321682E-10
Time 31: 2.777067091454936E-10
Time 32: 2.8357315749996985E-10
Time 33: 2.861180820024474E-10
Time 34: 2.9597585455691123E-10
Time 35: 2.969549027662249E-10
Time 36: 2.9291796309304505E-10
Time 37: 2.9535047669974125E-10
Time 38: 2.8759649225162843E-10
Time 39: 2.9360544221141845E-10
Time 40: 2.9029676918127106E-10
Time 41: 2.894535084639594E-10
Time 42: 2.846052761044306E-10
Time 43: 2.8698179158112657E-10
Time 44: 2.821503464484168E-10
Time 45: 2.8135546079580424E-10
Time 46: 2.745132105510772E-10
Time 47: 2.7562209502941553E-10
Time 48: 2.626204719641302E-10
Time 49: 2.6414215693692624E-10
Time 50: 2.6454549498073225E-10
Time 51: 2.6991899676129785E-10
Time 52: 2.770441699968684E-10
Time 53: 2.7763185221033767E-10
Time 54: 2.794393624468009E-10
Time 55: 2.853110633226482E-10
Time 56: 2.806314560646488E-10
Time 57: 2.906281447719644E-10
Time 58: 2.962023532606702E-10
Time 59: 2.946664379362473E-10
Time 60: 2.9805023289403294E-10
Time 61: 2.935345870014303E-10
Time 62: 2.9563708570178625E-10
Time 63: 2.9645531728539746E-10
Time 64: 2.897930545574709E-10
Time 65: 2.8873549514422806E-10
Time 66: 2.8777945513616413E-10
Time 67: 2.82307051704999E-10
Time 68: 2.8397381066886974E-10
Time 69: 2.794878605434551E-10
Time 70: 2.7979010500263103E-10
Time 71: 2.795450196388691E-10
Time 72: 2.8228688849154776E-10
Time 73: 2.812767724963306E-10
Time 74: 2.8444941904650564E-10
Time 75: 2.7799995134996673E-10
Time 76: 2.945011253130153E-10
Time 77: 2.9716871125721373E-10
Time 78: 3.0256304916589845E-10
Time 79: 3.054481958200024E-10
Time 80: 3.0622657650481383E-10
Time 81: 2.8864695362840536E-10
Time 82: 3.0155163903729373E-10
Time 83: 3.0196110378707784E-10
Time 84: 3.0138137976754994E-10
Time 85: 3.094326507847162E-10
Time 86: 3.0997899260191037E-10
Time 87: 3.1298973522223286E-10
Time 88: 2.956040644739617E-10
Time 89: 2.9867203599414767E-10
Time 90: 2.95899658095025E-10
Time 91: 3.0152898643673184E-10
Time 92: 2.9505986217897753E-10
Time 93: 2.977980603103422E-10
Time 94: 2.8881304731223914E-10
Time 95: 2.966702270062039E-10
Time 96: 3.0762321232587265E-10
Time 97: 3.1124667090931566E-10
Time 98: 3.0067727741948825E-10
Time 99: 3.018346021956568E-10
Time 100: 3.032453878255953E-10
Time 101: 3.083876391612108E-10
Time 102: 3.0330739709880566E-10
Time 103: 3.0738353317588183E-10
Time 104: 3.0701776809953334E-10
Time 105: 3.090982092250218E-10
Time 106: 3.126337556934152E-10
Time 107: 3.09097458174691E-10
Time 108: 3.0622071005416825E-10
Time 109: 3.075439093737701E-10
Time 110: 3.074264713338192E-10
Time 111: 3.05191543321102E-10
Time 112: 3.110454248878043E-10
Time 113: 3.097100582741026E-10
Time 114: 3.1131443987673656E-10
Time 115: 3.032212517869366E-10
Time 116: 3.106832364377342E-10
Time 117: 3.125142153204309E-10
Time 118: 3.08424991223579E-10
Time 119: 3.0299581525974413E-10
Time 120: 3.1373943426230907E-10
