-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Lunch
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -14519 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 4
Time-interval 3: 11
Time-interval 4: 2
Time-interval 5: 7
Time-interval 6: 15
Time-interval 7: 4
Time-interval 8: 8
Time-interval 9: 5
Time-interval 10: 8
Time-interval 11: 7
Time-interval 12: 7
Time-interval 13: 8
Time-interval 14: 8
Time-interval 15: 16
Time-interval 16: 4
Time-interval 17: 5
Time-interval 18: 10
Time-interval 19: 8
Time-interval 20: 7
Time-interval 21: 3
Time-interval 22: 8
Time-interval 23: 6
Time-interval 24: 7
Time-interval 25: 1
Time-interval 26: 8
Time-interval 27: 6
Time-interval 28: 7
Time-interval 29: 15
Time-interval 30: 5
Time-interval 31: 7
Time-interval 32: 5
Time-interval 33: 9
Time-interval 34: 12
Time-interval 35: 9
Time-interval 36: 9
Time-interval 37: 8
Time-interval 38: 11
Time-interval 39: 10
Time-interval 40: 8
Time-interval 41: 9
Time-interval 42: 5
Time-interval 43: 4
Time-interval 44: 8
Time-interval 45: 7
Time-interval 46: 8
Time-interval 47: 9
Time-interval 48: 9
Time-interval 49: 8
Time-interval 50: 3
Time-interval 51: 3
Time-interval 52: 5
Time-interval 53: 4
Time-interval 54: 4
Time-interval 55: 10
Time-interval 56: 9
Time-interval 57: 15
Time-interval 58: 15
Time-interval 59: 8
Time-interval 60: 8
Time-interval 61: 3
Time-interval 62: 18
Time-interval 63: 11
Time-interval 64: 11
Time-interval 65: 12
Time-interval 66: 13
Time-interval 67: 10
Time-interval 68: 12
Time-interval 69: 9
Time-interval 70: 16
Time-interval 71: 11
Time-interval 72: 11
Time-interval 73: 12
Time-interval 74: 6
Time-interval 75: 5
Time-interval 76: 10
Time-interval 77: 12
Time-interval 78: 15
Time-interval 79: 10
Time-interval 80: 24
Time-interval 81: 12
Time-interval 82: 19
Time-interval 83: 10
Time-interval 84: 14
Time-interval 85: 13
Time-interval 86: 7
Time-interval 87: 10
Time-interval 88: 13
Time-interval 89: 13
Time-interval 90: 12
Time-interval 91: 19
Time-interval 92: 11
Time-interval 93: 17
Time-interval 94: 7
Time-interval 95: 13
Time-interval 96: 14
Time-interval 97: 12
Time-interval 98: 15
Time-interval 99: 13
Time-interval 100: 14
Time-interval 101: 8
Time-interval 102: 20
Time-interval 103: 11
Time-interval 104: 15
Time-interval 105: 14
Time-interval 106: 11
Time-interval 107: 17
Time-interval 108: 12
Time-interval 109: 15
Time-interval 110: 8
Time-interval 111: 12
Time-interval 112: 12
Time-interval 113: 11
Time-interval 114: 12
Time-interval 115: 13
Time-interval 116: 17
Time-interval 117: 23
Time-interval 118: 11
Time-interval 119: 17
Time-interval 120: 6
