-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Lunch
Iteration: 1
Look-ahead time: 45.0 sec
Execution time: -14818 msec
-------------------------------------
Time-interval 1: 0
Time-interval 2: 0
Time-interval 3: 1
Time-interval 4: 2
Time-interval 5: 2
Time-interval 6: 2
Time-interval 7: 0
Time-interval 8: 5
Time-interval 9: 3
Time-interval 10: 1
Time-interval 11: 3
Time-interval 12: 6
Time-interval 13: 1
Time-interval 14: 3
Time-interval 15: 3
Time-interval 16: 1
Time-interval 17: 4
Time-interval 18: 4
Time-interval 19: 4
Time-interval 20: 4
Time-interval 21: 2
Time-interval 22: 3
Time-interval 23: 3
Time-interval 24: 3
Time-interval 25: 3
Time-interval 26: 6
Time-interval 27: 3
Time-interval 28: 4
Time-interval 29: 4
Time-interval 30: 2
Time-interval 31: 7
Time-interval 32: 2
Time-interval 33: 2
Time-interval 34: 4
Time-interval 35: 2
Time-interval 36: 3
Time-interval 37: 4
Time-interval 38: 6
Time-interval 39: 6
Time-interval 40: 3
Time-interval 41: 7
Time-interval 42: 3
Time-interval 43: 1
Time-interval 44: 3
Time-interval 45: 3
Time-interval 46: 4
Time-interval 47: 9
Time-interval 48: 6
Time-interval 49: 2
Time-interval 50: 5
Time-interval 51: 6
Time-interval 52: 5
Time-interval 53: 5
Time-interval 54: 6
Time-interval 55: 10
Time-interval 56: 4
Time-interval 57: 9
Time-interval 58: 10
Time-interval 59: 5
Time-interval 60: 7
Time-interval 61: 6
Time-interval 62: 5
Time-interval 63: 7
Time-interval 64: 5
Time-interval 65: 11
Time-interval 66: 9
Time-interval 67: 4
Time-interval 68: 5
Time-interval 69: 10
Time-interval 70: 9
Time-interval 71: 7
Time-interval 72: 9
Time-interval 73: 7
Time-interval 74: 7
Time-interval 75: 8
Time-interval 76: 7
Time-interval 77: 5
Time-interval 78: 8
Time-interval 79: 10
Time-interval 80: 13
Time-interval 81: 8
Time-interval 82: 9
Time-interval 83: 13
Time-interval 84: 8
Time-interval 85: 10
Time-interval 86: 16
Time-interval 87: 11
Time-interval 88: 10
Time-interval 89: 13
Time-interval 90: 12
Time-interval 91: 8
Time-interval 92: 14
Time-interval 93: 16
Time-interval 94: 12
Time-interval 95: 15
Time-interval 96: 16
Time-interval 97: 8
Time-interval 98: 11
Time-interval 99: 10
Time-interval 100: 11
Time-interval 101: 12
Time-interval 102: 15
Time-interval 103: 8
Time-interval 104: 16
Time-interval 105: 14
Time-interval 106: 14
Time-interval 107: 15
Time-interval 108: 14
Time-interval 109: 11
Time-interval 110: 15
Time-interval 111: 15
Time-interval 112: 18
Time-interval 113: 26
Time-interval 114: 18
Time-interval 115: 13
Time-interval 116: 23
Time-interval 117: 15
Time-interval 118: 19
Time-interval 119: 24
Time-interval 120: 19
